"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.507176669943036,0.517632189355892,0.510310112313579,0.331427878453865,-0.571197921810876,-0.517632189355892,-0.517632189355892,-0.571197921810876,-0.571197921810876,-0.571197921810876,-0.540355958731182,-0.571197921810876,0,-0.571197921810876,0.490731267696905,-0.517632189355892,0.540355958731182,-0.540355958731182
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0.305185061377202,0.284101881762991,0.306943964046677,0.165020485565282,-0.284881456064109,-0.284101881762991,-0.284101881762991,-0.284881456064109,-0.284881456064109,-0.284881456064109,-0.271412068309007,-0.284881456064109,0,-0.284881456064109,0.271585584500931,-0.284101881762991,0.271412068309007,-0.271412068309007
"SNAIL1",0.31676878461554,0.300026997250469,0.319831792208968,0.0728606474266881,-0.305185061377202,-0.300026997250469,-0.300026997250469,-0.305185061377202,-0.305185061377202,-0.305185061377202,-0.284881456064109,-0.305185061377202,0,-0.305185061377202,0.284101881762991,-0.300026997250469,0.284881456064109,-0.284881456064109
"MIR340",-0.571197921810876,-0.490731267696905,-0.466250935244693,-0.314980510032813,0.540355958731182,0.490731267696905,0.490731267696905,0.540355958731182,0.540355958731182,0.540355958731182,0.490238311672358,0.540355958731182,0,0.540355958731182,-0.450594177064765,0.490731267696905,-0.490238311672358,0.490238311672358
"MIR34",-0.305185061377202,-0.284101881762991,-0.306943964046677,-0.165020485565282,0.284881456064109,0.284101881762991,0.284101881762991,0.284881456064109,0.284881456064109,0.284881456064109,0.271412068309007,0.284881456064109,0,0.284881456064109,-0.271585584500931,0.284101881762991,-0.271412068309007,0.271412068309007
"MIR200",-0.513758385166845,-0.526110775470164,-0.613537193053243,-0.297462960132967,0.488235111189963,0.526110775470164,0.526110775470164,0.488235111189963,0.488235111189963,0.488235111189963,0.444274552438936,0.488235111189963,0,0.488235111189963,-0.4913650127583,0.526110775470164,-0.444274552438936,0.444274552438936
"MIR190",-0.284881456064109,-0.271585584500931,-0.381678571265361,-0.156901405727664,0.271412068309007,0.271585584500931,0.271585584500931,0.271412068309007,0.271412068309007,0.271412068309007,0.241711795829443,0.271412068309007,0,0.271412068309007,-0.249150801892235,0.271585584500931,-0.241711795829443,0.241711795829443
"MIR1199",-0.571197921810876,-0.490731267696905,-0.466250935244693,-0.314980510032813,0.540355958731182,0.490731267696905,0.490731267696905,0.540355958731182,0.540355958731182,0.540355958731182,0.490238311672358,0.540355958731182,0,0.540355958731182,-0.450594177064765,0.490731267696905,-0.490238311672358,0.490238311672358
"HAS2",0.540355958731182,0.450594177064765,0.431379140372899,0.295076433294203,-0.490238311672358,-0.450594177064765,-0.450594177064765,-0.490238311672358,-0.490238311672358,-0.490238311672358,-0.352944582299421,-0.490238311672358,0,-0.490238311672358,0.417260843731432,-0.450594177064765,0.452944582299421,-0.452944582299421
"HA",0.571197921810876,0.490731267696905,0.466250935244693,0.314980510032813,-0.540355958731182,-0.490731267696905,-0.490731267696905,-0.540355958731182,-0.540355958731182,-0.540355958731182,-0.490238311672358,-0.540355958731182,0,-0.540355958731182,0.450594177064765,-0.490731267696905,0.490238311672358,-0.490238311672358
"GRHL2",-0.710374522651417,-0.619826648234537,-0.599792448154206,-0.334912181639311,0.674197381654999,0.619826648234537,0.619826648234537,0.674197381654999,0.674197381654999,0.674197381654999,0.627449766737393,0.674197381654999,0,0.674197381654999,-0.581502625888168,0.619826648234537,-0.627449766737393,0.727449766737393
"EXTGFB",0.305185061377202,0.284101881762991,0.306943964046677,0.165020485565282,-0.284881456064109,-0.284101881762991,-0.284101881762991,-0.284881456064109,-0.284881456064109,-0.284881456064109,-0.271412068309007,-0.284881456064109,0,-0.284881456064109,0.271585584500931,-0.284101881762991,0.271412068309007,-0.271412068309007
"ESRP1",-0.540355958731182,-0.450594177064765,-0.431379140372899,-0.295076433294203,0.490238311672358,0.450594177064765,0.450594177064765,0.490238311672358,0.490238311672358,0.490238311672358,0.452944582299421,0.490238311672358,0,0.490238311672358,-0.417260843731432,0.450594177064765,-0.552944582299421,0.452944582299421
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.571197921810876,0.490731267696905,0.466250935244693,0.314980510032813,-0.540355958731182,-0.490731267696905,-0.490731267696905,-0.540355958731182,-0.540355958731182,-0.540355958731182,-0.490238311672358,-0.540355958731182,0,-0.540355958731182,0.450594177064765,-0.490731267696905,0.490238311672358,-0.490238311672358
"CD24",-0.571197921810876,-0.490731267696905,-0.466250935244693,-0.314980510032813,0.540355958731182,0.490731267696905,0.490731267696905,0.540355958731182,0.540355958731182,0.540355958731182,0.490238311672358,0.540355958731182,0,0.540355958731182,-0.450594177064765,0.490731267696905,-0.490238311672358,0.490238311672358
