"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.107591155680513,0.064157658976059,0.196492640750879,0.0890073925990125,-0.0523387951012893,0.0516574906738061,0.0523761406449917,0.106192825872497,-0.0523112273437428,-0.0479108075032183,0.0513110922219556,0,-0.038149504217999,0,-0.051117413882941,-0.230229777906429,-0.193162346868712,-0.173612708983479,-0.064234990142483,0.122749540459801,-0.122746557373898,0.0517307714994778,-0.0591072895559024,-0.0048502767790329,0.064234990142483,-0.168170871078302
"ZEB1",0.145907395526731,0.0541560651864046,-0.0305928564798769,-0.0670019778790114,0.147773677151703,-0.0691794706691754,-0.147680532031606,0.0786514325865417,0.18795230672627,-0.103669611078773,0.107417028263145,0,-0.19939633745493,0,-0.107488875601919,-0.216480707469592,0.121743819449051,0.122140146066198,-0.154068902623225,0.00535329497186892,-0.00531949505269481,-0.0692011957305201,-0.140189437589795,-0.101978556899662,0.154068902623225,0.117633239041475
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",-0.121800323214281,-0.111207924191142,-0.0832074751196005,-0.158649235238486,-0.242369053475566,-0.00705556484893581,0.241880331135398,-0.25225907749873,-0.256444024031334,0.103677115165317,-0.103545971690252,0,0.158832360403045,0,0.103770198450261,0.115766139361699,0.093955342676367,0.00786678097940558,0.111158312315286,-0.0491296264084368,0.0491565658294999,-0.00693740508492788,0.105156025117183,0.0631911203594648,-0.111158312315286,0.0225797292597075
"TWIST1",0.0817637780278303,0.0499154528382866,0.00257217005011446,0.137831588023781,0.106482132540502,0.0183707625040323,-0.2061741436183,0.221525859391237,0.237143840849103,-0.0675336039726814,0.05907867059038,0,-0.0967625464334154,0,-0.0592672164305874,-0.062556568637612,-0.0909262973531091,-0.0221240924673083,-0.0498652286805902,0.0519134387110319,-0.0518198271988076,0.0182281869311449,-0.0468490840610673,-0.029907619074046,0.0498652286805902,-0.00680364534449461
"TGFbeta",0.150111391208274,0.110953957930548,-0.0885399685853278,-0.145175105211395,-0.0434798905375259,-0.132080142563698,0.043280221806103,-0.193265302441614,-0.0882138920483968,-0.107231607078145,0.105920077933103,0,0.0421533449734205,0,-0.105999118543624,-0.127713863005641,0.120570073863156,-0.0153292937437472,-0.110935259640327,-0.0451777063493986,0.0449734282819384,-0.0320275802599919,-0.103882041243635,-0.0356487387425101,0.110935259640327,-0.123357509404454
"TCF3",-0.0170313619527198,-0.0287091127173338,0.138649629964723,0.103875607555266,-0.277585914631465,0.188016027384277,0.279667231185192,0.0297507496459137,-0.263832211214991,0.028957839368843,-0.0277923682667337,0,0.113275479244916,0,0.0286594202898551,0.0239370184416267,-0.14522245952358,-0.00253853481964423,0.0285811092063803,0.191851100188608,-0.190942144742325,0.187943524212263,0.0278457801907088,0.073475218292012,-0.0285811092063803,0.0537465242391027
"SNAI2",-0.0176937179385938,-0.0287028667593989,0.139194975132454,0.105244951519594,-0.277392550257983,0.18889771489014,0.277070642387109,-0.069787483722718,-0.264044983144533,0.0290979512721785,-0.0283998496937529,0,0.113011004120496,0,0.0282289373473706,0.0239682164814469,-0.145971404840228,-0.00264848750782627,0.0287026953648126,0.192883542692964,-0.192559585840964,0.188648226578171,0.0280026050128159,0.0736902765372569,-0.0287026953648126,0.154339168651518
"SNAI1",-0.216256338330549,-0.110129687105355,0.132958574096551,0.0502329858367342,0.285355403398725,0.0360603482510712,-0.285196502116785,0.195905333206688,0.269846930616577,0.105681294506097,-0.104182275574421,0,-0.152013373394123,0,0.104276615197062,0.153657638429549,-0.0347761801307469,0.0419484478013413,0.110081121489656,-0.112332797321441,0.112296296302844,0.0361194800095092,0.102243796785523,-0.181366730428052,-0.110081121489656,0.174619169641533
"OVOL2",-0.00415042340877825,-0.0818580018195007,-0.08869661095863,-0.0732558010693661,-0.039722532597786,0.0310968720945343,0.039629014145876,-0.0902131083364092,-0.0886616044943586,-0.0369456557159495,-0.0269517775217171,0,0.118523947290834,0,0.0271819010105188,0.0901856096682143,-0.00259362702028236,-0.0869058709045574,0.081788845056472,-0.075786571244513,0.0758249555924726,0.0311940116447989,0.0117044674112829,-0.0130697048955459,-0.081788845056472,-0.14125462611274
"NP63",-0.0631926097072747,0.102608020993023,-0.142596737473619,-0.169849727729788,0.264696487858183,-0.0483512426795531,-0.264415998685065,-0.0990803230793304,0.229999104523254,0.00284715290941023,-0.102300850706519,0,-0.158261341183513,0,0.00211275956292444,-0.0498427346940911,0.158893596481494,0.0871640206741757,-0.1026178602067,-0.195868226392349,0.195095157693407,-0.0481218809555746,-0.000884609062226896,-0.0702210940402352,0.1026178602067,-0.0775847479948899
"miR9",-0.201320742722841,-0.0448838097833475,-0.193425231666952,-0.166136720664529,0.187737201614832,-0.0722267845796512,-0.18791172168464,-0.153646797544243,0.118939276848699,0.0398164365149643,-0.0401230475087025,0,0.00343778033722713,0,0.0391029245349742,0.218625160767748,0.193493462583872,0.17867382034161,0.0450450577020225,-0.213997706276269,0.213582562395206,-0.072558389413515,0.0412717119063635,-0.018358017143333,-0.0450450577020225,0.167007546785953
"miR34a",0.0712349763309691,0.126576767484241,-0.112844619310292,-0.0690681687668928,-0.114883525701326,-0.0830613239213548,0.114799282356157,-0.223425428577186,-0.220750527946977,-0.113481920999697,0.114052395280054,0,0.0313072784076185,0,-0.114440307555112,-0.145438664251305,0.134089273243004,0.0864463286096772,-0.126472061173544,-0.0259667071972855,0.0258543454886192,-0.0832073454384097,-0.116822592734816,0.122443265683746,0.126472061173544,-0.0485281934678791
"miR30c",-0.251614602542685,-0.111928644037724,-0.0245640346526464,-0.0833919215727577,0.319326379469162,-0.0350858727218804,-0.319306136827362,-0.00901996226054013,0.393881018801127,0.107124016468961,-0.106748871832574,0,-0.152839393566754,0,0.106800835068585,0.229781919077482,0.105087864127856,0.149721680973673,0.111926605434737,-0.149673728482774,0.149412064696055,-0.0349087569129998,0.105904104506803,-0.172183494084467,-0.111926605434737,0.0707709880760836
"miR205",0.127266792671512,-0.149292248465199,0.0825020520618816,0.0918423675580064,-0.148612794670979,0.0620084610784477,0.14798679079964,-0.0345491826839251,-0.178231796133767,0.0997266384350453,-0.105533618187686,0,0.189784570244268,0,0.106683157381026,0.000132723156918216,-0.144566171741116,-0.140001118544695,0.149035108802338,0.0211740418773645,-0.0207947941146759,0.0624480738383271,0.139950750201403,0.10016650950247,-0.149035108802338,-0.129997982560671
"miR200c",-0.112662423110214,0.180504741857035,-0.121278445220781,-0.10804930084888,-0.000689546040976828,0.0202018234880723,0.000886242138112164,-0.107015743558749,-0.0194514531702149,-0.118786593429788,0.127381994251019,0,-0.106383823689651,0,-0.128217252825748,-0.0261639995269012,0.162942956087497,0.151123513069294,-0.180334891329962,-0.0322838014554003,0.0320136382768405,0.0198848068532209,-0.166828172842291,-0.0542994115261514,0.180334891329962,0.0785304477927374
"miR200b",0.112662423110214,-0.180504741857035,0.121278445220781,0.10804930084888,0.000689546040976828,-0.0202018234880723,-0.000886242138112164,0.107015743558749,0.0194514531702149,0.118786593429788,-0.127381994251019,0,0.106383823689651,0,0.128217252825748,0.0261639995269012,-0.162942956087497,-0.151123513069294,0.180334891329962,0.0322838014554003,-0.0320136382768405,-0.0198848068532209,0.166828172842291,0.0542994115261514,-0.180334891329962,-0.0785304477927374
"miR200a",0.112662423110214,-0.180504741857035,0.121278445220781,0.10804930084888,0.000689546040976828,-0.0202018234880723,-0.000886242138112164,0.107015743558749,0.0194514531702149,0.118786593429788,-0.127381994251019,0,0.106383823689651,0,0.128217252825748,0.0261639995269012,-0.162942956087497,-0.151123513069294,0.180334891329962,0.0322838014554003,-0.0320136382768405,-0.0198848068532209,0.166828172842291,0.0542994115261514,-0.180334891329962,-0.0785304477927374
"miR141",-0.28939236006597,-0.205551664325709,-0.0176918274114629,0.0868101203384954,0.0212475952773957,-0.0567410510707821,-0.0212786525558908,0.0726630933828193,0.0371213140552301,0.135528316844104,-0.145347094717782,0,0.11998015721952,0,0.145770055442857,0.24135897232968,0.00127864722717383,0.0353053241296843,0.205448325568765,0.00336622278947379,-0.00319692053090962,-0.0566024273093059,0.186908258040478,0.0561405126901503,-0.205448325568765,0.0427733693240605
"miR101",0.210078921194026,-0.0666664469729464,-0.00082582126495563,-0.00841977011204586,-0.305333361704248,0.0376534178724047,0.304913253239881,-0.174721569527106,-0.369474481775931,0.0766721352723168,-0.0705579246887986,0,0.150819662030554,0,0.0710119452640663,-0.0738392588919718,-0.0874838804480805,-0.134617412550306,0.0665563649057765,0.106298475504878,-0.206068526279794,0.0377791839977181,0.0628780154123775,0.17570229582362,-0.0665563649057765,-0.101395137201372
"KLF8",-0.0170313619527198,-0.0287091127173338,0.138649629964723,0.103875607555266,-0.277585914631465,0.188016027384277,0.279667231185192,0.0297507496459137,-0.263832211214991,0.028957839368843,-0.0277923682667337,0,0.113275479244916,0,0.0286594202898551,0.0239370184416267,-0.14522245952358,-0.00253853481964423,0.0285811092063803,0.191851100188608,-0.190942144742325,0.187943524212263,0.0278457801907088,0.073475218292012,-0.0285811092063803,0.0537465242391027
"GSC",0.0739632999691537,0.099639931719828,0.0611815812031376,-0.028733435381971,0.0795311863619174,-0.0237208496210622,-0.0795136167222547,0.042159810597428,0.209434045040156,-0.0989300396657048,0.0957743410845454,0,-0.126168654781801,0,-0.0958854543242626,-0.0883271276486335,-0.00310676836586105,0.0113111672227135,-0.0996129030622111,-0.108140286696715,0.108009723129796,-0.0237086255041019,-0.091540981243542,-0.222096857412173,0.0996129030622111,0.0554992159058382
"GRHL2",0.109567972765728,0.0643982394166803,-0.0296177195493764,0.00419081531527365,0.00463252781743609,0.0566198270882963,-0.00406891142342487,0.0382466408549836,0.0190701770382554,0.0197905794769962,-0.121570728077627,0,-0.0749222852499295,0,0.120843512151771,-0.106655170865145,0.0498149058664088,0.0425407865431665,-0.0641870888315945,0.0258686679567893,-0.025908282376438,0.0562545216785611,-0.0841712532563666,-0.0309553100186731,0.0641870888315945,0.000851446746230824
"FOXC2",-0.145983369367499,-0.154068902623225,0.0304241752193816,0.0670759282606908,-0.147680532031606,0.0692011957305201,0.146982019187983,-0.0785286188213353,-0.187912175283993,0.103466898089918,-0.107488875601919,0,0.199170690784595,0,0.108668056951879,0.216444115832264,-0.121562741496617,-0.121840984706967,0.153780257554635,-0.00531949505269481,0.00574227375286427,0.069632150670219,0.139801522998994,0.102122469011927,-0.153780257554635,-0.1175306503915
"CLDN7",-0.0170313619527198,-0.0287091127173338,0.138649629964723,0.103875607555266,-0.277585914631465,0.188016027384277,0.279667231185192,0.0297507496459137,-0.263832211214991,0.028957839368843,-0.0277923682667337,0,0.113275479244916,0,0.0286594202898551,0.0239370184416267,-0.14522245952358,-0.00253853481964423,0.0285811092063803,0.191851100188608,-0.190942144742325,0.187943524212263,0.0278457801907088,0.073475218292012,-0.0285811092063803,0.0537465242391027
"CDH1",0.0174544208915098,0.0287026953648126,-0.139200446333715,-0.10494242395055,0.277070642387109,-0.188648226578171,-0.277585914631465,-0.0302692860115499,0.263774709264032,-0.0290999675638149,0.0282289373473706,0,-0.113031770635644,0,-0.0277923682667337,-0.0237947769708074,0.14593688258628,0.00282938678236423,-0.0287091127173338,-0.192559585840964,0.191851100188608,-0.188016027384277,-0.0280567985980068,-0.0736126219600925,0.0287091127173338,-0.154084787819391
