"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",-0.0882010886935107,-0.00353373987582543,0.00276272436950457,-0.069234892841422,0.000213172040733629,-0.000664379087696923,-0.000244022707270398,0.0699677771845512,0.0358912343301143,-0.0181454449238277,0.0142521998759169,0,0.0253892796553276,0,-0.0142444527423563,-0.00732802971354401,0.00190451701039298,0.00732802971354401,0.00355067908370879,0.094339730364739,0.0943864653772183,0.000648983956253291,-0.0051582286046731,-0.00684588460652258,0.00355067908370879,-0.00721927480352853
"ZEB1",-0.00264870137972826,-0.0874243713530713,-0.108166839670334,-0.0990223207572792,-0.107077738780742,0.00816214950745065,0.10706031162924,0.020614081047922,-0.126654237278589,0.0666084607950966,-0.0602338962333583,0,-0.0274612010920379,0,0.0602712568495211,0.00950768751773999,-0.00328151061228747,-0.00950768751773999,-0.0125848084372114,-0.0168766958402727,-0.016819382933847,-0.0081664945197196,0.0231708773609174,0.0939190793167056,-0.0125848084372114,0.140122314249321
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.058107829043417,-0.0553857782935966,-0.0262541352513068,-0.0790363076975572,0.160589016126325,-0.00208075230585369,-0.160564793736287,0.104227902259312,0.0724809502155177,-0.0700879711414769,0.0671598993797325,0,0.0643872934998758,0,-0.0672026907461464,-0.0565268443064039,0.0045057511250458,0.0565268443064039,0.0553568290645178,0.0935558847495645,0.093636703012754,0.00208593714538291,-0.0613263067522241,0.0431049571121497,0.0553568290645178,-0.152071181425832
"TWIST1",-0.0989497431424855,0.148753374841593,-0.183130639114069,-0.164835286656113,-0.264907255606436,0.0414529579116064,0.164935848742449,0.111785815712772,-0.278758729939037,0.128072568750869,-0.141213075818202,0,-0.182581186230246,0,0.14128378050828,0.128565636550165,-0.12459908634984,-0.128565636550165,-0.148743626172163,-0.0406962852627748,-0.0407022604656827,-0.0414733258505903,0.160422769799889,0.210804670676461,-0.148743626172163,0.037079983504338
"TGFbeta",-0.0191420327439183,0.092005944123622,-0.0574887459428536,-0.034030343436558,-0.0923608516065945,-0.0761521789145729,0.0924243825665927,0.00567781832020576,-0.231484534114295,0.0913152506029652,-0.0935840900171338,0,-0.205353235777609,0,0.0936794838574172,0.0538676142775447,0.0286064954650486,-0.0538676142775447,-0.091993421415492,-0.109173613363175,-0.109372351686433,-0.0238169787419303,0.0969584864742749,0.0457368857859155,-0.091993421415492,0.0667627547137547
"TCF3",0.0198157187220002,-0.0493042152410583,0.016963872816293,0.00480815407204584,0.132920613255742,-0.00672548358467997,-0.13233978072912,0.0164295161645059,0.10605892712368,-0.0683519617425939,0.063453128926866,0,0.0716405481864771,0,-0.0647826086956522,-0.0345538543243213,0.0186648307608905,0.0345538543243213,0.0491615827574244,0.0511014688164927,0.0512951806329135,0.00710612523775229,-0.0543436267463423,-0.0198922924008313,0.0491615827574244,-0.045044300464787
"SNAI2",-0.0195648703461574,0.049206892730816,-0.0168936205057635,-0.00466907528112379,-0.132685087459037,0.00673960420246158,0.132798435300894,-0.116184830209301,-0.10590089594436,0.0683708933159181,-0.0637086697837452,0,-0.0718164015427906,0,0.063684253734262,0.0347598171457144,-0.0187424252515445,-0.0347598171457144,-0.0492159766438915,-0.0514167575547297,-0.0516158488106695,-0.00670297811175815,0.0542681342488826,0.0199479144817076,-0.0492159766438915,0.14515299406893
"SNAI1",0.0964828065702636,-0.105898277161094,0.114898159504942,0.104998593179878,0.252972048504048,-0.0303218668806258,-0.252975625060233,-0.0602584246905682,0.133146396273862,-0.102752628643309,0.106985684553349,0,0.213462218278237,0,-0.107006512781725,-0.101935045094158,0.0891106046858812,0.101935045094158,0.105897118998558,0.135553008325091,0.135512139663243,0.0303443096272277,-0.112880553409869,-0.0819852059835745,0.105897118998558,-0.220326984879468
"OVOL2",-0.00634389821716257,-0.112987110481225,-0.115309927051014,-0.0710443472762547,-0.00480035804156138,-0.211431164456655,0.00479136588272389,0.100176059464818,0.156757504716224,0.0868997762780139,-0.198866224777268,0,0.158362376796707,0,0.198843536545978,-0.106044157668729,-0.00319764378837383,0.106044157668729,0.112980724689747,0.136575888805476,0.13659672602294,0.211418763663004,0.0222291024423987,-0.0255380809856046,0.112980724689747,0.119963030396909
"NP63",-0.0540390124661575,0.0199623273180659,0.0404283720142171,-0.0226116701458062,0.109431136336725,-0.0944524849166365,-0.109357087195021,0.020685339258574,0.0916410438414346,0.180158043894521,-0.0371606936212731,0,-0.0175473600215425,0,-0.0626565892678068,0.0334274518130397,0.0373487065352469,-0.0334274518130397,-0.0199477381391653,0.041361999947562,0.0409836897331862,0.0944268100967881,-0.114668205254561,-0.0128729458470694,-0.0199477381391653,-0.0507935826923858
"miR9",0.000700311988737017,0.011976164664468,-0.0923625846148018,-0.0809292737752033,-0.108101098106051,0.0152917364409554,0.108019655406807,0.0727300986252424,-0.0195276118282508,-0.00692862677497746,-0.000152116032661587,0,-0.00182931039656593,0,0.000445576066199877,0.00622278440662459,0.00442306575349604,-0.00622278440662459,-0.0119411107691038,0.0757735974544501,0.0755358654883712,-0.015338472692708,0.012712950317214,0.00187413896705813,-0.0119411107691038,-0.0900934805224228
"miR34a",0.0869952928222364,-0.139359415897265,0.0949351785136265,0.229813344921681,0.234562973507092,-0.0397738494259034,-0.23464406756833,-0.0518515175324718,0.245166711595627,-0.122089270544932,0.133902996822811,0,0.177797776378747,0,-0.133882182017807,-0.158224382352292,0.119112115227322,0.158224382352292,0.139362271523921,0.086070788200419,0.0860861539041683,0.0397774697940948,-0.151174717995221,-0.0939604120248777,0.139362271523921,-0.174174603035283
"miR30c",-0.0942392186169057,0.0938900812415898,-0.00254322863676363,0.0023865802537936,-0.121276099151441,0.0197585409639474,0.121274749641988,-0.023133380022292,-0.188980108969878,0.0916952225324149,-0.0937620895414197,0,-0.191731756418003,0,0.0938984930359473,0.127400544682967,-0.0488895897462514,-0.127400544682967,-0.0938586867556032,-0.0756274037666436,-0.0758018462911231,-0.0197709701435179,0.0973492668811011,0.0813573880346831,-0.0938586867556032,0.0825895014101816
"miR205",0.0101044417175501,-0.0117328961498241,0.0395170525617785,0.0860630476084457,0.104576120872857,-0.00705246272335393,-0.104522581068072,0.0037469390237527,0.129220094571414,-0.0699697194474828,0.061246575291113,0,0.0270116883445789,0,-0.0613060342149065,-0.0104330349133177,0.0033934879863047,0.0104330349133177,0.0116981139732052,0.0317112443046598,0.0316774499495688,0.00708261666717237,-0.02014034185106,-0.0975124718064986,0.0116981139732052,-0.106985383650358
"miR200c",0.0116001746587593,-0.00834105300478888,-0.0685245103046788,-0.060185715260454,-0.00624812517846785,-0.0942603452533398,0.00618453170345417,0.0863776173454583,0.137007402444822,0.0536004159957152,-0.0430980433311655,0,0.0163795305608698,0,0.0432082263771936,-0.00968765228196625,-0.0189481128380836,0.00968765228196625,0.00838725413370342,0.10366475025107,0.103518862134647,0.0942308024845006,0.00107337540696813,-0.0225535356670641,0.00838725413370342,0.016156033435281
"miR200b",0.00884638258573357,-0.020668685705498,0.0401352307541838,0.038489928530967,0.0807326462714083,-0.103211637133082,-0.0807489143696676,0.0672124589745632,0.226407298375966,-0.0798210140193184,0.0708115521933125,0,0.144068445435924,0,-0.0707724549834316,-0.0149139732428193,0.0168936960452994,0.0149139732428193,0.0206644450221676,0.120667290762296,0.120570032018015,0.103201410790022,-0.0289511574310548,-0.056838184079139,0.0206644450221676,-0.123606500092147
"miR200a",0.00606905911313826,-0.00218742423652556,-0.00967409225253487,-0.0449185712202995,-0.00592795484665231,-0.0872010601787054,0.00583478301116715,0.0621378528372267,0.125458350326629,0.0602121849462243,-0.0496614800884213,0,0.00619788380764455,0,0.0497858803016788,-0.00410194821747854,-0.0529810321672926,0.00410194821747854,0.00223317897772112,0.0832533932194748,0.083204763847334,0.0871476559427268,0.00693521753916561,-0.0199073696064201,0.00223317897772112,0.0852465738185441
"miR141",0.00606905911313826,-0.00218742423652556,-0.00967409225253487,-0.0449185712202995,-0.00592795484665231,-0.0872010601787054,0.00583478301116715,0.0621378528372267,0.125458350326629,0.0602121849462243,-0.0496614800884213,0,0.00619788380764455,0,0.0497858803016788,-0.00410194821747854,-0.0529810321672926,0.00410194821747854,0.00223317897772112,0.0832533932194748,0.083204763847334,0.0871476559427268,0.00693521753916561,-0.0199073696064201,0.00223317897772112,0.0852465738185441
"miR101",0.00799583467335458,0.104516329067143,-0.0990677029542325,-0.100914923330572,-0.258449118259092,0.0145862797329741,0.258463303739707,0.0849328865375143,-0.239359741782771,0.0983379506744713,-0.105514593262171,0,-0.146101190923412,0,0.10560644713578,0.0493151846449851,-0.0537826139086936,-0.0493151846449851,-0.104492598801166,-0.12309896154575,-0.0232039672612505,-0.014603886990518,0.115288190161253,0.0969906661769588,-0.104492598801166,0.136557562244192
