"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",-0.0956587817094825,-0.00191676819043791,-0.0147648767763434,-0.0544830812187409,0.0646023999573231,0.00109133331878058,-0.0647761379215039,0.0280884285478784,0.0828493836169705,-0.0168451241800314,0,0,0.0185445332396326,0,0,0.00488999544067395,-0.00535305290357461,0.00488999544067395,-0.00176775226021762,-0.0234324594351615,-0.0232067392685065,-0.00115229803929737,0.00174837834494739,-0.0960452125211746,0.00176775226021762,-0.000753305532085928
"ZEB1",-0.00216133642359969,-0.0773301835024275,0.0213103765182398,0.0548452254904312,-0.0154798212506986,0.00847538490203898,0.0156126281638694,0.0415139610935595,-0.100291915256064,-0.0826300957393482,0,0,-0.031990260997525,0,0,-0.0158140005077353,0.0178301178177798,-0.0158140005077353,0.022657546480858,-0.0557440461606531,-0.055772702613866,-0.00871070161913065,-0.0182051308230729,0.110710983771387,-0.022657546480858,-0.0665836122689737
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.0802268259584254,0.0703401564260117,-0.0152541710776571,0.161244572928575,0.0894261887468658,-0.000273573348806963,-0.0893235998008247,-0.154055012246901,-0.0663407416366608,-0.0827746333403428,0,0,-0.0593459713345367,0,0,0.00383027584523798,-0.00257628848188915,0.00383027584523798,0.0702862398320768,0.0473301482594239,0.0471963201676908,0.000474690545282363,-0.0699920307016142,-0.00939753816695378,-0.0702862398320768,0.00992066413878522
"TWIST1",-0.0600935063272635,-0.149680270367634,-0.204972627466691,0.0847426924264898,0.0943735442934032,0.0216917178670596,-0.194353120624822,-0.144801167998613,0.00766221871308714,0.131475875716053,0,0,0.113751271152187,0,0,0.0460270088605871,-0.12285471126332,0.0460270088605871,-0.149643373504854,0.110228694951926,0.110221723881867,-0.0218556014376533,0.148217523147601,-0.201954791426875,0.149643373504854,-0.0921837225221465
"TGFbeta",0.0467131240596547,0.0439728917506434,0.168698270168025,-0.159030973241299,-0.136815139195021,-0.128967232527071,0.136631353203597,0.2474142329517,-0.0828479394205351,-0.0330231624345516,0,0,-0.122987139154792,0,0,0.00220039627288158,0.182253058869052,0.00220039627288158,0.0439150814405091,-0.170968015663958,-0.170853758439785,0.0290276140164521,-0.0435634371456537,0.143652327369454,-0.0439150814405091,0.0165759088870841
"TCF3",0.111307812345609,-0.0180104315900953,-0.171375624560848,0.240611441509679,0.0670948631863023,0.164694850994504,-0.0666592387913361,-0.23027948737168,-0.107162682152674,0.0237916208047479,0,0,-0.0313891651122084,0,0,0.0642916345231571,-0.179109723922392,0.0642916345231571,-0.0178531701337811,0.175401275454215,0.174849941822864,-0.163661680793308,0.0182305573448113,0.0558605580384493,0.0178531701337811,-0.0294570872315802
"SNAI2",-0.111526625872073,0.0180400011777448,0.171363685642534,-0.240629340915961,-0.0669297131227913,-0.164576721992493,0.0671745444612027,0.130202647409533,0.107396406347664,-0.0238988665530786,0,0,0.0313890421939981,0,0,-0.0644707756385774,0.179183614913598,-0.0644707756385774,0.0180216619570075,-0.175390331856516,-0.17551450375482,0.164582323629895,-0.0183801371661824,-0.0561743131667751,-0.0180216619570075,0.129507482025932
"SNAI1",-0.0409985265297755,-0.114201379589597,-0.156988514181239,0.011765209789919,0.0209077712254047,0.0197795553506411,-0.0210646287609531,-0.127867100697318,-0.0750101719132488,0.109639918694399,0,0,0.123416527167652,0,0,0.0319589330808538,-0.0987818319105272,0.0319589330808538,-0.114160071792461,0.129443004899076,0.129515694961752,-0.0196880279753691,0.113325679815536,-0.110673932475683,0.114160071792461,0.0786890885401996
"OVOL2",0.0360415732829183,-0.1253574557515,0.0502981070670818,0.11556077376035,0.1209657361582,-0.215392027277287,-0.120825458480335,-0.154325079450181,0.11075997476621,0.211562879596104,-0.186889225233431,0,0.155351044355647,0,-0.186890305625397,0.128881404739408,-0.127862059760922,0.128881404739408,-0.125354602525521,0.160795685136956,0.160718916441037,0.215232194825788,0.152878847602015,-0.154444515894899,0.125354602525521,-0.141443355476329
"NP63",0.00891033330611631,-0.0316993267670468,-0.102397905660874,0.216549999336623,0.0769146406198239,-0.00583123705470368,-0.0767463471159532,-0.223103280750758,-0.0923518736726427,0.14664358023663,-0.193682862375492,0,0.000313952034133979,0,-0.0936828623754921,0.0292969827008895,-0.141029212016575,0.0292969827008895,-0.031709165980724,0.190130229917944,0.190001385134787,0.00568574640889637,-0.0260209486960608,0.0331664434930837,0.031709165980724,-0.120418351807763
"miR9",0.0325541575176548,-0.0192087386005716,-0.0977712255517931,0.177525643095414,0.0453140976420528,0.041066046332969,-0.0461866979910929,-0.165564810339299,-0.0892441095436924,0.0250172972132554,0,0,-0.00899010676944811,0,0,0.0234987145665423,-0.106082797262698,0.0234987145665423,-0.018872221205076,0.143683518843272,0.144077373294537,-0.0403471982702979,0.0191688542574476,0.0807994931279059,0.018872221205076,0.0907572279119618
"miR34a",-0.108220456597876,0.0112938278440474,0.00405551732655505,-0.249503464457302,-0.0393613738418895,0.00945383694853128,0.0395511181987664,0.153813983675737,0.11982826841696,-0.0489412810469948,0,0,0.0583952782670431,0,0,-0.0899286631229347,0.0585532407978457,-0.0899286631229347,0.0112248168665426,-0.025689306355216,-0.0258516066010673,-0.00937961940060665,-0.0101819542396487,-0.102804811346183,-0.0112248168665426,0.0363891317154233
"miR30c",0.00732349107598131,0.101057443559273,0.0175901625920535,0.138962396234195,-0.0398899949728763,0.0587992277809883,0.0394891906652421,-0.0953524536711955,-0.0671514984019801,-0.0966730911928267,0,0,-0.12338231706012,0,0,-0.0641454965688246,-0.0353267721339482,-0.0641454965688246,0.101132056428566,0.00305430119005039,0.00326824013516682,-0.0586200404421793,-0.100366396306612,0.144151585353422,-0.101132056428566,-0.0410412779975947
"miR205",-0.00379491881751392,-0.0170926547819125,-0.0123913249540476,-0.0541077361496913,-0.00818590797417259,0.00297904774097975,0.00786878759198075,-0.0409665510693566,0.077436978796581,0.0822150996956591,0,0,0.0193493088752018,0,0,0.00846997580551492,-0.0128992418525158,0.00846997580551492,-0.0169367560974241,0.046760073117125,0.0470166598872608,-0.0031456879568185,0.0141309988886976,-0.0801996329168168,0.0169367560974241,0.0503126782119824
"miR200c",0.0028058043784286,-0.0265128175305438,-0.0517175682557379,0.036805969920355,0.141849517840544,-0.103729211903618,-0.141401405679401,-0.16247743808382,0.140996675348362,0.0829636084824641,0,0,0.128457689358784,0,0,0.0165684448607937,-0.0598125008286917,0.0165684448607937,-0.0265576794963014,0.15516991353058,0.154926766669876,0.103487188451205,0.0237005958213869,-0.182188446413356,0.0265576794963014,-0.00527378729039375
"miR200b",-0.00549841483769388,-0.0026296070155529,-0.0667510930313011,0.102553699393089,0.100889748075548,-0.072567339694568,-0.100979962074986,-0.131739162558186,0.0489596078804741,-0.0667836879475586,0,0,-0.011427824350709,0,0,-0.00132647425113627,-0.0444864146062357,-0.00132647425113627,-0.00259411919189391,0.103653546373439,0.103574298507728,0.0730388877356552,0.00260109532619713,-0.0956502903040062,0.00259411919189391,-0.00453863019965255
"miR200a",-0.00549841483769388,-0.0026296070155529,-0.0667510930313011,0.102553699393089,0.100889748075548,-0.072567339694568,-0.100979962074986,-0.131739162558186,0.0489596078804741,-0.0667836879475586,0,0,-0.011427824350709,0,0,-0.00132647425113627,-0.0444864146062357,-0.00132647425113627,-0.00259411919189391,0.103653546373439,0.103574298507728,0.0730388877356552,0.00260109532619713,-0.0956502903040062,0.00259411919189391,-0.00453863019965255
"miR141",0.00214745432433313,-0.0311467425355258,-0.108484109555268,0.0469779086214659,0.115824167767515,-0.084223405983389,-0.115872972062293,-0.17404839657123,0.115901464452077,0.0890272327664429,0,0,0.124936722125917,0,0,0.0185552577055799,-0.0954390791992407,0.0185552577055799,-0.0310393862891108,0.154078473256499,0.154101887398641,0.0842188609420292,0.0271226086212086,-0.146254005372564,0.0310393862891108,0.061654078896689
"miR101",0.0857131141257067,-0.00107435283720829,0.0708916873886027,-0.0190425941357073,-0.000990505971133747,-0.0405386322716136,0.00104397432114411,0.0892523298396781,0.00218528559064882,0.0518485494500034,0,0,-0.0301073200294049,0,0,0.0447288942114419,0.051923720385404,0.0447288942114419,-0.00109775351615757,-0.0922091136126621,0.00782012848532549,0.0403575290511623,0.000916523752050902,0.0771632912335226,0.00109775351615757,0.00937746488708926
"KLF8",0.111307812345609,-0.0180104315900953,-0.171375624560848,0.240611441509679,0.0670948631863023,0.164694850994504,-0.0666592387913361,-0.23027948737168,-0.107162682152674,0.0237916208047479,0,0,-0.0313891651122084,0,0,0.0642916345231571,-0.179109723922392,0.0642916345231571,-0.0178531701337811,0.175401275454215,0.174849941822864,-0.163661680793308,0.0182305573448113,0.0558605580384493,0.0178531701337811,-0.0294570872315802
"GSC",-0.109434310185151,-0.00457937353342028,-0.110324472289805,0.0382094452207357,0.202716451180402,0.0478517756274263,-0.202627005742119,-0.115568318209809,0.0876167423263081,-0.0309257303137267,0,0,0.0665781439480937,0,0,-0.0446901322838898,-0.0766408454149589,-0.0446901322838898,-0.00458347609752284,0.156304413982815,0.156148517186494,-0.0476182949934836,0.00400615210904221,-0.217574963674589,0.00458347609752284,0.00251970184808235
"GRHL2",0.00409221306635211,-0.0106489724447274,-0.0725956324403867,-0.0119030052844381,-0.0349810607815792,0.109746886466832,0.0349666090791687,-0.00532651990075467,-0.015853288605507,-0.121228702028289,0.186385612021517,0,0.0055998671028213,0,0.186387347620385,0.00829803663534025,-0.0565787141508737,0.00829803663534025,-0.0105941650022698,0.000426036234728656,0.000493820908349854,-0.109935914000549,-0.0902324648461859,0.0510402338404674,0.0105941650022698,0.0854632785775741
"FOXC2",-0.0022484160749782,0.022657546480858,0.0213539966349299,0.0548985015718561,-0.0156126281638694,0.00871070161913065,0.0155731959872132,0.0414632779494792,-0.100191822717679,-0.0825870960144396,0,0,-0.0319499014304731,0,0,-0.0156310423210981,0.0179099699460015,-0.0156310423210981,0.0225891048666562,-0.055772702613866,-0.0558702669292897,-0.00825586504549381,-0.0181443185065014,0.110756251900598,-0.0225891048666562,-0.0666396389441985
"CLDN7",0.111307812345609,-0.0180104315900953,-0.171375624560848,0.240611441509679,0.0670948631863023,0.164694850994504,-0.0666592387913361,-0.23027948737168,-0.107162682152674,0.0237916208047479,0,0,-0.0313891651122084,0,0,0.0642916345231571,-0.179109723922392,0.0642916345231571,-0.0178531701337811,0.175401275454215,0.174849941822864,-0.163661680793308,0.0182305573448113,0.0558605580384493,0.0178531701337811,-0.0294570872315802
"CDH1",0.11146144953917,-0.0180216619570075,-0.17144242336504,0.240688645327759,0.0671745444612027,0.164582323629895,-0.0670948631863023,-0.230221872219943,-0.107417333649778,0.0238918095323511,0,0,-0.031325588953268,0,0,0.0643999078815419,-0.179241367095436,0.0643999078815419,-0.0180104315900953,0.17551450375482,0.175401275454215,-0.164694850994504,0.0183701541373315,0.0558904284010755,0.0180104315900953,-0.129473195021118
