"Nature","Strength","Type","Node"
"P",0.0666666666666666,"DA","TrCP,TrCP"
"P",0.226190476190476,"DA","TrCP,SUFU"
"P",0.344785854721292,"NF","TrCP,DELTA"
"P",0.159543721909313,"NF","TrCP,Patched"
"P",0.852517701354814,"DA","TrCP,Ecadherin"
"P",0.770888002215292,"DA","TrCP,cateninmemb"
"P",0.423425865800866,"DA","TrCP,GSK3"
"P",0.454596839624464,"DA","TrCP,RKIP"
"P",0.613088570299678,"NF","TrCP,miR200"
"P",0.65255945875618,"DA","TrCP,KLF4"
"N",0.701332188733215,"NF","TrCP,ZEB2"
"P",0.45134568787113,"TS","TrCP,Destcompl"
"P",0.566192335099296,"TS","TrCP,AXIN2"
"P",0.580240400175838,"TS","TrCP,RAS"
"P",0.464990253411306,"TS","TrCP,Wnt"
"P",0.428148148148148,"TS","TrCP,Frizzled"
"P",0.197535790928065,"TS","TrCP,HEY1"
"P",0.53894914399738,"TS","TrCP,FOXC2"
"P",0.346666666666667,"TS","TrCP,DSH"
"P",0.425728822882288,"TS","TrCP,SOSGRB2"
"P",0.544785854721292,"TS","TrCP,PI3K"
"P",0.293352107868237,"TS","TrCP,ILK"
"P",0.444785854721292,"TS","TrCP,RAF"
"P",0.182543721909313,"NF","TrCP,SHH"
"P",0.671153759850055,"TS","TrCP,SNAI2"
"P",0.68451110516457,"TS","TrCP,cateninnuc"
"P",0.498659253312719,"TS","TrCP,CD44"
"P",0.353971734892788,"TS","TrCP,AKT"
"P",0.538397445345124,"TS","TrCP,MEK"
"P",0.565985985985986,"TS","TrCP,cMet"
"P",0.357675438596491,"TS","TrCP,IKK"
"P",0.428148148148148,"TS","TrCP,SRC"
"P",0.263333333333333,"TS","TrCP,Csn"
"P",0.28,"NF","TrCP,STAT"
"P",0.474778397726077,"TS","TrCP,ERK"
"P",0.234377982276755,"NF","TrCP,Jagged"
"P",0.420833333333333,"TS","TrCP,NFB"
"P",0.138556067588326,"NF","TrCP,SMO"
"P",0.594764539808018,"TS","TrCP,TWIST1"
"P",0.0947619047619047,"NF","TrCP,NOTCH"
"P",0.20952380952381,"TS","TrCP,FUS"
"P",0.659965267776261,"TS","TrCP,TGF"
"P",0.336521739130435,"NF","TrCP,cfos"
"P",0.378991596638655,"NF","TrCP,CDC42"
"P",0.598606343259808,"TS","TrCP,TCFLEF"
"P",0.0925641025641026,"NF","TrCP,NOTCHic"
"P",0.657779475426534,"TS","TrCP,TGFR"
"P",0.347619047619047,"TS","TrCP,PAK1"
"P",0.233333333333333,"TS","TrCP,LIV1"
"P",0.313333333333333,"TS","TrCP,EGR1"
"P",0.734665522066548,"TS","TrCP,ZEB1"
"P",0.124358974358974,"TS","TrCP,Csl"
"P",0.258190817545656,"TS","TrCP,SMAD"
"P",0.430434998171018,"TS","TrCP,SNAI1"
"P",0.481006513573907,"TS","TrCP,GLI"
"P",0.506666666666666,"DA","SUFU,SUFU"
"P",0.412610879143199,"NF","SUFU,DELTA"
"P",0.549419191919192,"DA","SUFU,Patched"
"P",0.758031350745714,"DA","SUFU,Ecadherin"
"P",0.704043250628849,"DA","SUFU,cateninmemb"
"P",0.475403036970943,"DA","SUFU,GSK3"
"P",0.520797391121397,"DA","SUFU,RKIP"
"P",0.593485749490536,"DA","SUFU,miR200"
"P",0.702747237764907,"DA","SUFU,KLF4"
"N",0.661792950185335,"NF","SUFU,ZEB2"
"N",0.474415586151061,"NF","SUFU,Destcompl"
"N",0.58597673166823,"NF","SUFU,AXIN2"
"P",0.538560246231806,"TS","SUFU,RAS"
"P",0.379059829059829,"NF","SUFU,Wnt"
"P",0.344444444444444,"NF","SUFU,Frizzled"
"P",0.343300771168765,"TS","SUFU,HEY1"
"P",0.702366642198034,"TS","SUFU,FOXC2"
"P",0.35,"TS","SUFU,DSH"
"P",0.498969451601031,"TS","SUFU,SOSGRB2"
"P",0.412610879143199,"NF","SUFU,PI3K"
"P",0.145253456221198,"NF","SUFU,ILK"
"P",0.512610879143199,"TS","SUFU,RAF"
"P",0.569882512382512,"TS","SUFU,SHH"
"P",0.723974627969675,"TS","SUFU,SNAI2"
"P",0.47981874463885,"TS","SUFU,cateninnuc"
"P",0.402911242507563,"TS","SUFU,CD44"
"P",0.347647024116823,"TS","SUFU,AKT"
"P",0.56393708516966,"TS","SUFU,MEK"
"P",0.375091693635383,"TS","SUFU,cMet"
"P",0.371472527472527,"TS","SUFU,IKK"
"P",0.274444444444444,"TS","SUFU,SRC"
"P",0.235714285714286,"TS","SUFU,Csn"
"P",0.196666666666667,"NF","SUFU,STAT"
"P",0.571171127722852,"TS","SUFU,ERK"
"P",0.287433395308792,"NF","SUFU,Jagged"
"P",0.356857142857143,"TS","SUFU,NFB"
"P",0.624166666666667,"TS","SUFU,SMO"
"P",0.64818434451139,"TS","SUFU,TWIST1"
"P",0.0314646464646465,"NF","SUFU,NOTCH"
"P",0.624166666666666,"TS","SUFU,FUS"
"P",0.730818676538807,"TS","SUFU,TGF"
"P",0.426573426573426,"TS","SUFU,cfos"
"P",0.558243243243243,"TS","SUFU,CDC42"
"P",0.509614141058288,"TS","SUFU,TCFLEF"
"P",0.0592424242424242,"TS","SUFU,NOTCHic"
"P",0.718668775158137,"TS","SUFU,TGFR"
"P",0.557857142857143,"TS","SUFU,PAK1"
