"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.884871133722765,0.722410916096849,0.847048655324183,0.672118025659977,0.513120524444295,0.775366038179518,0.455022224478393,0.734228563765971,0.472235755915255,-0.447594533934727,0,0,-0.626772738638753,0,0,-0.885945091665613,-0.881941454727874,-0.885945091665613,-0.661942608372816,-0.624989823441906,0.566613815407462,0.708624448539826,-0.61175745549232,0.49281101342749,-0.661942608372816,-0.853880980524064
"ZEB1",0.72323000088004,0.756809446569854,0.765304122118857,0.692196648746903,0.552131832286172,0.684802564916611,0.501205489043399,0.635308959958194,0.508642684308868,-0.502184152110326,0,0,-0.76707474319685,0,0,-0.827696842874685,-0.812591493999982,-0.827696842874685,-0.803443508318031,-0.546037737146677,0.494766198882964,0.625851953985017,-0.717263339162359,0.532712742751188,-0.803443508318031,-0.775162019104928
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.804238207071977,0.765635427327741,0.66583999387394,0.694298677390316,0.680047729824046,0.623840714618601,0.629189259824189,0.752856001305745,0.498584219874307,-0.492559386158211,0,0,-0.629047055840914,0,0,-0.725361034135797,-0.717488678905973,-0.725361034135797,-0.711533838133444,-0.619163456900616,0.567484088152082,0.564324487435306,-0.65993507093059,0.538332962849218,-0.711533838133444,-0.776326940521629
"TWIST1",0.802869836056703,0.763031215137943,0.761307256446193,0.691177778010929,0.557496999725738,0.619962030640558,0.606678827562382,0.749332909263185,0.416878579170765,-0.487488874776683,0,0,-0.621741699941481,0,0,-0.723483674242862,-0.715163186876365,-0.723483674242862,-0.709146617171837,-0.60669014298969,0.555105220418361,0.560703548960736,-0.655526220290881,0.618577798450557,-0.709146617171837,-0.771806796763035
"TGFbeta",0.557396665871483,0.409436401569512,0.516157354664025,0.560002031036235,0.459238541728126,0.464036447234376,0.421923178580621,0.621926588605924,0.385790202074944,-0.245542218401766,0,0,-0.439543317311099,0,0,-0.438822065882745,-0.553709907794023,-0.438822065882745,-0.370205158613535,-0.489528486670982,0.451685801556967,0.521183400141158,-0.340171688920242,0.444125468430767,-0.370205158613535,-0.525680832495437
"TCF3",0.621144321337187,0.594458834270092,0.697220217636503,0.71848053327638,0.542261496819417,0.635025918438028,0.478176308048846,0.789980369575413,0.406546539355582,-0.374832933361182,0,0,-0.471480401390117,0,0,-0.535021677564483,-0.731318432794982,-0.535021677564483,-0.52673766248938,-0.664585257571137,0.599900411795545,0.560112015954795,-0.495319867983925,0.415680876640472,-0.52673766248938,-0.804071114285309
"SNAI2",0.756140985045876,0.716550427653672,0.821692734410361,0.847586486391648,0.657374605501843,0.769367520308664,0.6016346707902,0.810180821505207,0.492706529021998,-0.457711046564749,0,0,-0.591739733081179,0,0,-0.671747636486473,-0.865742273024886,-0.671747636486473,-0.657690612999777,-0.781409558392174,0.725065345565702,0.704422567168515,-0.611642873439373,0.524163588031037,-0.657690612999777,-0.830484681373208
"SNAI1",0.575491738416748,0.559877116218121,0.552865571180812,0.492421972578456,0.368452849238465,0.459374365369391,0.333900761806995,0.543009285554332,0.221519072944596,-0.377934340992242,0,0,-0.491286804168701,0,0,-0.527578775961416,-0.521174498174359,-0.527578775961416,-0.522358749690563,-0.471449703232167,0.436107046020408,0.418012383382135,-0.486746066296976,0.423686088479036,-0.522358749690563,-0.562597388105006
"OVOL2",-0.3846841897496,-0.422764037179015,-0.472446467858988,-0.45198480118734,-0.355314362137255,-0.35938156976145,-0.326584414651462,-0.479015098553343,-0.333335015010696,0.158834331431303,-0.0240834337367673,0,0.402996620450051,0,-0.0241428552949085,0.414496862389489,0.44867629037075,0.414496862389489,0.391359665765079,0.42955105884611,-0.400099297004538,-0.324778532944871,0.281080842314932,-0.345908770124668,0.391359665765079,0.48417353493534
