"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"OVOL2",0.442210067710499,0.442210067710499,0.470477569772859,0.49827203672671,0.428738439518455,0.428738439518455,0.432488214055365,0.313265241082143,0.438223527369713,0.182784198496625,-0.0240829763790714,-0.0241426636179397,-0.334264520690616,-0.343609871955801,-0.354836014483759,-0.365063476873956,-0.406571787077447,-0.46577688816972,-0.343705986725573,-0.491119941075824,-0.465010043780418,-0.381426894533092,-0.40049723740332
"NP63",0.124794473516226,0.124794473516226,-0.0453325598770192,-0.0326063451756328,0.157123345874802,0.157123345874802,0.125565314792359,0.238438837969441,-0.249137903571989,0.182016873186165,0.0215823648490114,0.121490448114759,0.176917324952792,0.0700090196633071,0.0826974324325438,0.1717086840151,0.253597731556046,0.193153306543994,-0.0914534959561284,0.235339107173305,-0.16276312465329,-0.0988297314432017,-0.082788950770291
"SNAI1",-0.538778545402492,-0.538778545402492,-0.529267691289592,-0.566004119837993,-0.539573718946945,-0.539573718946945,-0.50417367207878,-0.501988304755236,-0.472244395191537,-0.388716840864675,0,0,0.334469973365633,0.22428076722274,0.425262983291475,0.37008923338205,0.435897281976196,0.495670813080719,0.423591556627229,0.545226297351982,0.581270447105502,0.467349008107901,0.580066972275907
"TCF3",-0.543604692600911,-0.543604692600911,-0.737174734230633,-0.806155519978001,-0.541031198058809,-0.541031198058809,-0.481883650997859,-0.507965632553838,-0.661824209743923,-0.383857290708725,0,0,0.477376990770613,0.407423603688407,0.415877663837676,0.54194954558707,0.596936612251951,0.719809654935392,0.562453886688693,0.790120951402217,0.615129728998117,0.64069641099616,0.623811150537587
"KLF8",-0.543604692600911,-0.543604692600911,-0.737174734230633,-0.806155519978001,-0.541031198058809,-0.541031198058809,-0.481883650997859,-0.507965632553838,-0.661824209743923,-0.383857290708725,0,0,0.477376990770613,0.407423603688407,0.415877663837676,0.54194954558707,0.596936612251951,0.719809654935392,0.562453886688693,0.790120951402217,0.615129728998117,0.64069641099616,0.623811150537587
"TGFbeta",-0.59690695029251,-0.59690695029251,-0.686659959131512,-0.635852983519273,-0.594116406297592,-0.594116406297592,-0.593438088322599,-0.553439963343432,-0.560926164334805,-0.426736947502582,0,0,0.483330616937621,0.451858341532513,0.509747505195674,0.532116473716874,0.511850287475977,0.656476672855761,0.649999314294512,0.71337641547332,0.649280607071928,0.607949889142873,0.658131421776962
"FOXC2",-0.790846016652184,-0.790846016652184,-0.771493890692253,-0.732384926233422,-0.779923189219165,-0.779923189219165,-0.740178061885495,-0.695890670561974,-0.499380484716847,-0.487567561734701,0,0,0.451344918751057,0.478423428641132,0.489427359107878,0.506539650214665,0.442825161126033,0.645328152909577,0.5756816571314,0.5909360681932,0.844198653052151,0.642626146971788,0.674836240931176
"ZEB1",-0.856096861001196,-0.856096861001196,-0.834948823199874,-0.791857973479151,-0.844198653052151,-0.844198653052151,-0.798698237812075,-0.752981717602945,-0.553416317259134,-0.527925194962196,0,0,0.506539650214665,0.518078621568898,0.540131756834224,0.560515317071371,0.499380484716847,0.705499663537977,0.642626146971788,0.646958628783359,0.805336509912801,0.707251697024897,0.738223183910008
"SNAI2",-0.688946204136469,-0.688946204136469,-0.878426211393019,-0.837967764953895,-0.684239663831612,-0.684239663831612,-0.61164096418465,-0.635109591141158,-0.781001410403671,-0.474425226919277,0,0,0.60230707538122,0.496619077093564,0.526696532141806,0.659738968492446,0.723215814879291,0.853102415383528,0.712781503220993,0.814101018091627,0.749869029399587,0.782011733446839,0.76347223636284
"GSC",-0.731187972054266,-0.731187972054266,-0.717549027936153,-0.670010265838126,-0.726678079028239,-0.726678079028239,-0.646877153387371,-0.669279890640455,-0.590716966600995,-0.500585152617068,0,0,0.587958895450794,0.491593527304892,0.623895236060176,0.639338794333349,0.53873823677077,0.586102985031963,0.563357582893812,0.639478708417391,0.785514863023892,0.62511286678806,0.798347845982452
"TWIST2",-0.738418891989342,-0.738418891989342,-0.726008717020582,-0.678553942773344,-0.733113686753354,-0.733113686753354,-0.644544137755336,-0.678521596023853,-0.609961725557256,-0.505351014531368,0,0,0.626694718767664,0.498947259871615,0.537764065825127,0.678717844439384,0.557207197706704,0.695475823381218,0.569774197538473,0.752072649489202,0.792762860478667,0.632232172884009,0.807596953731442
"TWIST1",-0.740210568022532,-0.740210568022532,-0.72758264020816,-0.778397633536178,-0.734643770903934,-0.734643770903934,-0.640919139580881,-0.678085167251107,-0.608471978652416,-0.503566756235263,0,0,0.607985351254993,0.421243061375875,0.62119912954927,0.560433342276688,0.555356835496806,0.696841172915141,0.569206682502849,0.753654268011677,0.794555238156511,0.631929544212724,0.809999840079206
"ZEB2",-0.926793914132333,-0.926793914132333,-0.915483571421752,-0.881663489175714,-0.721088258092136,-0.721088258092136,-0.673166194395562,-0.664362338068858,-0.638159048952332,-0.486016154208619,0,0,0.464189757227141,0.487191034454151,0.5048359515495,0.526961367514406,0.575482481029175,0.693920356225428,0.733934639397959,0.754058802319084,0.791817993285182,0.808691669011616,0.907952398387674
