"","ZEB","SNAIL","OVOL2","OCT4","NRF2","miR34","miR200","miR145","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.287085688028707,0.126935433130896,-0.197346219085348,0.402376082859719,0.196957721852823,-0.372944602257367,-0.165699985791522,-0.40609367111339,0.165169430946214,0,-0.385233078180155,-0.385233078180155
"SNAIL",0.239865826223031,0.00330397759253579,-0.157492056971012,0.247015337378224,0.0634200091989252,-0.239079119188721,-0.163460437532137,-0.250552601004475,0.16237025826835,0,-0.238291827858354,-0.238291827858354
"OVOL2",-0.116489302037884,-0.0680744451301932,-0.0201039776110352,-0.121776799131851,-0.0805168041125023,0.115500650009627,-0.028838642911249,0.122819632881744,0.0302445530391072,0,0.115936717367652,0.115936717367652
"OCT4",-0.405744417019041,-0.125797517268473,0.20692023534911,-0.228877760432989,-0.079423479880775,0.384152896596371,0.279380599935776,0.239691797195939,-0.278302511357687,0,0.399972261066755,0.399972261066755
"NRF2",-0.238291827858354,-0.103030062716851,0.155787350622255,-0.242796737186469,-0.062028763864687,0.236338579005138,0.16237025826835,0.247015337378224,-0.161767228411018,0,0.235344614985847,0.235344614985847
"miR34",-0.238291827858354,-0.103030062716851,0.155787350622255,-0.242796737186469,-0.062028763864687,0.236338579005138,0.16237025826835,0.247015337378224,-0.161767228411018,0,0.235344614985847,0.235344614985847
"miR200",-0.392590359024908,-0.113675857410517,0.200839724440232,-0.40301851037475,-0.0947825912762069,0.374936606215563,0.172723302572366,0.408899037915479,-0.270837593756438,0,0.389145057898041,0.389145057898041
"miR145",0.423902244811471,0.137205097068616,-0.216870482784355,0.210360864021809,0.176004057826803,-0.404785454952263,-0.189451836479922,-0.318088443253097,0.186623300810335,0,-0.419617677755871,-0.419617677755871
"KEAP1",0.235344614985847,0.101139448267155,-0.154728183346872,0.233747657431868,-0.0421719999105448,-0.232953439554425,-0.161767228411018,-0.242796737186469,0.159079816812715,0,-0.231660543954838,-0.231660543954838
"Iext",0.238291827858354,0.103030062716851,-0.155787350622255,0.242796737186469,0.062028763864687,-0.236338579005138,-0.16237025826835,-0.247015337378224,0.161767228411018,0,-0.235344614985847,-0.235344614985847
"GRHL2",-0.385233078180155,-0.124623890139141,0.195873068443815,-0.396719450375432,-0.194237759695775,0.370589261011076,0.165169430946214,0.402376082859719,-0.163290345978893,0,0.38207227444937,0.38207227444937
"Ecad",-0.317057917383597,0.0144910870547268,0.162293585252074,-0.33138707122149,-0.266355304715901,0.208140330720683,0.109459649543669,0.334434690269109,-0.10839358725877,0,0.315118649575443,0.315118649575443
