"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"TCF3",-0.997986565618237,-0.865904528047601,1,-0.292461133980739,0.862886205498086,0.999395965214933,0.00493421092651571,-0.582193254385288,1,0.997785316864152,1,0.862483504608793,1,1,0.935366129245287,0.865904528047601,0.869726912299898,-0.999395965214933,-0.865904528047601,-0.855636262890889,-0.883619809449068,-0.855436954387327,0.00493421092651571,-0.202867236024893,-0.959327068658539,-0.000110800920787453
"TGF-beta",-0.864495903987592,-0.996577247219946,0.862483504608793,-0.429980863225313,0.997986509430749,0.863086986912665,-0.0971508287480966,-0.718129569390389,0.862483504608793,0.86469675405625,0.862483504608793,1,0.862483504608793,0.862483504608793,0.927116381584303,0.996577247219946,0.970604987302717,-0.863086986912665,-0.996577247219946,-0.984697549654678,-0.978860735794454,-0.984898841613565,-0.0971508287480966,-0.141448430101636,-0.903155134503392,-0.0260756189789878
"TWIST1",-0.997986565618237,-0.865904528047601,1,-0.292461133980739,0.862886205498086,0.999395965214933,0.00493421092651571,-0.582193254385288,1,0.997785316864152,1,0.862483504608793,1,1,0.935366129245287,0.865904528047601,0.869726912299898,-0.999395965214933,-0.865904528047601,-0.855636262890889,-0.883619809449068,-0.855436954387327,0.00493421092651571,-0.202867236024893,-0.959327068658539,-0.000110800920787453
"TWIST2",-0.997986565618237,-0.865904528047601,1,-0.292461133980739,0.862886205498086,0.999395965214933,0.00493421092651571,-0.582193254385288,1,0.997785316864152,1,0.862483504608793,1,1,0.935366129245287,0.865904528047601,0.869726912299898,-0.999395965214933,-0.865904528047601,-0.855636262890889,-0.883619809449068,-0.855436954387327,0.00493421092651571,-0.202867236024893,-0.959327068658539,-0.000110800920787453
"VIM",-0.937379734955859,-0.930537547734743,0.935366129245287,-0.357094383770994,0.927519082179722,0.935970210756457,-0.0371480657080799,-0.646829635000345,0.935366129245287,0.937581187658316,0.935366129245287,0.927116381584303,0.935366129245287,0.935366129245287,1,0.930537547734743,0.93315225476007,-0.935970210756457,-0.930537547734743,-0.920269239048283,-0.948253318726987,-0.920069793343071,-0.0371480657080799,-0.174073609948114,-0.921674325777094,-0.0152115809541094
"ZEB1",-0.867917166556852,-1,0.865904528047601,-0.426558024223715,0.99697994548073,0.866508129700499,-0.0937277465426209,-0.716313076623765,0.865904528047601,0.868118136104679,0.865904528047601,0.996577247219946,0.865904528047601,0.865904528047601,0.930537547734743,1,0.96718099852978,-0.866508129700499,-1,-0.981274547348508,-0.982282518547249,-0.981476205086638,-0.0937277465426209,-0.138026575447262,-0.906576411178368,-0.0226543227220561
"ZEB2",-0.870532013404992,-0.96718099852978,0.869726912299898,-0.409041437351643,0.970202288127676,0.869122691357918,-0.0939288832368226,-0.691940066930789,0.869726912299898,0.870733265506384,0.869726912299898,0.970604987302717,0.869726912299898,0.869726912299898,0.93315225476007,0.96718099852978,1,-0.869122691357918,-0.96718099852978,-0.985906823349176,-0.984898754065331,-0.985706632632596,-0.0939288832368226,-0.170849330374463,-0.883821158914315,-0.0486323969080722
"miR-101",0.998590560473099,0.866508129700499,-0.999395965214933,0.2930649916952,-0.863489687508084,-1,-0.00553819740634523,0.582798417968563,-0.999395965214933,-0.998389270931726,-0.999395965214933,-0.863086986912665,-0.999395965214933,-0.999395965214933,-0.935970210756457,-0.866508129700499,-0.869122691357918,1,0.866508129700499,0.856239831397422,0.884223724174441,0.856040401267277,-0.00553819740634523,0.202262691626387,0.958722983327002,-0.000493799572025715
"miR-141",0.867917166556852,1,-0.865904528047601,0.426558024223715,-0.99697994548073,-0.866508129700499,0.0937277465426209,0.716313076623765,-0.865904528047601,-0.868118136104679,-0.865904528047601,-0.996577247219946,-0.865904528047601,-0.865904528047601,-0.930537547734743,-1,-0.96718099852978,0.866508129700499,1,0.981274547348508,0.982282518547249,0.981476205086638,0.0937277465426209,0.138026575447262,0.906576411178368,0.0226543227220561
"miR-200a",0.857648834560549,0.981274547348508,-0.855636262890889,0.423135040798491,-0.984294851459198,-0.856239831397422,0.103996596140091,0.706045384561496,-0.855636262890889,-0.857849770194805,-0.855636262890889,-0.984697549654678,-0.855636262890889,-0.855636262890889,-0.920269239048283,-0.981274547348508,-0.985906823349176,0.856239831397422,0.981274547348508,1,0.972014029983337,0.991744869763878,0.103996596140091,0.156751701121656,0.887851364523289,0.0381577088325171
"miR-200b",0.885633077041412,0.982282518547249,-0.883619809449068,0.408840266402282,-0.979263435165409,-0.884223724174441,0.0788276417100819,0.698583611940809,-0.883619809449068,-0.88583435998715,-0.883619809449068,-0.978860735794454,-0.883619809449068,-0.883619809449068,-0.948253318726987,-0.982282518547249,-0.984898754065331,0.884223724174441,0.982282518547249,0.972014029983337,1,0.971813964173576,0.0788276417100819,0.155748510257743,0.897714124290953,0.0335316863694711
"miR-200c",0.857449282599994,0.981476205086638,-0.855436954387327,0.423336347724219,-0.984496143516041,-0.856040401267277,0.104198102328291,0.706251128637847,-0.855436954387327,-0.857650096689782,-0.855436954387327,-0.984898841613565,-0.855436954387327,-0.855436954387327,-0.920069793343071,-0.981476205086638,-0.985706632632596,0.856040401267277,0.981476205086638,0.991744869763878,0.971813964173576,1,0.104198102328291,0.15654927984943,0.888054505517556,0.0383574073999355
"miR-205",-0.00533678261792392,0.0937277465426209,0.00493421092651571,0.667170042667026,-0.0967481306342465,0.00553819740634523,1,0.377437268801628,0.00493421092651571,0.00553806837199066,0.00493421092651571,-0.0971508287480966,0.00493421092651571,0.00493421092651571,-0.0371480657080799,-0.0937277465426209,-0.0939288832368226,-0.00553819740634523,0.0937277465426209,0.103996596140091,0.0788276417100819,0.104198102328291,1,-0.00150960316564373,0.0252684415404183,0.00352444232008875
"miR-30c",0.203268959843071,0.138026575447262,-0.202867236024893,0.0272830071216291,-0.141045731416376,-0.202262691626387,-0.00150960316564373,0.0846827312903963,-0.202867236024893,-0.203469833698348,-0.202867236024893,-0.141448430101636,-0.202867236024893,-0.202867236024893,-0.174073609948114,-0.138026575447262,-0.170849330374463,0.202262691626387,0.138026575447262,0.156751701121656,0.155748510257743,0.15654927984943,-0.00150960316564373,1,0.162193469135909,-0.00252152811999494
"miR-34a",0.957313532677771,0.906576411178368,-0.959327068658539,0.333133489985963,-0.903557834821265,-0.958722983327002,0.0252684415404183,0.622869358687645,-0.959327068658539,-0.957112229507975,-0.959327068658539,-0.903155134503392,-0.959327068658539,-0.959327068658539,-0.921674325777094,-0.906576411178368,-0.883821158914315,0.958722983327002,0.906576411178368,0.887851364523289,0.897714124290953,0.888054505517556,0.0252684415404183,0.162193469135909,1,0.00494212758143188
"miR-9",-0.00190380280140162,0.0226543227220561,-0.000110800920787453,0.00654414161731567,-0.0256729193957931,0.000493799572025715,0.00352444232008875,0.0220689544516724,-0.000110800920787453,0.00170299811752459,-0.000110800920787453,-0.0260756189789878,-0.000110800920787453,-0.000110800920787453,-0.0152115809541094,-0.0226543227220561,-0.0486323969080722,-0.000493799572025715,0.0226543227220561,0.0381577088325171,0.0335316863694711,0.0383574073999355,0.00352444232008875,-0.00252152811999494,0.00494212758143188,1
