"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.00350744367407612,0.164886518411396,-0.200724223162371,0.0391853535189326,-0.0918777405975685,-0.207427615004946,0.221109333252874,0,-0.0771490545013832,-0.0771490545013832
"SNAIL",-0.13199084909218,0.35341708574072,0.176879657190972,-0.119140128580061,-0.140953157161073,-0.101070255400991,0.111198986480352,0,0.145348340033077,0.145348340033077
"OVOL2",-0.23862088564711,-0.238677315608031,0.398345234908519,0.0286878765773331,0.265309681896324,0.409748711324528,-0.401940827472076,0,0.243674301796178,0.243674301796178
"NRF2",0.145348340033077,-0.444795666240226,-0.16673300973823,0.135509032491215,0.157376016533026,0.111198986480352,-0.103407614941395,0,-0.127036700958137,-0.127036700958137
"miR34",0.145348340033077,-0.444795666240226,-0.16673300973823,0.135509032491215,0.157376016533026,0.111198986480352,-0.103407614941395,0,-0.127036700958137,-0.127036700958137
"miR200",-0.0680348182866064,-0.197558724413546,0.201660902072423,0.0964498111290693,0.123922083185762,0.221727758280517,-0.301859896081366,0,0.0972961029283712,0.0972961029283712
"KEAP1",-0.127036700958137,0.454834111349154,0.173221166277879,-0.214922951905135,-0.140664984294043,-0.103407614941395,0.117990948274729,0,0.14445803633803,0.14445803633803
"Iext",0.145348340033077,-0.444795666240226,-0.16673300973823,0.135509032491215,0.157376016533026,0.111198986480352,-0.103407614941395,0,-0.127036700958137,-0.127036700958137
"GRHL2",-0.0771490545013832,-0.146139334995443,0.214126841599407,-0.0096062645318098,0.118093599285608,0.221109333252874,-0.200412016554874,0,0.10663545933522,0.10663545933522
"Ecad",-0.0873323212466746,0.138641715955149,0.223454079518799,-0.131459267301643,0.080574361742972,0.162480182726311,-0.143054164044844,0,0.114310623735507,0.114310623735507
