"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.301716874760441,0.133445395310087,0.199952304041476,0.153801603090994,-0.383192831094809,-0.325193723824778,0.322087573534457,0,-0.398545641429319,-0.398545641429319
"SNAIL",-0.236600398213864,-0.0961837547005114,-0.153276294502456,-0.0401649833289783,0.0809660479397499,0.215756688395006,-0.214002550610312,0,0.234422048428367,0.234422048428367
"OVOL2",-0.119364784284906,-0.0714267051368483,-0.110518945224074,-0.0698961635722777,0.116873245851307,0.00885946236377221,-0.00874972994206207,0,0.118485281179316,0.118485281179316
"NRF2",0.234422048428367,-0.0039996797569459,0.151742006124055,0.0382818350914119,-0.0776307641480589,-0.214002550610312,0.210074669090672,0,-0.2311742283854,-0.2311742283854
"miR34",0.234422048428367,-0.0039996797569459,0.151742006124055,0.0382818350914119,-0.0776307641480589,-0.214002550610312,0.210074669090672,0,-0.2311742283854,-0.2311742283854
"miR200",-0.370615475925682,-0.11184943175044,-0.185775911575596,-0.0464096337666728,0.355956610661001,0.291821005688444,-0.388596214120095,0,0.366898727385502,0.366898727385502
"KEAP1",-0.2311742283854,0.00763060671123894,-0.149785260500986,-0.137622494432071,0.0744660199895259,0.210074669090672,-0.207210085757339,0,0.226492724164372,0.226492724164372
"Iext",0.234422048428367,-0.0039996797569459,0.151742006124055,0.0382818350914119,-0.0776307641480589,-0.214002550610312,0.210074669090672,0,-0.2311742283854,-0.2311742283854
"GRHL2",-0.398545641429319,-0.131755444881967,-0.197846756734147,-0.152091051486151,0.379123108894202,0.322087573534457,-0.317695161980876,0,0.393893073453488,0.393893073453488
"Ecad",-0.40373559256943,-0.012492403723747,-0.20425679489421,-0.248877689985628,0.277390881303835,0.319984991473868,-0.315910265604097,0,0.399077009289276,0.399077009289276
