"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0292500988952769,0.123943600246576,-0.0334087709270506,-0.167690727684402,-0.0514972292770929,-0.117514530120107,0.121601569975792,0,-0.0382878829265236,-0.0382878829265236
"SNAIL",-0.0995795027339932,-0.0829540429937004,0.0950928909491809,0.112609294854227,0.00447090283046142,0.136264288059001,-0.134015030738305,0,0.118884763261295,0.118884763261295
"OVOL2",-0.0952758822405186,-0.113987714291467,-0.0164868757432622,0.106172486812396,0.123914636253581,0.124825687048856,-0.12257195192604,0,0.113000105843003,0.113000105843003
"NRF2",0.118884763261295,-0.00388100709801683,-0.0712139386731786,-0.127771052459248,0.0161259374269991,-0.134015030738305,0.136655082251505,0,-0.0967818945642147,-0.0967818945642147
"miR34",0.118884763261295,-0.00388100709801683,-0.0712139386731786,-0.127771052459248,0.0161259374269991,-0.134015030738305,0.136655082251505,0,-0.0967818945642147,-0.0967818945642147
"miR200",-0.0339552068146875,-0.0839307352185342,0.0712735889243516,0.234105052338055,0.0796340762089181,0.105325799650741,-0.200905475598515,0,0.0707426755328264,0.0707426755328264
"KEAP1",-0.0967818945642147,0.019387201032233,0.098711364007885,0.0104084150966111,0.00774274047894591,0.136655082251505,-0.134181123918172,0,0.12233830285278,0.12233830285278
"Iext",0.118884763261295,-0.00388100709801683,-0.0712139386731786,-0.127771052459248,0.0161259374269991,-0.134015030738305,0.136655082251505,0,-0.0967818945642147,-0.0967818945642147
"GRHL2",-0.0382878829265236,-0.10240236545613,0.0737785914156456,0.142762801487977,0.0861015402256572,0.121601569975792,-0.117038247466819,0,0.0757299775891621,0.0757299775891621
"Ecad",-0.0184906386167497,-0.12451263339323,0.0514298401541883,0.208099866882277,0.142581629776202,0.0762385660268894,-0.0731385254150037,0,0.0428365224712488,0.0428365224712488
