"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.21023600035412,0.177315327048137,-0.155217363411379,-0.12337366386017,-0.32158214767415,0.258755946467785,-0.258152755758049,0,-0.309439874831663,-0.309439874831663
"SNAIL",-0.099740450521811,-0.065371915057402,0.0810727491525117,-0.0121377392036397,-0.0146873973957681,-0.13303107927111,0.134219366157515,0,0.10186881905028,0.10186881905028
"OVOL2",-0.0953537822671011,-0.0831193796702932,-0.0291122357671254,-0.00966132320162689,0.10147832833687,-0.12164567778256,0.12232939517937,0,0.0966606145652377,0.0966606145652377
"NRF2",0.10186881905028,-0.0293931477336238,-0.0766224651820107,0.0101580192615827,0.0193099837035504,0.134219366157515,-0.132094446646891,0,-0.0983682503658362,-0.0983682503658362
"miR34",0.10186881905028,-0.0293931477336238,-0.0766224651820107,0.0101580192615827,0.0193099837035504,0.134219366157515,-0.132094446646891,0,-0.0983682503658362,-0.0983682503658362
"miR200",-0.297461799258504,-0.144269091944735,0.151489972366043,0.222612285335912,0.31154629151917,-0.238823277213334,0.138996314809685,0,0.298194026527019,0.298194026527019
"KEAP1",-0.0983682503658362,0.0378083549100441,0.0830076351099201,-0.113308202411766,-0.0128917642418527,-0.132094446646891,0.134698613313557,0,0.103049754586865,0.103049754586865
"Iext",0.10186881905028,-0.0293931477336238,-0.0766224651820107,0.0101580192615827,0.0193099837035504,0.134219366157515,-0.132094446646891,0,-0.0983682503658362,-0.0983682503658362
"GRHL2",-0.309439874831663,-0.175918301360891,0.15594620671007,0.122624096302991,0.32180781104665,-0.258152755758049,0.257896389324961,0,0.309540579766204,0.309540579766204
"Ecad",-0.273177298360014,-0.175164201805993,0.137826075967894,0.220358208705439,0.272614722447274,-0.172549088204872,0.171804536966209,0,0.272283871429574,0.272283871429574
