"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.450408976323029,0.138348136893859,-0.271001376592263,0.268608520474421,-0.444991452079403,-0.227732469958848,0.22440082781442,0,-0.537743946136603,-0.537743946136603
"SNAIL",-0.260759113671724,-0.12492595420032,0.164986108159591,-0.0763248924011373,0.205101593975996,0.147714362699821,-0.144715352938893,0,0.256165003129844,0.256165003129844
"OVOL2",-0.155594033885656,-0.0716956869366684,0.00109191297180623,-0.0945573710685326,0.135918672875683,-0.00848228728076602,0.0134202462577222,0,0.155767946929135,0.155767946929135
"NRF2",0.256165003129844,0.0246578576855752,-0.160705358816537,0.0735725988231556,-0.20003040224594,-0.144715352938893,0.142590433428269,0,-0.248569906453488,-0.248569906453488
"miR34",0.256165003129844,0.0246578576855752,-0.160705358816537,0.0735725988231556,-0.20003040224594,-0.144715352938893,0.142590433428269,0,-0.248569906453488,-0.248569906453488
"miR200",-0.501160691027836,-0.105251518675018,0.251593272627677,-0.145058507695912,0.388563546402785,0.198818389368778,-0.290780006483769,0,0.490955852766644,0.490955852766644
"KEAP1",-0.248569906453488,-0.0211977978820724,0.158233680134766,-0.166466371716929,0.194203723748454,0.142590433428269,-0.137382100094935,0,0.241125547282345,0.241125547282345
"Iext",0.256165003129844,0.0246578576855752,-0.160705358816537,0.0735725988231556,-0.20003040224594,-0.144715352938893,0.142590433428269,0,-0.248569906453488,-0.248569906453488
"GRHL2",-0.537743946136603,-0.132557240093499,0.267073721038208,-0.256596219878611,0.435474682956377,0.22440082781442,-0.215393820465249,0,0.52551836708323,0.52551836708323
"Ecad",-0.519591954043617,-0.0344573115468638,0.263319403186458,-0.336812264960752,0.401935198736117,0.241078602694838,-0.232861464479053,0,0.508360301203795,0.508360301203795
