"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.632746464414834,-0.311611255879966,-0.356280886132107,0.273339046110763,0.657388516134046,-0.513145270643385,0.490353681489543,0,-0.70220841624924,-0.70220841624924
"SNAIL",-0.196495282542425,0.0142902213537466,0.127151402922517,-0.0994793790145444,-0.212656262555842,0.0421535079671966,-0.0368910946131154,0,0.189910251928905,0.189910251928905
"OVOL2",-0.383857063085981,0.186940404202906,0.102175225172183,-0.0925152663963785,-0.350089136329235,0.299810308038437,-0.287393662474159,0,0.366073212154304,0.366073212154304
"NRF2",0.189910251928905,-0.110607421861719,-0.12025982031677,0.097934231742695,0.203820686195398,-0.0368910946131154,0.0303875530805977,0,-0.179534920196314,-0.179534920196314
"miR34",0.189910251928905,-0.110607421861719,-0.12025982031677,0.097934231742695,0.203820686195398,-0.0368910946131154,0.0303875530805977,0,-0.179534920196314,-0.179534920196314
"miR200",-0.657523492396818,0.180343795168829,0.32126701232748,-0.140826820143867,-0.560400479915292,0.466395661058837,-0.543287276600759,0,0.625963570253895,0.625963570253895
"KEAP1",-0.179534920196314,0.106976494907426,0.120053847093289,-0.189802363610827,-0.196870079865909,0.0303875530805977,-0.022705261413931,0,0.172551036850189,0.172551036850189
"Iext",0.189910251928905,-0.110607421861719,-0.12025982031677,0.097934231742695,0.203820686195398,-0.0368910946131154,0.0303875530805977,0,-0.179534920196314,-0.179534920196314
"GRHL2",-0.70220841624924,0.296198907975505,0.338896623748519,-0.259020383800558,-0.625974618382898,0.490353681489543,-0.464631582703011,0,0.666438023499996,0.666438023499996
"Ecad",-0.636400168211562,0.284785108329884,0.314573851846661,-0.346210557511528,-0.550277353640279,0.389394285679404,-0.367423255491236,0,0.606613952512775,0.606613952512775
