"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0681175616215767,0.0869339186433017,-0.0341035977376672,0.117354944681665,-0.037109319246729,-0.040518998867561,0.0482590067597759,0,-0.0269862664153105,-0.0269862664153105
"SNAIL",-0.0978499474008742,0.321096744226569,0.0809062446254938,0.0254467590109512,-0.167257398605362,-0.166861847726998,0.171798896814564,0,0.101011261907934,0.101011261907934
"OVOL2",0.0868173679836623,0.0722705673326973,-0.0981858012568975,0.0934835754492591,-0.0940131746336281,-0.100829887975319,0.0950647153577784,0,-0.0904894176731033,-0.0904894176731033
"NRF2",0.101011261907934,-0.4188814203942,-0.0753709390393278,-0.0250604721929889,0.171177819904367,0.171798896814564,-0.164565584945064,0,-0.0964996986575865,-0.0964996986575865
"miR34",0.101011261907934,-0.4188814203942,-0.0753709390393278,-0.0250604721929889,0.171177819904367,0.171798896814564,-0.164565584945064,0,-0.0964996986575865,-0.0964996986575865
"miR200",-0.0381254658784751,0.0625832314380532,0.0471539295118684,-0.214902561459257,0.0166411587359954,0.025356841720328,-0.116594847068763,0,0.0436959543389441,0.0436959543389441
"KEAP1",0.0964996986575865,-0.42080367584059,-0.0829919483081228,0.0747197475872309,0.16529198731046,0.164565584945064,-0.17381037661173,0,-0.102562630353672,-0.102562630353672
"Iext",0.101011261907934,-0.4188814203942,-0.0753709390393278,-0.0250604721929889,0.171177819904367,0.171798896814564,-0.164565584945064,0,-0.0964996986575865,-0.0964996986575865
"GRHL2",-0.0269862664153105,-0.084027203906934,0.0425662782613546,-0.116912892019739,0.0433111712426826,0.0482590067597759,-0.0374745254745255,0,0.033814060977244,0.033814060977244
"Ecad",-0.0396030530223566,0.177547555308749,0.0483003541896653,-0.20811266682426,0.0171836073257502,0.0253759127234809,-0.0149115834964605,0,0.0462718468960005,0.0462718468960005
