"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0152891043346366,0.0708365257778535,-0.0105422597152351,-0.147702131356514,-0.00950518218495093,-0.0106230118160279,0.065231501584335,0,-0.0106778564561814,-0.0106778564561814
"SNAIL",-0.0885503707185003,-0.0363539134237377,0.104526176286253,0.103272611115266,0.00557759818198063,0.127793937674683,-0.0989355418619793,0,0.128464569560601,0.128464569560601
"OVOL2",-0.0102123247445127,-0.0351520865913901,-0.0107931949256503,-0.0222624358046614,0.0898156705652282,-0.0267963465377665,0.0840175839818452,0,0.0873154303345749,0.0873154303345749
"NRF2",-0.128464569560601,0.0263524503409018,0.0619984149910089,0.119255228208458,-0.0357526144179804,0.0989355418619793,-0.128491240509758,0,0.0867484062849787,0.0867484062849787
"miR34",0.128464569560601,-0.0263524503409018,-0.0619984149910089,-0.119255228208458,0.0357526144179804,-0.0989355418619793,0.128491240509758,0,-0.0867484062849787,-0.0867484062849787
"miR200",-0.0291657726960627,0.0572404510063604,0.0910643635249957,0.232181099129075,0.0693313798297966,0.0690013068957797,-0.118867596025873,0,0.0966140996957846,0.0966140996957846
"KEAP1",0.0867484062849787,-0.0663780804135203,-0.106179671427672,-0.20159955055278,-0.00757776121053191,-0.128491240509758,0.0982829071764245,0,-0.129956387865946,-0.129956387865946
"Iext",0.128464569560601,-0.0263524503409018,-0.0619984149910089,-0.119255228208458,0.0357526144179804,-0.0989355418619793,0.128491240509758,0,-0.0867484062849787,-0.0867484062849787
"GRHL2",-0.0106778564561814,-0.00501858977064306,0.0894462953475741,0.118968708331336,0.084775589157171,0.065231501584335,-0.00819851576994434,0,0.0878984002628279,0.0878984002628279
"Ecad",-0.0261909855691946,0.0880065624841744,0.0916639531399915,0.236854341039378,0.0912703538103249,0.125536092451288,-0.0740808332120837,0,0.09634095366109,0.09634095366109
