"","GRHL2","Ecad","miR34","miR200","OVOL2","SNAIL","NRF2","KEAP1","ZEB"
"GRHL2",0.386480077262133,0.386480077262133,0.371808710094596,0.197523283672403,0.193756978466927,-0.124665139778451,-0.182916889570378,-0.195421078921079,-0.390991658329605
"Ecad",0.330940891381838,0.330940891381838,0.220139074869412,0.139246217545205,0.167567704387834,0.0100432070954459,-0.26509563207907,-0.138366293354059,-0.334083839690709
"OVOL2",0.226500846757598,0.226500846757598,0.221902232341264,0.0331537279143937,0.0308399917936165,-0.102169963896951,-0.126604611397879,-0.0323349552293258,-0.228801467875611
"NRF2",0.117996069932115,0.117996069932115,0.150350391868064,0.124319475218625,0.088349327924812,-0.0810329216187699,-0.00297371657616646,-0.124727288053997,-0.118564754375437
"miR34",0.117996069932115,0.117996069932115,0.150350391868064,0.124319475218625,0.088349327924812,-0.0810329216187699,-0.00297371657616646,-0.124727288053997,-0.118564754375437
"KEAP1",-0.115923928719529,-0.115923928719529,-0.149788427952063,-0.124727288053997,-0.0879373814778501,0.0770602603628964,-0.100029946427497,0.120951246387331,0.117996069932115
"SNAIL",-0.118564754375437,-0.118564754375437,-0.151696208134887,-0.125182397838515,-0.0885951531346111,-0.0205897678125833,0.00287714487167588,0.124319475218625,0.119735148810857
"ZEB",-0.390991658329605,-0.390991658329605,-0.375722802383133,-0.199885310844172,-0.196213450325477,0.125611512018198,0.184512123089501,0.197523283672403,0.293725022623375
"miR200",-0.367748004239644,-0.367748004239644,-0.333973274043735,-0.175377694292322,-0.186031757684781,0.0370693984221892,0.279318906754093,0.0731596669209208,0.371687201570258
