"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0745423031524572,-0.0277038257171663,0.0315935734231347,-0.113683137470447,0.0224128740347724,-0.0960626614852027,0.0985599837694352,0,-0.0232816204194926,0.0232816204194926
"SNAIL",-0.0386666893072891,-0.0346386736168202,-0.0421570742583255,-0.0129961368627286,-0.0963506542844594,-0.0471619831758342,0.0475439325321788,0,0.038470929383927,-0.038470929383927
"OVOL2",-0.0384594663815469,0.0667034465610755,-0.073280560051156,-0.0108905010511992,-0.0402656062442871,-0.046403401615031,0.0482182070510064,0,0.0393389694871369,-0.0393389694871369
"NRF2",0.038470929383927,-0.0628355750074213,0.0457427316288434,0.0142998548733515,0.0985741768122534,0.0475439325321788,-0.0497117797096847,0,-0.0409857783666137,0.0409857783666137
"miR34",0.038470929383927,-0.0628355750074213,0.0457427316288434,0.0142998548733515,0.0985741768122534,0.0475439325321788,-0.0497117797096847,0,-0.0409857783666137,0.0409857783666137
"miR200",-0.0192436208537224,-0.0372561509973876,-0.0315409201655331,0.214775779078309,-0.00569774261193656,0.10549708152312,-0.202995901721327,0,0.0210880920744101,-0.0210880920744101
"KEAP1",-0.0409857783666137,0.0640743618506507,-0.0399754813713769,-0.11290791348141,-0.0946995834966663,-0.0497117797096847,0.0433315713763514,0,0.0351530845830374,-0.0351530845830374
"Iext",0.038470929383927,-0.0628355750074213,0.0457427316288434,0.0142998548733515,0.0985741768122534,0.0475439325321788,-0.0497117797096847,0,-0.0409857783666137,0.0409857783666137
"GRHL2",-0.0232816204194926,0.029438841490037,-0.0331052484130118,0.11381767523712,-0.0235723168796872,0.0985599837694352,-0.0949195804195804,0,0.0260207946390294,-0.0260207946390294
"Ecad",-0.0240057736198384,0.091565710408994,-0.0319504556015128,0.0082031785081471,-0.115694591537204,0.0741785458958373,-0.0726217569422702,0,0.0249630167595959,-0.0249630167595959
