"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.0135309125676939,0.0720596070462134,-0.204504175652107,0.0494981748563454,-0.0609451941352927,-0.195104800850833,0.214987545086698,0,-0.0790387743072281,-0.0790387743072281
"SNAIL",-0.0378522449804491,-0.0755092132257107,0.0917340213341848,-0.020699969173128,0.0892201551797787,-0.000759075032726669,0.0195877636732699,0,0.0667455766477406,0.0667455766477406
"OVOL2",-0.244801489563672,-0.127808381518658,0.404688002328116,0.022510069576522,0.21476218224264,0.399842502645025,-0.391021704130634,0,0.250928197638206,0.250928197638206
"NRF2",0.0667455766477406,0.00295383012990141,-0.0753145926658793,0.0531963477342096,-0.0706517916143408,0.0195877636732699,0.000824341928790642,0,-0.0335217677257135,-0.0335217677257135
"miR34",0.0667455766477406,0.00295383012990141,-0.0753145926658793,0.0531963477342096,-0.0706517916143408,0.0195877636732699,0.000824341928790642,0,-0.0335217677257135,-0.0335217677257135
"miR200",-0.0749748650988058,-0.0317349045521153,0.214311889718515,0.0883113255728209,0.0602716822981047,0.208245476890399,-0.28139318807492,0,0.112355530591437,0.112355530591437
"KEAP1",-0.0335217677257135,0.0280158409508333,0.0931312764969812,-0.115906970444832,0.0916810728920693,0.000824341928790642,0.023654824737876,0,0.0707435635814311,0.0707435635814311
"Iext",0.0667455766477406,0.00295383012990141,-0.0753145926658793,0.0531963477342096,-0.0706517916143408,0.0195877636732699,0.000824341928790642,0,-0.0335217677257135,-0.0335217677257135
"GRHL2",-0.0790387743072281,-0.0400181469290435,0.221335057012614,-0.0121543347640909,0.0813871830855689,0.214987545086698,-0.188137433994577,0,0.115896780349524,0.115896780349524
"Ecad",-0.0698569630835371,0.0383561745502044,0.214432852618333,-0.113562217717558,0.158878559907708,0.17853858143617,-0.152181467587517,0,0.106790594225847,0.106790594225847
