"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0824850410205569,0.0882454079379791,0.0294029500857799,-0.115181971369671,-0.0290935128501782,-0.107302256568417,0.107522111126171,0,-0.0173026588401212,0.0173026588401212
"SNAIL",-0.0371393906350341,-0.0514414292663418,-0.0435157912408177,-0.013362497044581,-0.0567047783748381,-0.044134324906847,0.0453933431555384,0,0.038243143394416,-0.038243143394416
"OVOL2",-0.0376633710337695,-0.058934495687886,-0.0739723188043997,-0.011160459414118,0.0389728756729146,-0.0439055326802298,0.0445723681660068,0,0.0382049859406018,-0.0382049859406018
"NRF2",0.038243143394416,-0.043323633524684,0.0410999227996886,0.0128313526698827,0.0599620438322206,0.0453933431555384,-0.0435259896462017,0,-0.0366129146568955,0.0366129146568955
"miR34",0.038243143394416,-0.043323633524684,0.0410999227996886,0.0128313526698827,0.0599620438322206,0.0453933431555384,-0.0435259896462017,0,-0.0366129146568955,0.0366129146568955
"miR200",-0.013578000784149,-0.0762103021934525,-0.0289077889044337,0.215889161726956,0.0333865791366261,0.113298997523971,-0.212559655066837,0,0.0142360784558517,-0.0142360784558517
"KEAP1",-0.0366129146568955,0.0520805750026849,-0.0451164006575671,-0.113783733622264,-0.0546677522025252,-0.0435259896462017,0.0462603646462017,0,0.0390687857236645,-0.0390687857236645
"Iext",-0.038243143394416,0.043323633524684,-0.0410999227996886,-0.0128313526698827,-0.0599620438322206,-0.0453933431555384,0.0435259896462017,0,0.0366129146568955,-0.0366129146568955
"GRHL2",-0.0173026588401212,-0.08788488517998,-0.0296998862445057,0.115124312326812,0.0294592431435406,0.107522111126171,-0.107094833737691,0,0.0176651966044716,-0.0176651966044716
"Ecad",-0.0183570783324264,0.0313988717346926,-0.0301585014183793,0.00905711231467942,0.0318287917073093,0.082947249580628,-0.0820402507989845,0,0.019154780948891,-0.019154780948891
