"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0943433565474343,0.043163542147714,-0.0184484673543115,0.0151120283916554,-0.00216829432895073,0.0831746972603083,-0.081748461283083,0,-0.00149521749084306,0.00149521749084306
"SNAIL",-0.0286461859034883,-0.0484530809574576,0.0483534880989703,0.0411015241563921,-0.0509850696785693,-0.0929961822891521,0.0954293411517918,0,-0.040612531857089,0.040612531857089
"OVOL2",-0.0297514942217234,-0.0587342778457942,-0.0510354195221909,0.0340424680605524,0.0436269250516825,-0.0775683048877261,0.0796194570781541,0,-0.0398136060229656,0.0398136060229656
"NRF2",0.040612531857089,-0.0281943015739379,-0.0310524793679369,-0.0305269225146731,0.0693388828246586,0.0954293411517918,-0.0923600129697785,0,0.0255360753930425,-0.0255360753930425
"miR34",0.040612531857089,-0.0281943015739379,-0.0310524793679369,-0.0305269225146731,0.0693388828246586,0.0954293411517918,-0.0923600129697785,0,0.0255360753930425,-0.0255360753930425
"miR200",-0.00482315631414265,0.0340164636066547,0.0296854662709656,-0.107648040915792,0.00248686906448701,-0.0947526273742693,-0.00394172530781345,0,-0.0112278277387418,0.0112278277387418
"KEAP1",0.0255360753930425,-0.0576261682975603,-0.0528856410569174,0.0560664840787335,0.0461800540757678,0.0923600129697785,-0.0961360546364452,0,0.0445690761605022,-0.0445690761605022
"Iext",0.040612531857089,-0.0281943015739379,-0.0310524793679369,-0.0305269225146731,0.0693388828246586,0.0954293411517918,-0.0923600129697785,0,0.0255360753930425,-0.0255360753930425
"GRHL2",0.00149521749084306,-0.0292383506199988,0.0288007416153453,-0.00886563208183417,0.0131635476166326,-0.081748461283083,0.0835772085057799,0,-0.00754808563100991,0.00754808563100991
"Ecad",-0.00113997680588576,0.0670170165319419,0.0307186241617988,-0.0980470395775936,0.0222528907263479,-0.117068857239831,0.119302510955819,0,-0.012259951279402,0.012259951279402
