"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0746054327012364,0.105122575100453,-0.0317939583498524,0.0457978312789715,-0.0366074572622976,-0.0145034495562212,0.019244415788816,0,-0.021652777343214,-0.021652777343214
"SNAIL",-0.192259079654848,0.275029535944585,0.132290530065846,0.0116440190529534,-0.0974822792286394,0.274810615888021,-0.273848669360931,0,0.193246209481164,0.193246209481164
"OVOL2",0.0814180021412751,0.121887888052699,-0.0945275862051689,-0.00577461168917762,-0.0988080514196418,-0.0838514026977955,0.0806860443792339,0,-0.0840167599052503,-0.0840167599052503
"NRF2",0.193246209481164,-0.37445101188645,-0.130688427836466,-0.00971258496314175,0.0989451229969249,-0.273848669360931,0.275716022870267,0,-0.192020378570005,-0.192020378570005
"miR34",0.193246209481164,-0.37445101188645,-0.130688427836466,-0.00971258496314175,0.0989451229969249,-0.273848669360931,0.275716022870267,0,-0.192020378570005,-0.192020378570005
"miR200",-0.0100922481207072,-0.151916125900781,0.0328747131544408,0.058555455235629,0.0506508667483139,-0.00894824353877869,-0.0846493653962535,0,0.0153661381939299,0.0153661381939299
"KEAP1",-0.192020378570005,0.376715001634421,0.133057119906497,-0.0871372318866751,-0.0974366935381849,0.275716022870267,-0.273502481203601,0,0.193785535899245,0.193785535899245
"Iext",0.193246209481164,-0.37445101188645,-0.130688427836466,-0.00971258496314175,0.0989451229969249,-0.273848669360931,0.275716022870267,0,-0.192020378570005,-0.192020378570005
"GRHL2",-0.021652777343214,-0.101021628728214,0.0386504841967954,-0.0373603913404745,0.0421712266187679,0.019244415788816,-0.012527615241901,0,0.0270908438084708,0.0270908438084708
"Ecad",-0.054613560171245,0.154841770438785,0.053962107803557,-0.12568109623735,0.0322729563229114,0.118554891552611,-0.112774466481541,0,0.0592880975037274,0.0592880975037274
