"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0197882908086943,0.0801460304066971,-0.0355003900592401,0.0797566250824388,-0.0394924469168803,-0.0335751869255638,0.0810581341040969,0,0.0441803949207557,-0.0441803949207557
"SNAIL",0.103513013003585,-0.0363567968408988,-0.0996791293690335,-0.0137559115060381,-0.160719825657941,-0.136706155539175,0.10815897772053,0,0.126100376075766,-0.126100376075766
"OVOL2",-0.0306896308222417,-0.017704539951093,-0.0244648407088803,-0.0211114481527093,0.0773785355680553,-0.0225760606399226,0.0798985895501953,0,-0.0745008109464653,0.0745008109464653
"NRF2",-0.126100376075766,-0.0954338056707423,0.0721043222146722,-0.0170987480787035,0.133062326145556,0.10815897772053,-0.139345927709798,0,-0.100155728028249,0.100155728028249
"miR34",-0.126100376075766,-0.0954338056707423,0.0721043222146722,-0.0170987480787035,0.133062326145556,0.10815897772053,-0.139345927709798,0,-0.100155728028249,0.100155728028249
"miR200",-0.0597342535579355,-0.0285912266739708,0.0826540706605594,0.0634337998257336,0.0926636097036771,0.0833966380375979,-0.136471988045463,0,-0.0947050571541909,0.0947050571541909
"KEAP1",0.100155728028249,0.0619865609035488,-0.103000305736814,-0.117113706133751,-0.162728105500776,-0.139345927709798,0.104970927709798,0,0.128935467091948,-0.128935467091948
"Iext",-0.126100376075766,-0.0954338056707423,0.0721043222146722,-0.0170987480787035,0.133062326145556,0.10815897772053,-0.139345927709798,0,-0.100155728028249,0.100155728028249
"GRHL2",0.0441803949207557,0.0220568010240923,-0.0795009299431651,0.0276520700180529,-0.0859090681914893,-0.0810581341040969,0.0270331811046097,0,0.0850867393316319,-0.0850867393316319
"Ecad",-0.022507833715412,0.0756036551185805,0.0551303462126106,-0.123221900759308,0.0533676474225721,0.05796764794227,-0.0223239495532081,0,-0.048927744372719,0.048927744372719
