"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0591695720972899,0.0481012655994691,0.0432696453227471,0.0422027055552303,-0.0405387001155331,-0.0430954422890265,0.0447697193057693,0,-0.0418255848057819,-0.0418255848057819
"SNAIL",0.0979522627414205,-0.0270852667249725,0.0788114555816091,-0.00811196925958363,-0.136370845276339,-0.11704819337259,0.113554064075659,0,-0.0984479102069542,-0.0984479102069542
"OVOL2",-0.0932763517213235,-0.0842385674048448,-0.0979909770873953,0.00511081697495836,0.099535806563025,0.103165314483616,-0.1009115793608,0,0.0930328734604539,0.0930328734604539
"NRF2",-0.0984479102069542,-0.0796735875151855,-0.076463400991459,0.00328338403505441,0.133191598153265,0.113554064075659,-0.119027341603026,0,0.0970704301109097,0.0970704301109097
"miR34",-0.0984479102069542,-0.0796735875151855,-0.076463400991459,0.00328338403505441,0.133191598153265,0.113554064075659,-0.119027341603026,0,0.0970704301109097,0.0970704301109097
"miR200",-0.0514247616182724,-0.0457256423256122,-0.0475929022728808,0.0569071037364206,0.0535803646420288,0.0510337816079303,-0.148343833519209,0,0.0500622627768598,0.0500622627768598
"KEAP1",0.0970704301109097,0.0704040445848139,0.0807888386845589,-0.110975691727362,-0.137835194722327,-0.119027341603026,0.110563799936359,0,-0.0997565390901883,-0.0997565390901883
"Iext",-0.0984479102069542,-0.0796735875151855,-0.076463400991459,0.00328338403505441,0.133191598153265,0.113554064075659,-0.119027341603026,0,0.0970704301109097,0.0970704301109097
"GRHL2",-0.0418255848057819,-0.0408682777671122,-0.0428107439865344,-0.0396849273503485,0.0426007964504487,0.0447697193057693,-0.040855858427287,0,0.0408185354603639,0.0408185354603639
"Ecad",-0.0194560494182759,0.0622849293371682,-0.02895141781137,-0.132198949980789,0.0240190206326405,0.0327045499826009,-0.0313643577530083,0,0.0180999549702861,0.0180999549702861
