"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.154196631073761,0.0754779393497268,0.127024762049126,0.240251651340129,-0.255344794725022,0.114063552197708,-0.113967718159712,0,-0.254017502831208,-0.254017502831208
"SNAIL",-0.0857977469055286,-0.0490004550905444,-0.0718053444993212,-0.0933053063776147,-0.0303675163192421,-0.104562110951477,0.104816743855707,0,0.0863267152090815,0.0863267152090815
"OVOL2",-0.0810103222256012,-0.0551508320013032,-0.0924248208441159,-0.0855534200784399,0.0819160715128582,-0.0901094525688004,0.0902360669015428,0,0.081243862598272,0.081243862598272
"NRF2",0.0863267152090815,-0.0459339318150574,0.0704744976738571,0.0943193092747659,0.033000635102156,0.104816743855707,-0.104323075686572,0,-0.0853536329393987,-0.0853536329393987
"miR34",0.0863267152090815,-0.0459339318150574,0.0704744976738571,0.0943193092747659,0.033000635102156,0.104816743855707,-0.104323075686572,0,-0.0853536329393987,-0.0853536329393987
"miR200",-0.244489771522207,-0.0658418582597912,-0.123068553346268,-0.12877548227929,0.254211645476352,-0.101328101379111,0.00131237068853343,0,0.244554652419417,0.244554652419417
"KEAP1",-0.0853536329393987,0.0541782718406874,-0.0725342299086666,-0.192194767150224,-0.0289485794973054,-0.104323075686572,0.104843909019905,0,0.0866583144436197,0.0866583144436197
"Iext",0.0863267152090815,-0.0459339318150574,0.0704744976738571,0.0943193092747659,0.033000635102156,0.104816743855707,-0.104323075686572,0,-0.0853536329393987,-0.0853536329393987
"GRHL2",-0.254017502831208,-0.074982220557478,-0.127051756245374,-0.239655841230577,0.255383702203039,-0.113967718159712,0.113848080490938,0,0.253856374935942,0.253856374935942
"Ecad",-0.257566380118343,0.0412914630078809,-0.130978577993447,-0.352054033662258,0.158684709871281,-0.145253551166875,0.145267088462123,0,0.257709966589306,0.257709966589306
