"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0807795692347482,0.0354711167119333,0.0305797117588966,0.012871248803743,-0.01183008488754,-0.101848883907416,0.101809422832947,0,-0.0193000433174976,-0.0193000433174976
"SNAIL",-0.0325710859266724,-0.0841945668937887,-0.0394196155911275,-0.032022233546163,0.0675503790075685,-0.0312356127685939,0.0308536634122493,0,0.0322587030702436,0.0322587030702436
"OVOL2",-0.0384194560310415,-0.0456662556921813,-0.0740519134217743,-0.0406905831183659,0.0349007383604714,-0.0454323628465868,0.0451706932255857,0,0.0382455429875632,0.0382455429875632
"NRF2",0.0322587030702436,-0.0150575849335008,0.039207697306818,0.0325533779208612,-0.0677064156761856,0.0308536634122493,-0.031304403914503,0,-0.0324482645513506,-0.0324482645513506
"miR34",0.0322587030702436,-0.0150575849335008,0.039207697306818,0.0325533779208612,-0.0677064156761856,0.0308536634122493,-0.031304403914503,0,-0.0324482645513506,-0.0324482645513506
"miR200",-0.0160041731216098,-0.0314617622702473,-0.0294662737459387,0.0906678375346238,-0.00142036256225162,0.106945841876455,-0.207055956710497,0,0.0158466052283853,0.0158466052283853
"KEAP1",-0.0324482645513506,0.0151003017211983,-0.0402375634242227,-0.13086839623588,0.0685641500742926,-0.031304403914503,0.031695028914503,0,0.0330622323180429,0.0330622323180429
"Iext",0.0322587030702436,-0.0150575849335008,0.039207697306818,0.0325533779208612,-0.0677064156761856,0.0308536634122493,-0.031304403914503,0,-0.0324482645513506,-0.0324482645513506
"GRHL2",-0.0193000433174976,-0.0356063127461829,-0.0303232668945424,-0.0134286195513886,0.0114799175853845,0.101809422832947,-0.102099971457114,0,0.0189979285138722,0.0189979285138722
"Ecad",0.01299535014924,0.0704017382375591,0.0244104971037097,-0.0981215827132446,-0.0171283597987795,-0.12149671960166,0.121808077392374,0,-0.0126284069456662,-0.0126284069456662
