"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.144797042892066,0.0911649937198106,-0.12235002481649,0.117278065957852,-0.251408147790207,-0.131080771200218,0.131368273314204,0,-0.244763870995297,-0.244763870995297
"SNAIL",-0.167517845364676,-0.0669411959952384,0.118250420066898,-0.102202344529045,0.0248612398421943,-0.00324899288775216,0.00462118131610129,0,0.167605312564476,0.167605312564476
"OVOL2",0.0762841550963269,0.0813445782499847,-0.089866005708761,-0.0119793358860883,-0.0826590864472612,-0.0941964695138066,0.0936815712273206,0,-0.0763586892578176,-0.0763586892578176
"NRF2",0.167605312564476,-0.0292349010839206,-0.11790287408063,0.103699205948649,-0.0231253319038287,0.00462118131610129,-0.00258211713923931,0,-0.167289376762631,-0.167289376762631
"miR34",0.167605312564476,-0.0292349010839206,-0.11790287408063,0.103699205948649,-0.0231253319038287,0.00462118131610129,-0.00258211713923931,0,-0.167289376762631,-0.167289376762631
"miR200",0.255595620100507,0.0124818991844718,-0.12824618627735,0.226292403984587,-0.244345744159718,-0.124820891295725,0.0247107764616838,0,-0.255512201804094,-0.255512201804094
"KEAP1",-0.167289376762631,0.0357705696016481,0.118314820527592,-0.200988583238026,0.0255210728088864,-0.00258211713923931,0.00648836713923931,0,0.167366122733467,0.167366122733467
"Iext",0.167605312564476,-0.0292349010839206,-0.11790287408063,0.103699205948649,-0.0231253319038287,0.00462118131610129,-0.00258211713923931,0,-0.167289376762631,-0.167289376762631
"GRHL2",-0.244763870995297,-0.0902411541524379,0.122417510307109,-0.116912892019739,0.251742752101156,0.131368273314204,-0.13080426716141,0,0.244784011982205,0.244784011982205
"Ecad",-0.266668393009784,0.0255322544874784,0.135218434501353,-0.23573428056809,0.168946367937556,0.110851426322325,-0.109592457864223,0,0.266700301114443,0.266700301114443
