"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0820104004827285,0.0792769518481619,0.0298561240533879,0.0913262755818608,-0.0277676813827342,0.0162613769243252,-0.0160753461446872,0,-0.0178900838269644,-0.0178900838269644
"SNAIL",-0.0909801818113681,0.383125963364989,-0.0736612251744311,-0.154539290094846,-0.189992454386131,-0.253962117415902,0.253608460604471,0,0.0907760916785013,0.0907760916785013
"OVOL2",-0.0386348243885412,-0.0472228116370872,-0.0734214495239071,-0.0557808134570689,0.0358311833748558,-0.0726785695251704,0.0735142241212707,0,0.0380832715935101,0.0380832715935101
"NRF2",0.0907760916785013,-0.48133394981906,0.0740935384744227,0.153332143788714,0.188900197705811,0.253608460604471,-0.251826962428897,0,-0.0909151034313131,-0.0909151034313131
"miR34",0.0907760916785013,-0.48133394981906,0.0740935384744227,0.153332143788714,0.188900197705811,0.253608460604471,-0.251826962428897,0,-0.0909151034313131,-0.0909151034313131
"miR200",-0.0108030705662776,-0.142699013015848,-0.026518736708638,0.022155744511843,0.0451934252579883,0.009427625735618,-0.108468053610402,0,0.0107011148706617,0.0107011148706617
"KEAP1",-0.0909151034313131,0.477019554261606,-0.0730636723570179,-0.252379762836333,-0.188515696079074,-0.251826962428897,0.250524879095564,0,0.0897639138687652,0.0897639138687652
"Iext",0.0907760916785013,-0.48133394981906,0.0740935384744227,0.153332143788714,0.188900197705811,0.253608460604471,-0.251826962428897,0,-0.0909151034313131,-0.0909151034313131
"GRHL2",-0.0178900838269644,-0.0793670825376617,-0.0294782053059186,-0.0911917378151877,0.0275575810014409,-0.0160753461446872,0.0167760810617954,0,0.0178498018531476,0.0178498018531476
"Ecad",-0.0298437355046603,0.193654795520467,-0.0345938051556781,-0.22617832754212,-0.000394647449165746,-0.110321638967428,0.110605922167645,0,0.0295725166150623,0.0295725166150623
