"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.024890818423545,0.102982537113953,-0.0124484936291757,0.0881539808393103,-0.000513002357626141,-0.00250766383277133,0.0567215428563916,0,-0.0104969610496852,-0.0104969610496852
"SNAIL",-0.160306009625812,0.0124476349278646,0.124633727994519,0.00384150265306577,0.222982360925496,0.200012032662324,-0.189473059681704,0,0.172638884797622,0.172638884797622
"OVOL2",-0.0151408345192337,-0.0412956444674032,-0.0127985828839928,-0.0141735858807505,0.0705463649034766,-0.023621148137875,0.0828513329948008,0,0.0857843127801033,0.0857843127801033
"NRF2",0.172638884797622,-0.107128035661602,-0.110994667216355,0.00943710671438957,-0.213912729562126,-0.189473059681704,0.200226440235471,0,-0.159382218552203,-0.159382218552203
"miR34",0.172638884797622,-0.107128035661602,-0.110994667216355,0.00943710671438957,-0.213912729562126,-0.189473059681704,0.200226440235471,0,-0.159382218552203,-0.159382218552203
"miR200",-0.00518928420543652,-0.0956073310452729,0.0770738074525611,0.0732830229135861,0.0140617137627714,0.0317060955522135,-0.0777026348002865,0,0.0694491785422611,0.0694491785422611
"KEAP1",-0.159382218552203,0.112211333397613,0.125412792860021,-0.0955909528682357,0.222992883362777,0.200226440235471,-0.188247273568804,0,0.173426731215288,0.173426731215288
"Iext",0.172638884797622,-0.107128035661602,-0.110994667216355,0.00943710671438957,-0.213912729562126,-0.189473059681704,0.200226440235471,0,-0.159382218552203,-0.159382218552203
"GRHL2",-0.0104969610496852,-0.0751546867308977,0.0831597907003054,-0.0197126969646226,0.0468051197025798,0.0567215428563916,0.000824175824175821,0,0.079077021472646,0.079077021472646
"Ecad",-0.0407124743100466,0.0919988684167789,0.0892692207243606,-0.112711003445441,0.167896459724906,0.133041071697959,-0.084970136270857,0,0.097955614067545,0.097955614067545
