"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0263147788304236,0.111330346179978,-0.0120983254282451,0.137451780864909,-0.0253462112603318,-0.000531562799998908,-0.0548581877506726,0,-0.00963028850852687,-0.00963028850852687
"SNAIL",-0.224901670408075,0.340160386704203,0.160197489641037,-0.255490578326657,-0.0775741324660318,0.308062409706531,0.294552719509898,0,0.239333758375087,0.239333758375087
"OVOL2",-0.0115774627166421,-0.0809488347474286,-0.0154083357804618,0.0229215246345014,0.0852984574408756,-0.0307236884920653,-0.0894136521959566,0,0.0811476490520458,0.0811476490520458
"NRF2",0.239333758375087,-0.433175766977944,-0.143099922462941,0.25853258701811,0.0919685151459616,-0.294552719509898,-0.306765640737629,0,-0.222033113866051,-0.222033113866051
"miR34",0.239333758375087,-0.433175766977944,-0.143099922462941,0.25853258701811,0.0919685151459616,-0.294552719509898,-0.306765640737629,0,-0.222033113866051,-0.222033113866051
"miR200",-0.0358700666198757,0.0632202218051473,0.0900505320308859,-0.237939498786378,0.0602162875715664,0.0750871144453715,0.123034259325032,0,0.0969415282938028,0.0969415282938028
"KEAP1",-0.222033113866051,0.437746463261583,0.159783753564898,-0.34849595698148,-0.0782151877280379,0.306765640737629,0.289838557404296,0,0.236845086237502,0.236845086237502
"Iext",0.239333758375087,-0.433175766977944,-0.143099922462941,0.25853258701811,0.0919685151459616,-0.294552719509898,-0.306765640737629,0,-0.222033113866051,-0.222033113866051
"GRHL2",-0.00963028850852687,-0.0856205670001675,0.0824586979481533,-0.114753337659067,0.0842443514828826,0.0548581877506726,-0.00261916654773797,0,0.0779082341278622,0.0779082341278622
"Ecad",-0.0528266137602288,0.180487061009449,0.0955578308589745,-0.26326890268181,0.0699161534990174,0.153837210090406,0.104791589405419,0,0.109989983256081,0.109989983256081
