"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.216521057726371,0.115637047689299,-0.157738464779452,0.122882950595002,-0.31296386781171,0.271652460109057,-0.270406617615117,0,-0.314928806681457,-0.314928806681457
"SNAIL",-0.0990535182604097,-0.0664964591756147,0.0812125394274016,0.0121843624661007,-0.0135924058901511,-0.13199202263141,0.133717867871189,0,0.101798322292231,0.101798322292231
"OVOL2",-0.0946485888265121,-0.0857098124454709,-0.0289797141895322,0.00971708522738593,0.102586078364632,-0.120559909990023,0.12173320280677,0,0.0965516944165742,0.0965516944165742
"NRF2",0.101798322292231,-0.0246563558377901,-0.0760502100216205,-0.0100114991150626,0.0197753588841047,0.133717867871189,-0.130906105690464,0,-0.0975900574116548,-0.0975900574116548
"miR34",0.101798322292231,-0.0246563558377901,-0.0760502100216205,-0.0100114991150626,0.0197753588841047,0.133717867871189,-0.130906105690464,0,-0.0975900574116548,-0.0975900574116548
"miR200",-0.319170734870269,-0.0313349623552723,0.161816265282649,-0.220502900848936,0.29612035960877,-0.277730760721726,0.177431877600757,0,0.319309765364291,0.319309765364291
"KEAP1",0.0975900574116548,-0.0375141089347572,-0.0831562862317132,0.0866917975882341,0.0114642083369293,0.130906105690464,-0.13429152235713,0,-0.103039021341049,-0.103039021341049
"Iext",0.101798322292231,-0.0246563558377901,-0.0760502100216205,-0.0100114991150626,0.0197753588841047,0.133717867871189,-0.130906105690464,0,-0.0975900574116548,-0.0975900574116548
"GRHL2",-0.314928806681457,-0.111626232006559,0.159533578829931,-0.121672110694944,0.314714704322488,-0.270406617615117,0.270594619666048,0,0.315835151092333,0.315835151092333
"Ecad",-0.309991633025162,0.00988142387396119,0.160958315871538,-0.214355114014737,0.207859411834079,-0.262494056516864,0.263346906117514,0,0.31184230309536,0.31184230309536
