"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0903357209031481,0.0727866224134679,-0.0261267390619658,-0.0234300182668124,-0.0199098541884794,-0.0318806831366387,-0.0318863204329913,0,-0.00982350420134342,0.00982350420134342
"SNAIL",-0.0349818939009807,-0.0620291544249961,0.0427637426883419,0.0395970025634181,-0.0564057789613503,-0.0527659662314766,-0.0563308268906929,0,0.0360689862413531,-0.0360689862413531
"OVOL2",0.0736646157887693,0.0759898621144649,-0.0890755528990534,0.0134522719275296,-0.0793030036898706,-0.0924544251153853,-0.0913148961207031,0,-0.0740571623726202,0.0740571623726202
"NRF2",0.0360689862413531,-0.0377309697460212,-0.0388220626001839,-0.0470330238091931,0.05859029232199,0.0563308268906929,0.049526791690006,0,-0.0337310613076996,0.0337310613076996
"miR34",0.0360689862413531,-0.0377309697460212,-0.0388220626001839,-0.0470330238091931,0.05859029232199,0.0563308268906929,0.049526791690006,0,-0.0337310613076996,0.0337310613076996
"miR200",-0.0145384557772317,0.00238745620421564,0.028142282335151,-0.0690938058202672,0.00853949455159589,0.0202735243528327,0.121516248908441,0,0.0137876911095146,-0.0137876911095146
"KEAP1",-0.0337310613076996,0.0393969244662263,0.0460311254220171,-0.06608052930436,-0.0539466957529276,-0.049526791690006,-0.0617663750233393,0,0.0383358195578915,-0.0383358195578915
"Iext",0.0360689862413531,-0.0377309697460212,-0.0388220626001839,-0.0470330238091931,0.05859029232199,0.0563308268906929,0.049526791690006,0,-0.0337310613076996,0.0337310613076996
"GRHL2",-0.00982350420134342,-0.073530200601841,0.0263291955338244,0.0227573294334471,0.0196219388511516,0.0318863204329913,0.0314248608534323,0,0.00974294025370999,-0.00974294025370999
"Ecad",-0.0118082570809009,0.0386975092945242,0.0274974388956397,-0.0736001796287347,0.0247301967817009,0.0346128152313629,0.0317022967529549,0,0.0127016840113412,-0.0127016840113412
