"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0730203487959633,0.0585165656948305,0.0208713573822359,0.0250736496325243,-0.0101991998473776,-0.10445264005108,0.115293160937263,0,-0.00773995107798352,-0.00773995107798352
"SNAIL",-0.0828668681471982,-0.0458165385467686,-0.0810041439768095,-0.0516377298819934,-0.0197618619029374,-0.00947243181991611,0.0172670279438375,0,0.0959078111269141,0.0959078111269141
"OVOL2",0.0275467805552483,0.0508894310330438,-0.0405086963311369,-0.043865069669695,-0.0581838026414591,-0.095242942305762,0.0816276810581888,0,-0.0524362215490371,-0.0524362215490371
"NRF2",0.0959078111269141,-0.0310566094707283,0.0642456460536087,0.0672340601572227,0.0379596383804097,0.0172670279438375,-0.00784440506339101,0,-0.0805786060213916,-0.0805786060213916
"miR34",0.0959078111269141,-0.0310566094707283,0.0642456460536087,0.0672340601572227,0.0379596383804097,0.0172670279438375,-0.00784440506339101,0,-0.0805786060213916,-0.0805786060213916
"miR200",0.0202767818661062,-0.0379761908316143,0.0490838796156882,0.113842360368923,-0.0255931604480204,-0.109127325593273,-0.00142796778410599,0,-0.0394907961399035,-0.0394907961399035
"KEAP1",-0.0805786060213916,0.0589506718372383,-0.0839160888960392,-0.148699261622424,-0.0162796620420482,-0.00784440506339101,0.0193027383967243,0,0.0986139091679764,0.0986139091679764
"Iext",0.0959078111269141,-0.0310566094707283,0.0642456460536087,0.0672340601572227,0.0379596383804097,0.0172670279438375,-0.00784440506339101,0,-0.0805786060213916,-0.0805786060213916
"GRHL2",-0.00773995107798352,-0.0263624422157859,-0.0457600063227137,-0.00272116068384081,0.0363216805881759,0.115293160937263,-0.10259447695162,0,0.0304388433237036,0.0304388433237036
"Ecad",-0.0210335726736065,0.0699140005483289,-0.050848688163607,-0.113181870607342,0.048170743188523,0.0972688148675717,-0.0848280405342835,0,0.0427629919461017,0.0427629919461017
