"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0547500290658898,0.0899064825761491,-0.0431120060062395,0.043408310231765,-0.0515069663414623,-0.049243760086133,0.0523048120056324,0,-0.0434454197498735,-0.0434454197498735
"SNAIL",0.0971582998906382,-0.0256453783639621,-0.0793935334274811,-0.00835173593102582,-0.135506066699509,-0.11662028317056,0.113493956957517,0,-0.0989367996199064,-0.0989367996199064
"OVOL2",0.0924816496167389,0.0843099432438742,-0.0986090416901126,-0.00539686109628447,-0.0987024969794217,-0.102807675710869,0.100739641609409,0,-0.0935300968217078,-0.0935300968217078
"NRF2",0.0989367996199064,0.0743969526646819,-0.0756892018177498,-0.00313686388853427,-0.133302048755292,-0.113493956957517,0.118108681147258,0,-0.096143927131596,-0.096143927131596
"miR34",-0.0989367996199064,-0.0743969526646819,0.0756892018177498,0.00313686388853427,0.133302048755292,0.113493956957517,-0.118108681147258,0,0.096143927131596,0.096143927131596
"miR200",-0.0368654654456868,-0.00714288183161359,0.0442849245498619,0.0587091328982182,0.0291459237846561,0.033983261700697,-0.128744941738451,0,0.039840718017751,0.039840718017751
"KEAP1",-0.096143927131596,-0.0741833687261941,0.0812504788517354,-0.0890243082726379,0.136407638817404,0.118108681147258,-0.110947222813924,0,0.100211463585932,0.100211463585932
"Iext",-0.0989367996199064,-0.0743969526646819,0.0756892018177498,0.00313686388853427,0.133302048755292,0.113493956957517,-0.118108681147258,0,0.096143927131596,0.096143927131596
"GRHL2",-0.0434454197498735,-0.0897938192142744,0.0467427254015695,-0.0380460192457954,0.0536001886587917,0.0523048120056324,-0.047468031968032,0,0.0461040300217768,0.0461040300217768
"Ecad",-0.0526390049704007,-0.129783104484597,0.0514989336701364,-0.126614663590106,0.149425985638072,0.11277698822786,-0.107456831195235,0,0.0555905046513197,0.0555905046513197
