"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0731205580664721,0.0857931789727499,-0.0226529283792927,-0.111908668378932,-0.0223105697832153,-0.0296662355215495,0.0500563364291543,0,-0.0101143653064463,0.0101143653064463
"SNAIL",-0.0906013034487017,0.323828364650505,0.0819666006111385,-0.0298573040707179,-0.168011159677381,-0.165907498175995,0.17702646832736,0,0.0998270104752334,-0.0998270104752334
"OVOL2",-0.0288960900805506,-0.0846240133702156,-0.0414082865555741,-0.0146918867059448,0.057569811874813,-0.0378726272585726,0.0654661108409142,0,0.0515793198942152,-0.0515793198942152
"NRF2",-0.0998270104752334,0.419044958413734,0.0695481891505977,-0.0272981539017174,-0.177685433131643,-0.17702646832736,0.163225223425021,0,0.0886428830899181,-0.0886428830899181
"miR34",0.0998270104752334,-0.419044958413734,-0.0695481891505977,0.0272981539017174,0.177685433131643,0.17702646832736,-0.163225223425021,0,-0.0886428830899181,0.0886428830899181
"miR200",-0.0227103364119479,0.0682680429095353,0.048932297620445,0.206319835495932,0.0136880496443965,0.0266483257476424,-0.105710776589234,0,0.0400149985678474,-0.0400149985678474
"KEAP1",0.0886428830899181,-0.423615654697373,-0.0844812478529664,-0.0701377435341801,0.165529266317091,0.163225223425021,-0.178980431758354,0,-0.101996682015475,0.101996682015475
"Iext",0.0998270104752334,-0.419044958413734,-0.0695481891505977,0.0272981539017174,0.177685433131643,0.17702646832736,-0.163225223425021,0,-0.0886428830899181,0.0886428830899181
"GRHL2",-0.0101143653064463,-0.0777264822625201,0.0451390938537157,0.107545800802534,0.0401535392019376,0.0500563364291543,-0.0254964321392893,0,0.0303359161624382,-0.0303359161624382
"Ecad",0.00397557438838277,-0.258679780284258,0.0295958970168504,0.0117292292072418,0.147721562051491,0.121249553541524,-0.105072485719675,0,0.00926628904492929,-0.00926628904492929
