"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0195554426395723,0.138751671019292,-0.169570145853535,0.0859201467358818,-0.0559881624797317,-0.0184126083397356,0.0544856677004661,0,-0.0404458842362984,-0.0404458842362984
"SNAIL",-0.114920042476334,0.367262125257184,0.165836035110587,-0.133838729261929,-0.150384349939958,-0.172608245483078,0.190955960860076,0,0.135441513591333,0.135441513591333
"OVOL2",-0.0993785600833731,-0.0707566427067075,0.279409213994958,-0.113491778878007,0.122688567358621,-0.142851688873268,0.163000249690353,0,0.121694088033684,0.121694088033684
"NRF2",0.135441513591333,-0.453702085748224,-0.153451530575536,0.157788511975594,0.171429795619693,0.190955960860076,-0.168955531583408,0,-0.111468304947329,-0.111468304947329
"miR34",0.135441513591333,-0.453702085748224,-0.153451530575536,0.157788511975594,0.171429795619693,0.190955960860076,-0.168955531583408,0,-0.111468304947329,-0.111468304947329
"miR200",-0.0348917401638331,-0.169534586235053,0.181078559537682,0.0696681113024468,0.105285423331382,0.0664132705502019,-0.126787660985942,0,0.0785380465870419,0.0785380465870419
"KEAP1",-0.111468304947329,0.464851167337289,0.164677071255247,-0.227385581572664,-0.147561117713748,-0.168955531583408,0.190960739916741,0,0.136564237410875,0.136564237410875
"Iext",-0.135441513591333,0.453702085748224,0.153451530575536,-0.157788511975594,-0.171429795619693,-0.190955960860076,0.168955531583408,0,0.111468304947329,0.111468304947329
"GRHL2",-0.0404458842362984,-0.114799440284727,0.191340965127391,-0.0376210885002485,0.0963196541924389,0.0544856677004661,-0.0139626801769659,0,0.0851790161597627,0.0851790161597627
"Ecad",-0.0549184046269776,0.164976630536332,0.203231178362037,-0.155749903247333,0.0625079012678666,0.0296162445329569,0.00705628829498411,0,0.0955693299620127,0.0955693299620127
