"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0824956509220041,0.0389771770066253,0.0292673555647041,0.0281867568586913,-0.0188887156983118,-0.0303765810178554,0.0313743824722778,0,-0.0171394582135363,-0.0171394582135363
"SNAIL",-0.0822016878279962,-0.051362947332137,-0.0698126126660137,-0.0634446995053267,-0.0322921724931699,-0.0383629019395934,0.0406687443501182,0,0.0826806748745204,0.0826806748745204
"OVOL2",-0.0364679089388463,-0.0658026043396727,-0.0731142694555689,0.0281695660676067,0.0399693364044028,0.0757473289113164,-0.0743039255180523,0,0.036870393410896,0.036870393410896
"NRF2",0.0826806748745204,-0.0425554948860089,0.0689903697228926,0.0661004213788178,0.0350423187775468,0.0406687443501182,-0.0370842841655293,0,-0.0820108909746089,-0.0820108909746089
"miR34",0.0826806748745204,-0.0425554948860089,0.0689903697228926,0.0661004213788178,0.0350423187775468,0.0406687443501182,-0.0370842841655293,0,-0.0820108909746089,-0.0820108909746089
"miR200",0.0239825282126459,-0.0284917113227629,0.0335588600311745,0.135597404291522,-0.0112715159653881,-0.0212783928658685,-0.079146335779719,0,-0.0244366944931167,-0.0244366944931167
"KEAP1",-0.0820108909746089,0.0523376392687514,-0.0701232224520378,-0.161924597202994,-0.0307536467870114,-0.0370842841655293,0.0428134508321959,0,0.0828550966538107,0.0828550966538107
"Iext",0.0826806748745204,-0.0425554948860089,0.0689903697228926,0.0661004213788178,0.0350423187775468,0.0406687443501182,-0.0370842841655293,0,-0.0820108909746089,-0.0820108909746089
"GRHL2",-0.0171394582135363,-0.0367464424415059,-0.0297802452934124,-0.0271681137681666,0.0201259734992612,0.0313743824722778,-0.030092550306836,0,0.0177235468338787,0.0177235468338787
"Ecad",-0.0274108887432283,0.060215751708289,-0.0342439796028805,-0.135489134762693,0.0315651189777224,0.0371425972829993,-0.0349360181575086,0,0.0280490508364,0.0280490508364
