"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0121083497843907,0.051306970383634,-0.173633466881827,0.147037032256844,-0.0370945005064831,-0.00487427391397686,-0.0455360925057802,0,-0.0433285240960578,-0.0433285240960578
"SNAIL",-0.0279608749578313,-0.0810524895829116,0.08691250613112,0.0122914683575721,0.0858233289775774,-0.0234319671283999,-0.0557137608757474,0,0.0633684304578521,0.0633684304578521
"OVOL2",-0.0980147043483069,-0.0795584869367093,0.279131896084706,0.0147690103671718,0.105330064797946,-0.140779923717616,-0.162397210794513,0,0.121701660870046,0.121701660870046
"NRF2",0.0633684304578521,0.0053646103674466,-0.0675770818707148,0.000359424930694419,-0.0616181407583459,0.0557137608757474,0.0198906228632984,0,-0.0240786541403998,-0.0240786541403998
"miR34",0.0633684304578521,0.0053646103674466,-0.0675770818707148,0.000359424930694419,-0.0616181407583459,0.0557137608757474,0.0198906228632984,0,-0.0240786541403998,-0.0240786541403998
"miR200",-0.0548500477278119,0.0343740479076721,0.198205220511308,-0.232561863515151,0.070000318573477,0.0324587100410036,0.0947522447271763,0,0.0961977166498621,0.0961977166498621
"KEAP1",-0.0240786541403998,0.0214188155189267,0.0888953105009929,-0.0863667509380204,0.0883853693889286,-0.0198906228632984,-0.0596041645299651,0,0.067593619604713,0.067593619604713
"Iext",0.0633684304578521,0.0053646103674466,-0.0675770818707148,0.000359424930694419,-0.0616181407583459,0.0557137608757474,0.0198906228632984,0,-0.0240786541403998,-0.0240786541403998
"GRHL2",-0.0433285240960578,-0.0205949379365858,0.19746934216864,-0.130988598660842,0.0673100479346988,0.0455360925057802,0.000740331097473956,0,0.0924322501786359,0.0924322501786359
"Ecad",-0.0394979640805629,0.0509336129112248,0.194245351786714,-0.221102206379191,0.147581147062481,0.0526715794782624,0.0089325785306517,0,0.0874398913300843,0.0874398913300843
