"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.0584547968022812,0.0826476447771886,0.0429787033934421,0.144146701127386,-0.048473623440796,-0.128883273105697,0.128595770991711,0,-0.0416911595435026,-0.0416911595435026
"SNAIL",-0.104192793560845,0.321824542095276,-0.0813565919202709,0.01187049940559,-0.165541301378865,-0.140364229836682,0.140109596932452,0,0.104121986780055,0.104121986780055
"OVOL2",-0.0437647811708172,-0.0890159664797847,-0.0775535458338001,0.00470409148617227,0.0512359765141961,-0.0353364404547916,0.0348721879014026,0,0.0443063960776495,0.0443063960776495
"NRF2",0.104121986780055,-0.420935590493752,0.0805343489771497,-0.0113393550308918,0.1658533747161,0.140109596932452,-0.140302771433418,0,-0.103755501249915,-0.103755501249915
"miR34",0.104121986780055,-0.420935590493752,0.0805343489771497,-0.0113393550308918,0.1658533747161,0.140109596932452,-0.140302771433418,0,-0.103755501249915,-0.103755501249915
"miR200",-0.0516470141053758,0.064139648843425,-0.048538555746229,-0.242986771295686,0.0215685207959751,0.111277899961345,-0.211702628606932,0,0.051359684417731,0.051359684417731
"KEAP1",0.103755501249915,-0.421063740856844,0.0822851213767378,0.0871221834306467,0.164522407546623,0.140302771433418,-0.139781938100084,0,-0.10429272304577,-0.10429272304577
"Iext",0.104121986780055,-0.420935590493752,0.0805343489771497,-0.0113393550308918,0.1658533747161,0.140109596932452,-0.140302771433418,0,-0.103755501249915,-0.103755501249915
"GRHL2",-0.0416911595435026,-0.0824223180534392,-0.0434241076315309,-0.14358933037974,0.0486525978396755,0.128595770991711,-0.129023048380191,0,0.0416105955958692,0.0416105955958692
"Ecad",-0.0527862504889753,0.178833356034849,-0.0490275268528552,-0.23132636714133,0.0210449591945077,0.080924554166429,-0.0813712849096265,0,0.0528341126459632,0.0528341126459632
