"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-1,-1,1,0.00130131020408796,-1,-1,1,1
"GRHL2",1,1,-1,-1,1,0.00130131020408796,-1,-1,1,1
"Iext",-1,-1,1,1,-1,-0.00130131020408796,1,1,-1,-1
"KEAP1",-1,-1,1,1,-1,-0.00130131020408796,1,1,-1,-1
"NRF2",1,1,-1,-1,1,0.00130131020408796,-1,-1,1,1
"OVOL2",0.00130131020408796,0.00130131020408796,-0.00130131020408796,-0.00130131020408796,0.00130131020408796,1,-0.00130131020408796,-0.00130131020408796,0.00130131020408796,0.00130131020408796
"SNAIL",-1,-1,1,1,-1,-0.00130131020408796,1,1,-1,-1
"ZEB",-1,-1,1,1,-1,-0.00130131020408796,1,1,-1,-1
"miR200",1,1,-1,-1,1,0.00130131020408796,-1,-1,1,1
"miR34",1,1,-1,-1,1,0.00130131020408796,-1,-1,1,1
