"","GRHL2","Ecad","miR34","miR200","OVOL2","SNAIL","NRF2","KEAP1","ZEB"
"GRHL2",0.746781894133677,0.746781894133677,0.639700682053538,0.639700682053538,0,-0.186129331799105,-0.291135077459091,-0.596355972155927,-0.79578370901571
"miR200",0.727810177548905,0.727810177548905,0.61634009954019,0.61634009954019,0,-0.168940900699157,-0.18206710606027,-0.675227885041679,-0.774286820462603
"Ecad",0.521207021685355,0.521207021685355,0.357587054165789,0.357587054165789,0,-0.0211382733994125,-0.316907817145303,-0.332413655552978,-0.549508908477808
"NRF2",0.344160122380563,0.344160122380563,0.310579521903535,0.310579521903535,0,-0.11797568835988,-0.0814420753476743,-0.291135077459091,-0.366561708333551
"miR34",0.344160122380563,0.344160122380563,0.310579521903535,0.310579521903535,0,-0.11797568835988,-0.0814420753476743,-0.291135077459091,-0.366561708333551
"OVOL2",0.18045333367915,0.18045333367915,0.166369100237641,0.051556095828134,0,-0.0797883100481801,-0.0966803290861029,-0.0414652784719281,-0.189614762059516
"KEAP1",-0.32002219134608,-0.32002219134608,-0.291135077459091,-0.291135077459091,0,0.11360517303046,-0.0287067744493487,0.27021155653557,0.344160122380563
"SNAIL",-0.366561708333551,-0.366561708333551,-0.32752264986562,-0.32752264986562,0,0.0233328312170227,0.0899505838561828,0.310579521903535,0.385962504478533
"ZEB",-0.79578370901571,-0.79578370901571,-0.676409542813032,-0.676409542813032,0,0.198922124591897,0.310579521903535,0.639700682053538,0.738398234155375
