"","GRHL2","Ecad","miR34","OVOL2","miR200","SNAIL","NRF2","KEAP1","ZEB"
"GRHL2",0.622160987635652,0.622160987635652,0.552262606570831,0.300309012160586,0.292115736191707,-0.161914308796611,-0.266919954648526,-0.277242318470188,-0.649181467706121
"miR200",0.617030153287512,0.617030153287512,0.540128402511762,0.301467397710268,0.29227059325346,-0.147900168219462,-0.163172954030097,-0.378121777018962,-0.643539957209081
"Ecad",0.450991552359249,0.450991552359249,0.309087238531425,0.223702698615642,0.187763578393335,-0.00748812788342363,-0.30739036470336,-0.179314531558786,-0.467003340178503
"NRF2",0.311959792386164,0.311959792386164,0.287693960490891,0.189346034270506,0.203927434450695,-0.112232201128657,-0.0811692210842895,-0.198199120211743,-0.326544547790032
"miR34",0.311959792386164,0.311959792386164,0.287693960490891,0.189346034270506,0.203927434450695,-0.112232201128657,-0.0811692210842895,-0.198199120211743,-0.326544547790032
"OVOL2",-0.288101061076605,-0.288101061076605,-0.258585371382277,-0.151777080062794,-0.147652839148719,0.100593851365219,0.0370341680177746,0.144804415954416,0.301467397710268
"KEAP1",-0.29606955626619,-0.29606955626619,-0.274896885536595,-0.183429846924573,-0.198199120211743,0.107804369041251,-0.0286512646601667,0.188006282746178,0.311959792386164
"SNAIL",-0.326544547790032,-0.326544547790032,-0.299399209920301,-0.196623820183524,-0.210626780855924,0.0144890743334171,0.0863650042168196,0.203927434450695,0.337832383544313
"ZEB",-0.649181467706121,-0.649181467706121,-0.572136324013609,-0.312616050823665,-0.302290778540662,0.171149661328885,0.280207177072989,0.292115736191707,0.570811364856156
