"","ZEB","SNAIL","OVOL2","NRF2","miR34","miR200","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.418161289470699,-0.260157937821513,-0.256480105601851,0.262328947651642,0.497727059570848,-0.197628801837291,0.196755020902627,0,-0.509662649518466,-0.509662649518466
"SNAIL",0.294635432808984,-0.128431212014402,-0.183848674834277,0.0867533908583658,0.130725817637138,-0.174537119133958,0.1712834764688,0,-0.291074268245695,-0.291074268245695
"OVOL2",-0.143196961576234,0.126232697208574,-0.00539984651086179,-0.0922217674959163,-0.148678332858441,-0.0200690288857393,0.024466766709661,0,0.143808141700458,0.143808141700458
"NRF2",-0.291074268245695,0.027796246584742,0.177872579216747,-0.0848702426207994,-0.121305103769379,0.1712834764688,-0.17061809763214,0,0.281962679720483,0.281962679720483
"miR34",-0.291074268245695,0.027796246584742,0.177872579216747,-0.0848702426207994,-0.121305103769379,0.1712834764688,-0.17061809763214,0,0.281962679720483,0.281962679720483
"miR200",-0.515058550328455,0.153320661339617,0.258343020159818,-0.151543938796111,-0.463253339644633,0.203751775227399,-0.297789843498596,0,0.505891806422625,0.505891806422625
"KEAP1",0.281962679720483,-0.0173306335988386,-0.177460632769785,-0.0253129075623508,0.11683896948958,-0.17061809763214,0.164888930965474,0,-0.275592764141051,-0.275592764141051
"Iext",0.291074268245695,-0.027796246584742,-0.177872579216747,0.0848702426207994,0.121305103769379,-0.1712834764688,0.17061809763214,0,-0.281962679720483,-0.281962679720483
"GRHL2",-0.509662649518466,0.254141714297403,0.254064125037672,-0.252353933236881,-0.489626522647652,0.196755020902627,-0.190482588839732,0,0.501223576003864,0.501223576003864
"Ecad",-0.396761885229275,0.222422526713572,0.201049628791301,-0.304612453096748,-0.373390167024491,0.128921021910445,-0.125144116536139,0,0.391401323646633,0.391401323646633
