"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.41156317636455,0.374854098456681,-0.0941434133771329,0.408128842923704,-0.0769603071878703,-0.493604533194539,0.357441569294825,-0.374854098456681,-0.493604533194539,0.0941434133771329,-0.493604533194539,0.493604533194539,0.476237836739371,-0.493604533194539,0,-0.493604533194539,0.336539026629066,-0.329920785306119,0.476237836739371,-0.476237836739371
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.521490843463217,0.30362508140036,0.170076357379961,0.35966024718855,0.0544577366168734,-0.506181170533502,0.265257803879553,-0.30362508140036,-0.506181170533502,-0.299813335852924,-0.506181170533502,0.506181170533502,0.484808081082237,-0.506181170533502,0,-0.506181170533502,0.416137550270923,-0.43516147371621,0.484808081082237,-0.484808081082237
"TGFB",0.325260728316365,0.263645767750909,0.179784527112665,0.303597526662938,0.0792217529866516,-0.312711074057133,0.0794440724521272,-0.263645767750909,-0.312711074057133,-0.179784527112665,-0.312711074057133,0.312711074057133,0.298829325985154,-0.312711074057133,0,-0.312711074057133,0.262960211905623,-0.277971554201724,0.298829325985154,-0.298829325985154
"SNAIL1",0.334151413303231,0.269291873108856,0.177550824028027,0.315965477256145,-0.0178603479007095,-0.325260728316365,0.0891604164413212,-0.269291873108856,-0.325260728316365,-0.177550824028027,-0.325260728316365,0.325260728316365,0.312711074057133,-0.325260728316365,0,-0.325260728316365,0.272929355034035,-0.283248875176459,0.312711074057133,-0.312711074057133
"MIR340",-0.493604533194539,-0.358092994453757,0.100282397484331,-0.390665428289557,0.0649772397831162,0.476237836739371,-0.352890298960334,0.358092994453757,0.476237836739371,-0.100282397484331,0.476237836739371,-0.476237836739371,-0.445396715244044,0.476237836739371,0,0.476237836739371,-0.326946700489977,0.318041406689001,-0.445396715244044,0.445396715244044
"MIR34",-0.325260728316365,-0.263645767750909,-0.179784527112665,-0.303597526662938,-0.0792217529866516,0.312711074057133,-0.0794440724521272,0.263645767750909,0.312711074057133,0.179784527112665,0.312711074057133,-0.312711074057133,-0.298829325985154,0.312711074057133,0,0.312711074057133,-0.262960211905623,0.277971554201724,-0.298829325985154,0.298829325985154
"MIR200",-0.462436698077285,-0.422315777973485,-0.103799020578052,-0.557672903411702,-0.0583528412167312,0.446499252988548,-0.220862943332437,0.422315777973485,0.446499252988548,0.103799020578052,0.446499252988548,-0.446499252988548,-0.419714442861966,0.446499252988548,0,0.446499252988548,-0.400259771949266,0.398848642483964,-0.419714442861966,0.419714442861966
"MIR190",-0.312711074057133,-0.252202981681257,-0.176308944182616,-0.390747834865878,-0.0844678068399478,0.298829325985154,-0.0739190659059109,0.252202981681257,0.298829325985154,0.176308944182616,0.298829325985154,-0.298829325985154,-0.278027320972623,0.298829325985154,0,0.298829325985154,-0.254779335136551,0.269223996137908,-0.278027320972623,0.278027320972623
"MIR129",-0.506181170533502,-0.291767982539873,-0.271593093781635,-0.340697158994693,-0.0526325685092846,0.484808081082237,-0.250844499290701,0.291767982539873,0.484808081082237,0.301356626462393,0.484808081082237,-0.484808081082237,-0.460665011037528,0.484808081082237,0,0.484808081082237,-0.401804901400287,0.425000224676026,-0.460665011037528,0.460665011037528
"MIR1199",-0.493604533194539,-0.358092994453757,0.100282397484331,-0.390665428289557,0.0649772397831162,0.476237836739371,-0.352890298960334,0.358092994453757,0.476237836739371,-0.100282397484331,0.476237836739371,-0.476237836739371,-0.445396715244044,0.476237836739371,0,0.476237836739371,-0.326946700489977,0.318041406689001,-0.445396715244044,0.445396715244044
"HAS2",0.476237836739371,0.348925449669773,-0.0877709819592172,0.362935959690524,-0.0807766721388399,-0.445396715244044,0.323807053438732,-0.348925449669773,-0.445396715244044,0.0877709819592172,-0.445396715244044,0.445396715244044,0.51969696969697,-0.445396715244044,0,-0.445396715244044,0.30288708374051,-0.308094223590409,0.41969696969697,-0.41969696969697
"HA",0.493604533194539,0.358092994453757,-0.100282397484331,0.390665428289557,-0.0649772397831162,-0.476237836739371,0.352890298960334,-0.358092994453757,-0.476237836739371,0.100282397484331,-0.476237836739371,0.476237836739371,0.445396715244044,-0.476237836739371,0,-0.476237836739371,0.326946700489977,-0.318041406689001,0.445396715244044,-0.445396715244044
"GRHL2",-0.633842012074443,-0.464834814184915,0.114874339832995,-0.505062765988328,0.0904573145060815,0.612977433336022,-0.500692818178823,0.464834814184915,0.612977433336022,-0.114874339832995,0.612977433336022,-0.612977433336022,-0.583423293208634,0.612977433336022,0,0.612977433336022,-0.433245208331044,0.430389632303608,-0.583423293208634,0.683423293208633
"EXTGFB",0.325260728316365,0.263645767750909,0.179784527112665,0.303597526662938,0.0792217529866516,-0.312711074057133,0.0794440724521272,-0.263645767750909,-0.312711074057133,-0.179784527112665,-0.312711074057133,0.312711074057133,0.298829325985154,-0.312711074057133,0,-0.312711074057133,0.262960211905623,-0.277971554201724,0.298829325985154,-0.298829325985154
"ESRP1",-0.476237836739371,-0.348925449669773,0.0877709819592172,-0.362935959690524,0.0807766721388399,0.445396715244044,-0.323807053438732,0.348925449669773,0.445396715244044,-0.0877709819592172,0.445396715244044,-0.445396715244044,-0.41969696969697,0.445396715244044,0,0.445396715244044,-0.30288708374051,0.308094223590409,-0.51969696969697,0.41969696969697
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.493604533194539,0.358092994453757,-0.100282397484331,0.390665428289557,-0.0649772397831162,-0.476237836739371,0.352890298960334,-0.358092994453757,-0.476237836739371,0.100282397484331,-0.476237836739371,0.476237836739371,0.445396715244044,-0.476237836739371,0,-0.476237836739371,0.326946700489977,-0.318041406689001,0.445396715244044,-0.445396715244044
"CD24",-0.493604533194539,-0.358092994453757,0.100282397484331,-0.390665428289557,0.0649772397831162,0.476237836739371,-0.352890298960334,0.358092994453757,0.476237836739371,-0.100282397484331,0.476237836739371,-0.476237836739371,-0.445396715244044,0.476237836739371,0,0.476237836739371,-0.326946700489977,0.318041406689001,-0.445396715244044,0.445396715244044
