"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0907411312288871,0.0455255967004314,0.00178788912237047,0.0739808465159926,0.00851173279236474,-0.0518981465629579,-0.0455255967004314,-0.00851173279236474,-0.00851173279236474,-0.00851173279236474,-0.0126089862817839,0.00851173279236474,0,-0.00851173279236474,-0.00592245004647066,-0.0518981465629579,0.0126089862817839,-0.0126089862817839
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0.0887001733198431,0.119887714046466,-0.0816765773902538,-0.0327560883232603,0.085094860226864,0.0379180600600491,-0.119887714046466,-0.085094860226864,-0.085094860226864,-0.085094860226864,-0.0887683296146191,0.085094860226864,0,-0.085094860226864,0.0708194450715106,0.0379180600600491,0.0887683296146191,-0.0887683296146191
"SNAIL1",-0.0852264741847233,-0.115924670039659,0.0866089560696492,-0.0551043062139173,-0.0887001733198431,-0.0293355169042018,0.115924670039659,0.0887001733198431,0.0887001733198431,0.0887001733198431,0.085094860226864,-0.0887001733198431,0,0.0887001733198431,-0.0789028870532577,-0.0293355169042018,-0.085094860226864,0.085094860226864
"MIR340",-0.00851173279236474,-0.0454103893271595,0.000939803896584681,-0.0682990283341744,-0.0126089862817839,0.0572552894201008,0.0454103893271595,0.0126089862817839,0.0126089862817839,0.0126089862817839,0.0109619274582545,-0.0126089862817839,0,0.0126089862817839,0.00142892377076617,0.0572552894201008,-0.0109619274582545,0.0109619274582545
"MIR34",0.0887001733198431,0.119887714046466,-0.0816765773902538,-0.0327560883232603,0.085094860226864,0.0379180600600491,-0.119887714046466,-0.085094860226864,-0.085094860226864,-0.085094860226864,-0.0887683296146191,0.085094860226864,0,-0.085094860226864,0.0708194450715106,0.0379180600600491,0.0887683296146191,-0.0887683296146191
"MIR200",-0.0251913658055145,0.0436841401224195,-0.00142753429964812,-0.0978446270677332,-0.0269095788639338,0.159211200973172,-0.0436841401224195,0.0269095788639338,0.0269095788639338,0.0269095788639338,0.0287994720438845,-0.0269095788639338,0,0.0269095788639338,0.101606568852881,0.159211200973172,-0.0287994720438845,0.0287994720438845
"MIR190",-0.085094860226864,-0.114151077801355,-0.0117416816331007,0.0502121099741398,-0.0887683296146191,-0.0274878123416658,0.114151077801355,0.0887683296146191,0.0887683296146191,0.0887683296146191,0.0786865857454093,-0.0887683296146191,0,0.0887683296146191,-0.0816020537671628,-0.0274878123416658,-0.0786865857454093,0.0786865857454093
"MIR1199",-0.00851173279236474,-0.0454103893271595,0.000939803896584681,-0.0682990283341744,-0.0126089862817839,0.0572552894201008,0.0454103893271595,0.0126089862817839,0.0126089862817839,0.0126089862817839,0.0109619274582545,-0.0126089862817839,0,0.0126089862817839,0.00142892377076617,0.0572552894201008,-0.0109619274582545,0.0109619274582545
"HAS2",0.0126089862817839,0.0488376551306629,0.00188070892392814,0.0758929531942864,0.0109619274582545,-0.0516955026721952,-0.0488376551306629,-0.0109619274582545,-0.0109619274582545,-0.0109619274582545,0.0880479735318445,0.0109619274582545,0,-0.0109619274582545,-0.00604108309990663,-0.0516955026721952,0.0119520264681555,-0.0119520264681555
"HA",0.00851173279236474,0.0454103893271595,-0.000939803896584681,0.0682990283341744,0.0126089862817839,-0.0572552894201008,-0.0454103893271595,-0.0126089862817839,-0.0126089862817839,-0.0126089862817839,-0.0109619274582545,0.0126089862817839,0,-0.0126089862817839,-0.00142892377076617,-0.0572552894201008,0.0109619274582545,-0.0109619274582545
"GRHL2",-0.144027452847708,-0.14593860655958,-0.00852416930460709,-0.0928559619207132,-0.14653477945142,0.181686904287295,0.14593860655958,0.14653477945142,0.14653477945142,0.14653477945142,0.145580746493918,-0.14653477945142,0,0.14653477945142,0.0158071097577122,0.181686904287295,-0.145580746493918,0.0455807464939177
"EXTGFB",-0.0887001733198431,-0.119887714046466,0.0816765773902538,0.0327560883232603,-0.085094860226864,-0.0379180600600491,0.119887714046466,0.085094860226864,0.085094860226864,0.085094860226864,0.0887683296146191,-0.085094860226864,0,0.085094860226864,-0.0708194450715106,-0.0379180600600491,-0.0887683296146191,0.0887683296146191
"ESRP1",0.0126089862817839,0.0488376551306629,0.00188070892392814,0.0758929531942864,0.0109619274582545,-0.0516955026721952,-0.0488376551306629,-0.0109619274582545,-0.0109619274582545,-0.0109619274582545,-0.0119520264681555,0.0109619274582545,0,-0.0109619274582545,-0.00604108309990663,-0.0516955026721952,-0.0880479735318445,-0.0119520264681555
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"CD44s",-0.00851173279236474,-0.0454103893271595,0.000939803896584681,-0.0682990283341744,-0.0126089862817839,0.0572552894201008,0.0454103893271595,0.0126089862817839,0.0126089862817839,0.0126089862817839,0.0109619274582545,-0.0126089862817839,0,0.0126089862817839,0.00142892377076617,0.0572552894201008,-0.0109619274582545,0.0109619274582545
"CD24",0.00851173279236474,0.0454103893271595,-0.000939803896584681,0.0682990283341744,0.0126089862817839,-0.0572552894201008,-0.0454103893271595,-0.0126089862817839,-0.0126089862817839,-0.0126089862817839,-0.0109619274582545,0.0126089862817839,0,-0.0126089862817839,-0.00142892377076617,-0.0572552894201008,0.0109619274582545,-0.0109619274582545
