"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0729461700895151,-0.0300609374375065,-0.0762399173181023,0.145274497733033,-0.0218902901462478,-0.103782364148814,-0.103782364148814,-0.0218902901462478,-0.0218902901462478,0.0218902901462478,0.026077593162907,-0.0218902901462478,0,0.0218902901462478,0.0325954996494881,-0.0300609374375065,-0.026077593162907,-0.026077593162907
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TGFB",0.118278653408567,-0.133297549911966,0.00311241757473124,-0.0413837130664378,-0.114142031017675,0.0181979397342405,0.0181979397342405,-0.114142031017675,-0.114142031017675,0.114142031017675,0.120060398364614,-0.114142031017675,0,0.114142031017675,0.136296246131002,-0.133297549911966,-0.120060398364614,-0.120060398364614
"SNAIL1",-0.116137720472228,0.13619081516847,-0.00820390524378454,-0.0581610517287064,0.118278653408567,-0.0157909375460567,-0.0157909375460567,0.118278653408567,0.118278653408567,-0.118278653408567,-0.114142031017675,0.118278653408567,0,-0.118278653408567,-0.133297549911966,0.13619081516847,0.114142031017675,0.114142031017675
"MIR340",-0.0218902901462478,0.0325954996494881,0.0686116232820413,-0.145334306345474,0.026077593162907,0.106604944793976,0.106604944793976,0.026077593162907,0.026077593162907,-0.026077593162907,-0.0154893578687894,0.026077593162907,0,-0.026077593162907,-0.0245985461079801,0.0325954996494881,0.0154893578687894,0.0154893578687894
"MIR34",0.118278653408567,-0.133297549911966,0.00311241757473124,-0.0413837130664378,-0.114142031017675,0.0181979397342405,0.0181979397342405,-0.114142031017675,-0.114142031017675,0.114142031017675,0.120060398364614,-0.114142031017675,0,0.114142031017675,0.136296246131002,-0.133297549911966,-0.120060398364614,-0.120060398364614
"MIR200",0.0768640547497127,-0.172107224329623,0.0952135972544997,0.00920279075349656,-0.0815813306010092,-0.0296569481483383,-0.0296569481483383,-0.0815813306010092,-0.0815813306010092,0.0815813306010092,0.0726248803134167,-0.0815813306010092,0,0.0815813306010092,0.165751292126233,-0.172107224329623,-0.0726248803134167,-0.0726248803134167
"MIR190",0.114142031017675,-0.136296246131002,0.107571016300846,-0.0407071230799696,-0.120060398364614,0.0136347063574478,0.0136347063574478,-0.120060398364614,-0.120060398364614,0.120060398364614,0.114883286647993,-0.120060398364614,0,0.120060398364614,0.133687550478828,-0.136296246131002,-0.114883286647993,-0.114883286647993
"MIR1199",-0.0218902901462478,0.0325954996494881,0.0686116232820413,-0.145334306345474,0.026077593162907,0.106604944793976,0.106604944793976,0.026077593162907,0.026077593162907,-0.026077593162907,-0.0154893578687894,0.026077593162907,0,-0.026077593162907,-0.0245985461079801,0.0325954996494881,0.0154893578687894,0.0154893578687894
"HAS2",-0.026077593162907,0.0245985461079801,0.0791244437948618,-0.145733986601269,0.0154893578687894,0.10089283512147,0.10089283512147,0.0154893578687894,0.0154893578687894,-0.0154893578687894,0.0722994210090984,0.0154893578687894,0,-0.0154893578687894,-0.0306782106782107,0.0245985461079801,0.0277005789909016,0.0277005789909016
"HA",-0.0218902901462478,0.0325954996494881,0.0686116232820413,-0.145334306345474,0.026077593162907,0.106604944793976,0.106604944793976,0.026077593162907,0.026077593162907,-0.026077593162907,-0.0154893578687894,0.026077593162907,0,-0.026077593162907,-0.0245985461079801,0.0325954996494881,0.0154893578687894,0.0154893578687894
"GRHL2",0.0200730057070452,-0.0202372817194248,-0.00459901456064205,-0.0967674580603508,-0.0141140346878332,0.016393252597843,0.016393252597843,-0.0141140346878332,-0.0141140346878332,0.0141140346878332,0.02512877883354,-0.0141140346878332,0,0.0141140346878332,0.0277233152389779,-0.0202372817194248,-0.02512877883354,0.07487122116646
"EXTGFB",0.118278653408567,-0.133297549911966,0.00311241757473124,-0.0413837130664378,-0.114142031017675,0.0181979397342405,0.0181979397342405,-0.114142031017675,-0.114142031017675,0.114142031017675,0.120060398364614,-0.114142031017675,0,0.114142031017675,0.136296246131002,-0.133297549911966,-0.120060398364614,-0.120060398364614
"ESRP1",-0.026077593162907,0.0245985461079801,0.0791244437948618,-0.145733986601269,0.0154893578687894,0.10089283512147,0.10089283512147,0.0154893578687894,0.0154893578687894,-0.0154893578687894,-0.0277005789909016,0.0154893578687894,0,-0.0154893578687894,-0.0306782106782107,0.0245985461079801,-0.0722994210090984,0.0277005789909016
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.0218902901462478,-0.0325954996494881,-0.0686116232820413,0.145334306345474,-0.026077593162907,-0.106604944793976,-0.106604944793976,-0.026077593162907,-0.026077593162907,0.026077593162907,0.0154893578687894,-0.026077593162907,0,0.026077593162907,0.0245985461079801,-0.0325954996494881,-0.0154893578687894,-0.0154893578687894
"CD24",0.0218902901462478,-0.0325954996494881,-0.0686116232820413,0.145334306345474,-0.026077593162907,-0.106604944793976,-0.106604944793976,-0.026077593162907,-0.026077593162907,0.026077593162907,0.0154893578687894,-0.026077593162907,0,0.026077593162907,0.0245985461079801,-0.0325954996494881,-0.0154893578687894,-0.0154893578687894
