"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0883414590779497,0.0231472443432831,-0.023232043143862,0.114519639992824,0.0118743802047998,0.0782361770917923,0.0231472443432831,-0.0118743802047998,0.0118743802047998,-0.0118743802047998,0.0146208907856192,-0.0118743802047998,0,-0.0118743802047998,-0.052448623159934,0.0782361770917923,0.0146208907856192,0.0146208907856192
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TGFB",0.0166621853882529,0.0835800537608447,-0.0999658516141845,-0.0379014199454263,0.00774377931614668,-0.0744710797828519,0.0835800537608447,-0.00774377931614668,0.00774377931614668,-0.00774377931614668,0.022029493601861,-0.00774377931614668,0,-0.00774377931614668,-0.0136809537425818,-0.0744710797828519,0.022029493601861,0.022029493601861
"SNAIL1",-0.00955882511602836,-0.0847713982782286,0.0924081746054335,-0.0540560914354538,-0.0166621853882529,0.0642352421947167,-0.0847713982782286,0.0166621853882529,-0.0166621853882529,0.0166621853882529,-0.00774377931614668,0.0166621853882529,0,0.0166621853882529,0.00455448698899641,0.0642352421947167,-0.00774377931614668,-0.00774377931614668
"MIR340",0.0118743802047998,0.0256242028686288,-0.0248501661212083,0.115117726117226,0.0146208907856192,0.0792730434512393,0.0256242028686288,-0.0146208907856192,0.0146208907856192,-0.0146208907856192,0.0157973613738545,-0.0146208907856192,0,-0.0146208907856192,-0.0532102377829348,0.0792730434512393,0.0157973613738545,0.0157973613738545
"MIR34",-0.0166621853882529,-0.0835800537608447,0.0999658516141845,0.0379014199454263,-0.00774377931614668,0.0744710797828519,-0.0835800537608447,0.00774377931614668,-0.00774377931614668,0.00774377931614668,-0.022029493601861,0.00774377931614668,0,0.00774377931614668,0.0136809537425818,0.0744710797828519,-0.022029493601861,-0.022029493601861
"MIR200",-0.0275340371008988,-0.147936389244987,0.0438106139165586,0.0102728372727398,-0.0338133248234855,0.0084887802860978,-0.147936389244987,0.0338133248234855,-0.0338133248234855,0.0338133248234855,-0.0284723223584074,0.0338133248234855,0,0.0338133248234855,0.0662810078692753,0.0084887802860978,-0.0284723223584074,-0.0284723223584074
"MIR190",0.00774377931614668,0.0868395061728395,0.0104375454134163,-0.0504859936937349,0.022029493601861,-0.0594775986876759,0.0868395061728395,-0.022029493601861,0.022029493601861,-0.022029493601861,0.00159352629940865,-0.022029493601861,0,-0.022029493601861,-0.000637475481712244,-0.0594775986876759,0.00159352629940865,0.00159352629940865
"MIR1199",-0.0118743802047998,-0.0256242028686288,0.0248501661212083,-0.115117726117226,-0.0146208907856192,-0.0792730434512393,-0.0256242028686288,0.0146208907856192,-0.0146208907856192,0.0146208907856192,-0.0157973613738545,0.0146208907856192,0,0.0146208907856192,0.0532102377829348,-0.0792730434512393,-0.0157973613738545,-0.0157973613738545
"HAS2",0.0146208907856192,0.0275282394261307,-0.0248501661212083,0.113119324838249,0.0157973613738545,0.0788922361397389,0.0275282394261307,-0.0157973613738545,0.0157973613738545,-0.0157973613738545,-0.0845326716294458,-0.0157973613738545,0,-0.0157973613738545,-0.0530005941770648,0.0788922361397389,0.0154673283705542,0.0154673283705542
"HA",-0.0118743802047998,-0.0256242028686288,0.0248501661212083,-0.115117726117226,-0.0146208907856192,-0.0792730434512393,-0.0256242028686288,0.0146208907856192,-0.0146208907856192,0.0146208907856192,-0.0157973613738545,0.0146208907856192,0,0.0146208907856192,0.0532102377829348,-0.0792730434512393,-0.0157973613738545,-0.0157973613738545
"GRHL2",0.0285635744523488,0.0318071486880668,-0.0277422046055394,-0.0828374990179175,0.026902877610929,0.00355169549214107,0.0318071486880668,-0.026902877610929,0.026902877610929,-0.026902877610929,0.0259488446534269,-0.026902877610929,0,-0.026902877610929,-0.0170648969504391,0.00355169549214107,0.0259488446534269,-0.0740511553465731
"EXTGFB",0.0166621853882529,0.0835800537608447,-0.0999658516141845,-0.0379014199454263,0.00774377931614668,-0.0744710797828519,0.0835800537608447,-0.00774377931614668,0.00774377931614668,-0.00774377931614668,0.022029493601861,-0.00774377931614668,0,-0.00774377931614668,-0.0136809537425818,-0.0744710797828519,0.022029493601861,0.022029493601861
"ESRP1",0.0146208907856192,0.0275282394261307,-0.0248501661212083,0.113119324838249,0.0157973613738545,0.0788922361397389,0.0275282394261307,-0.0157973613738545,0.0157973613738545,-0.0157973613738545,0.0154673283705542,-0.0157973613738545,0,-0.0157973613738545,-0.0530005941770648,0.0788922361397389,-0.0845326716294458,0.0154673283705542
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",-0.0118743802047998,-0.0256242028686288,0.0248501661212083,-0.115117726117226,-0.0146208907856192,-0.0792730434512393,-0.0256242028686288,0.0146208907856192,-0.0146208907856192,0.0146208907856192,-0.0157973613738545,0.0146208907856192,0,0.0146208907856192,0.0532102377829348,-0.0792730434512393,-0.0157973613738545,-0.0157973613738545
"CD24",-0.0118743802047998,-0.0256242028686288,0.0248501661212083,-0.115117726117226,-0.0146208907856192,-0.0792730434512393,-0.0256242028686288,0.0146208907856192,-0.0146208907856192,0.0146208907856192,-0.0157973613738545,0.0146208907856192,0,0.0146208907856192,0.0532102377829348,-0.0792730434512393,-0.0157973613738545,-0.0157973613738545
