"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.0658813790310846,-0.13774399813867,0.146570316169255,0.0424725206290422,-0.165765157878835,0.139560890946225,-0.13774399813867,-0.165765157878835,-0.165765157878835,0.165765157878835,0.165179835951775,-0.165765157878835,0,0.165765157878835,0,-0.13774399813867,-0.165179835951775,0.165179835951775
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TGFB",0.219422062966388,0.0103193101190195,0.0303139085654284,-0.13105610041811,-0.218852803004338,0.23284147767546,0.0103193101190195,-0.218852803004338,-0.218852803004338,0.218852803004338,0.216607905045155,-0.218852803004338,0,0.218852803004338,0,0.0103193101190195,-0.216607905045155,0.216607905045155
"SNAIL1",-0.219407884602571,-0.00903071298797159,-0.0321436619464944,0.0298927215612561,0.219422062966388,-0.232282275146892,-0.00903071298797159,0.219422062966388,0.219422062966388,-0.219422062966388,-0.218852803004338,0.219422062966388,0,-0.219422062966388,0,-0.00903071298797159,0.218852803004338,-0.218852803004338
"MIR340",0.165765157878835,-0.137686394452034,0.145691906552981,0.043010798141004,-0.165179835951775,0.138869646706594,-0.137686394452034,-0.165179835951775,-0.165179835951775,0.165179835951775,0.164473953598834,-0.165179835951775,0,0.165179835951775,0,-0.137686394452034,-0.164473953598834,0.164473953598834
"MIR34",-0.219422062966388,-0.0103193101190195,-0.0303139085654284,0.13105610041811,0.218852803004338,-0.23284147767546,-0.0103193101190195,0.218852803004338,0.218852803004338,-0.218852803004338,-0.216607905045155,0.218852803004338,0,-0.218852803004338,0,-0.0103193101190195,0.216607905045155,-0.216607905045155
"MIR200",0.0858459643162035,-0.195763172089253,0.0906207676388854,0.139840908620865,-0.0861271264530357,-0.0169080952707371,-0.195763172089253,-0.0861271264530357,-0.0861271264530357,0.0861271264530357,0.0867023113338903,-0.0861271264530357,0,0.0861271264530357,0,-0.195763172089253,-0.0867023113338903,0.0867023113338903
"MIR190",-0.218852803004338,-0.011883847276777,-0.12904002321511,0.133627142366689,0.216607905045155,-0.231537696710662,-0.011883847276777,0.216607905045155,0.216607905045155,-0.216607905045155,-0.21306567071273,0.216607905045155,0,-0.216607905045155,0,-0.011883847276777,0.21306567071273,-0.21306567071273
"MIR1199",-0.165765157878835,0.137686394452034,-0.145691906552981,-0.043010798141004,0.165179835951775,-0.138869646706594,0.137686394452034,0.165179835951775,0.165179835951775,-0.165179835951775,-0.164473953598834,0.165179835951775,0,-0.165179835951775,0,0.137686394452034,0.164473953598834,-0.164473953598834
"HAS2",0.165179835951775,-0.136696295442133,0.14492267578375,0.0438900947037538,-0.164473953598834,0.138945808168894,-0.136696295442133,-0.164473953598834,-0.164473953598834,0.164473953598834,0.264143920595533,-0.164473953598834,0,0.164473953598834,0,-0.136696295442133,-0.164143920595533,0.164143920595533
"HA",0.165765157878835,-0.137686394452034,0.145691906552981,0.043010798141004,-0.165179835951775,0.138869646706594,-0.137686394452034,-0.165179835951775,-0.165179835951775,0.165179835951775,0.164473953598834,-0.165179835951775,0,0.165179835951775,0,-0.137686394452034,-0.164473953598834,0.164473953598834
"GRHL2",-0.248500076553134,0.241721240416266,-0.242482278391427,-0.0680871425800092,0.247881385572997,-0.221927037217567,0.241721240416266,0.247881385572997,0.247881385572997,-0.247881385572997,-0.24727427369095,0.247881385572997,0,-0.247881385572997,0,0.241721240416266,0.24727427369095,-0.34727427369095
"EXTGFB",0.219422062966388,0.0103193101190195,0.0303139085654284,-0.13105610041811,-0.218852803004338,0.23284147767546,0.0103193101190195,-0.218852803004338,-0.218852803004338,0.218852803004338,0.216607905045155,-0.218852803004338,0,0.218852803004338,0,0.0103193101190195,-0.216607905045155,0.216607905045155
"ESRP1",0.165179835951775,-0.136696295442133,0.14492267578375,0.0438900947037538,-0.164473953598834,0.138945808168894,-0.136696295442133,-0.164473953598834,-0.164473953598834,0.164473953598834,0.164143920595533,-0.164473953598834,0,0.164473953598834,0,-0.136696295442133,-0.264143920595533,0.164143920595533
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"CD44s",-0.165765157878835,0.137686394452034,-0.145691906552981,-0.043010798141004,0.165179835951775,-0.138869646706594,0.137686394452034,0.165179835951775,0.165179835951775,-0.165179835951775,-0.164473953598834,0.165179835951775,0,-0.165179835951775,0,0.137686394452034,0.164473953598834,-0.164473953598834
"CD24",0.165765157878835,-0.137686394452034,0.145691906552981,0.043010798141004,-0.165179835951775,0.138869646706594,-0.137686394452034,-0.165179835951775,-0.165179835951775,0.165179835951775,0.164473953598834,-0.165179835951775,0,0.165179835951775,0,-0.137686394452034,-0.164473953598834,0.164473953598834
