"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.0616723727401116,0.161302248795427,0.16354129619217,-0.0367042702183426,-0.162950805414858,-0.133594926615489,-0.161302248795427,-0.162950805414858,-0.162950805414858,-0.162950805414858,-0.158493353816479,-0.162950805414858,0,0.162950805414858,0,-0.161302248795427,0.158493353816479,0.158493353816479
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TGFB",-0.0391560680018005,0.060960212335107,0.0688677574269592,0.0841091815578547,0.0472395594629011,0.116530750308577,-0.060960212335107,0.0472395594629011,0.0472395594629011,0.0472395594629011,0.0392803757894317,0.0472395594629011,0,-0.0472395594629011,0,-0.060960212335107,-0.0392803757894317,-0.0392803757894317
"SNAIL1",-0.0454937966279171,0.0699317659456103,0.057889237140563,-0.0183693212241383,0.0391560680018005,0.115144900563865,-0.0699317659456103,0.0391560680018005,0.0391560680018005,0.0391560680018005,0.0472395594629011,0.0391560680018005,0,-0.0391560680018005,0,-0.0699317659456103,-0.0472395594629011,-0.0472395594629011
"MIR340",0.162950805414858,0.161129437735519,0.169505235165818,-0.044957858735089,-0.158493353816479,-0.128064972698438,-0.161129437735519,-0.158493353816479,-0.158493353816479,-0.158493353816479,-0.166963942051773,-0.158493353816479,0,0.158493353816479,0,-0.161129437735519,0.166963942051773,0.166963942051773
"MIR34",-0.0391560680018005,0.060960212335107,0.0688677574269592,0.0841091815578547,0.0472395594629011,0.116530750308577,-0.060960212335107,0.0472395594629011,0.0472395594629011,0.0472395594629011,0.0392803757894317,0.0472395594629011,0,-0.0472395594629011,0,-0.060960212335107,-0.0392803757894317,-0.0392803757894317
"MIR200",-0.151490476497071,-0.239971938329145,-0.347285151978605,-0.0640630422491094,0.150834431511129,0.0184341733118379,0.239971938329145,0.150834431511129,0.150834431511129,0.150834431511129,0.155518079826659,0.150834431511129,0,-0.150834431511129,0,0.239971938329145,-0.155518079826659,-0.155518079826659
"MIR190",0.0472395594629011,-0.0738676438866064,-0.158252046174305,-0.0735543777689507,-0.0392803757894317,-0.119268690334653,0.0738676438866064,-0.0392803757894317,-0.0392803757894317,-0.0392803757894317,-0.0433675692499222,-0.0392803757894317,0,0.0392803757894317,0,0.0738676438866064,0.0433675692499222,0.0433675692499222
"MIR1199",-0.162950805414858,-0.161129437735519,-0.169505235165818,0.044957858735089,0.158493353816479,0.128064972698438,0.161129437735519,0.158493353816479,0.158493353816479,0.158493353816479,0.166963942051773,0.158493353816479,0,-0.158493353816479,0,0.161129437735519,-0.166963942051773,-0.166963942051773
"HAS2",0.158493353816479,0.165470641086623,0.157197542858125,-0.0375238059772952,-0.166963942051773,-0.134691019918545,-0.165470641086623,-0.166963942051773,-0.166963942051773,-0.166963942051773,-0.0534325889164599,-0.166963942051773,0,0.166963942051773,0,-0.165470641086623,0.15343258891646,0.15343258891646
"HA",0.162950805414858,0.161129437735519,0.169505235165818,-0.044957858735089,-0.158493353816479,-0.128064972698438,-0.161129437735519,-0.158493353816479,-0.158493353816479,-0.158493353816479,-0.166963942051773,-0.158493353816479,0,0.158493353816479,0,-0.161129437735519,0.166963942051773,0.166963942051773
"GRHL2",-0.0311120121171681,-0.0246209372328777,-0.0342422387588228,0.0505104419607289,0.0255437932959372,0.0225757308317314,0.0246209372328777,0.0255437932959372,0.0255437932959372,0.0255437932959372,0.0353443136775504,0.0255437932959372,0,-0.0255437932959372,0,0.0246209372328777,-0.0353443136775504,-0.13534431367755
"EXTGFB",0.0391560680018005,-0.060960212335107,-0.0688677574269592,-0.0841091815578547,-0.0472395594629011,-0.116530750308577,0.060960212335107,-0.0472395594629011,-0.0472395594629011,-0.0472395594629011,-0.0392803757894317,-0.0472395594629011,0,0.0472395594629011,0,0.060960212335107,0.0392803757894317,0.0392803757894317
"ESRP1",0.158493353816479,0.165470641086623,0.157197542858125,-0.0375238059772952,-0.166963942051773,-0.134691019918545,-0.165470641086623,-0.166963942051773,-0.166963942051773,-0.166963942051773,-0.15343258891646,-0.166963942051773,0,0.166963942051773,0,-0.165470641086623,0.25343258891646,0.15343258891646
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.162950805414858,0.161129437735519,0.169505235165818,-0.044957858735089,-0.158493353816479,-0.128064972698438,-0.161129437735519,-0.158493353816479,-0.158493353816479,-0.158493353816479,-0.166963942051773,-0.158493353816479,0,0.158493353816479,0,-0.161129437735519,0.166963942051773,0.166963942051773
"CD24",-0.162950805414858,-0.161129437735519,-0.169505235165818,0.044957858735089,0.158493353816479,0.128064972698438,0.161129437735519,0.158493353816479,0.158493353816479,0.158493353816479,0.166963942051773,0.158493353816479,0,-0.158493353816479,0,0.161129437735519,-0.166963942051773,-0.166963942051773
