"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0452373069640516,-0.0838530834981787,-0.00606549490063917,-0.101118835891863,0.0367484144372435,0.0838530834981787,0.0838530834981787,-0.0367484144372435,-0.0367484144372435,-0.0367484144372435,0.0576849295205393,-0.0367484144372435,0,0.0367484144372435,0.0920504301896814,-0.0734620625954699,-0.0576849295205393,0.0576849295205393
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TGFB",-0.0417186658437656,-0.083181039242688,-0.0803621468807163,-0.026175653307508,-0.00547578159329126,0.083181039242688,0.083181039242688,0.00547578159329126,0.00547578159329126,0.00547578159329126,-0.0471084346545158,0.00547578159329126,0,-0.00547578159329126,-0.0290074846619612,0.0880017452028554,0.0471084346545158,-0.0471084346545158
"SNAIL1",0.0103419467171529,0.045276833067147,0.0907837857033098,-0.0387206542291637,0.0417186658437656,-0.045276833067147,-0.045276833067147,-0.0417186658437656,-0.0417186658437656,-0.0417186658437656,0.00547578159329126,-0.0417186658437656,0,0.0417186658437656,0.00241035298008372,-0.0965356620518707,-0.00547578159329126,0.00547578159329126
"MIR340",0.0367484144372435,-0.105454465986658,-0.000378948437393679,-0.0810829507243985,0.0576849295205393,0.105454465986658,0.105454465986658,-0.0576849295205393,-0.0576849295205393,-0.0576849295205393,0.0332143412852452,-0.0576849295205393,0,0.0576849295205393,0.0762088460312656,-0.0786463943927049,-0.0332143412852452,0.0332143412852452
"MIR34",-0.0417186658437656,-0.083181039242688,-0.0803621468807163,-0.026175653307508,-0.00547578159329126,0.083181039242688,0.083181039242688,0.00547578159329126,0.00547578159329126,0.00547578159329126,-0.0471084346545158,0.00547578159329126,0,-0.00547578159329126,-0.0290074846619612,0.0880017452028554,0.0471084346545158,-0.0471084346545158
"MIR200",0.0496507151316175,-0.018717449651639,0.000474609115783292,0.0365744953232302,0.0769234424043447,0.018717449651639,0.018717449651639,-0.0769234424043447,-0.0769234424043447,-0.0769234424043447,0.0452882739573439,-0.0769234424043447,0,0.0769234424043447,0.0826298023537742,-0.187326053360994,-0.0452882739573439,0.0452882739573439
"MIR190",0.00547578159329126,0.0395043769219578,-0.00753594229125823,0.0670416884901873,0.0471084346545158,-0.0395043769219578,-0.0395043769219578,-0.0471084346545158,-0.0471084346545158,-0.0471084346545158,-0.00112044817927172,-0.0471084346545158,0,0.0471084346545158,-0.00177512403369101,-0.0975193462458802,0.00112044817927172,-0.00112044817927172
"MIR1199",0.0367484144372435,-0.105454465986658,-0.000378948437393679,-0.0810829507243985,0.0576849295205393,0.105454465986658,0.105454465986658,-0.0576849295205393,-0.0576849295205393,-0.0576849295205393,0.0332143412852452,-0.0576849295205393,0,0.0576849295205393,0.0762088460312656,-0.0786463943927049,-0.0332143412852452,0.0332143412852452
"HAS2",0.0576849295205393,-0.0802450219653327,-0.0073020253604706,-0.103864725304734,0.0332143412852452,0.0802450219653327,0.0802450219653327,-0.0332143412852452,-0.0332143412852452,-0.0332143412852452,-0.0380727874276261,-0.0332143412852452,0,0.0332143412852452,0.0944478397419574,-0.0721726700971984,-0.0619272125723739,0.0619272125723739
"HA",-0.0367484144372435,0.105454465986658,0.000378948437393679,0.0810829507243985,-0.0576849295205393,-0.105454465986658,-0.105454465986658,0.0576849295205393,0.0576849295205393,0.0576849295205393,-0.0332143412852452,0.0576849295205393,0,-0.0576849295205393,-0.0762088460312656,0.0786463943927049,0.0332143412852452,-0.0332143412852452
"GRHL2",0.0163401506750086,0.0247815664894214,0.000883980186656939,0.0596736916295209,-0.00557453509509883,-0.0247815664894214,-0.0247815664894214,0.00557453509509883,0.00557453509509883,0.00557453509509883,0.020010894219732,0.00557453509509883,0,-0.00557453509509883,0.00492640010591818,-0.00167347284650912,-0.020010894219732,-0.079989105780268
"EXTGFB",0.0417186658437656,0.083181039242688,0.0803621468807163,0.026175653307508,0.00547578159329126,-0.083181039242688,-0.083181039242688,-0.00547578159329126,-0.00547578159329126,-0.00547578159329126,0.0471084346545158,-0.00547578159329126,0,0.00547578159329126,0.0290074846619612,-0.0880017452028554,-0.0471084346545158,0.0471084346545158
"ESRP1",-0.0576849295205393,0.0802450219653327,0.0073020253604706,0.103864725304734,-0.0332143412852452,-0.0802450219653327,-0.0802450219653327,0.0332143412852452,0.0332143412852452,0.0332143412852452,-0.0619272125723739,0.0332143412852452,0,-0.0332143412852452,-0.0944478397419574,0.0721726700971984,-0.0380727874276261,-0.0619272125723739
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.0367484144372435,-0.105454465986658,-0.000378948437393679,-0.0810829507243985,0.0576849295205393,0.105454465986658,0.105454465986658,-0.0576849295205393,-0.0576849295205393,-0.0576849295205393,0.0332143412852452,-0.0576849295205393,0,0.0576849295205393,0.0762088460312656,-0.0786463943927049,-0.0332143412852452,0.0332143412852452
"CD24",-0.0367484144372435,0.105454465986658,0.000378948437393679,0.0810829507243985,-0.0576849295205393,-0.105454465986658,-0.105454465986658,0.0576849295205393,0.0576849295205393,0.0576849295205393,-0.0332143412852452,0.0576849295205393,0,-0.0576849295205393,-0.0762088460312656,0.0786463943927049,0.0332143412852452,-0.0332143412852452
