"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0714201663621386,-0.105157475164679,-0.0281305465157825,0.176656875127672,-0.0288288789641108,-0.105157475164679,-0.00936551993644065,0.0288288789641108,-0.0288288789641108,-0.0288288789641108,-0.0292341018366907,-0.0288288789641108,0,-0.0288288789641108,0,-0.105157475164679,-0.0292341018366907,-0.0292341018366907
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TGFB",0.286003050991377,0.102951642663881,0.199399924366641,-0.43772803271496,-0.284902481731415,0.102951642663881,-0.404678937110818,0.284902481731415,-0.284902481731415,-0.284902481731415,-0.283065747037537,-0.284902481731415,0,-0.284902481731415,0,0.102951642663881,-0.283065747037537,-0.283065747037537
"SNAIL1",-0.286641077363134,-0.103073208430961,-0.20027502380976,0.339043156640099,0.286003050991377,-0.103073208430961,0.406210665776026,-0.286003050991377,0.286003050991377,0.286003050991377,0.284902481731415,0.286003050991377,0,0.286003050991377,0,-0.103073208430961,0.284902481731415,0.284902481731415
"MIR340",0.0288288789641108,-0.105099871478043,-0.0278069219203133,0.17611859761571,-0.0292341018366907,-0.105099871478043,-0.00994155680280009,0.0292341018366907,-0.0292341018366907,-0.0292341018366907,-0.0297046900719849,-0.0292341018366907,0,-0.0292341018366907,0,-0.105099871478043,-0.0297046900719849,-0.0297046900719849
"MIR34",0.286003050991377,0.102951642663881,0.199399924366641,-0.43772803271496,-0.284902481731415,0.102951642663881,-0.404678937110818,0.284902481731415,-0.284902481731415,-0.284902481731415,-0.283065747037537,-0.284902481731415,0,-0.284902481731415,0,0.102951642663881,-0.283065747037537,-0.283065747037537
"MIR200",-0.128941964409721,0.00397481857731146,-0.209828294287157,0.140102591643011,0.128660802272889,0.00397481857731146,0.235885221424719,-0.128660802272889,0.128660802272889,0.128660802272889,0.128085617392034,0.128660802272889,0,0.128660802272889,0,0.00397481857731146,0.128085617392034,0.128085617392034
"MIR190",-0.284902481731415,-0.102690886470922,-0.29791372479127,0.435427626760968,0.283065747037537,-0.102690886470922,0.402071375181222,-0.283065747037537,0.283065747037537,0.283065747037537,0.280068471833178,0.283065747037537,0,0.283065747037537,0,-0.102690886470922,0.280068471833178,0.280068471833178
"MIR1199",-0.0288288789641108,0.105099871478043,0.0278069219203133,-0.17611859761571,0.0292341018366907,0.105099871478043,0.00994155680280009,-0.0292341018366907,0.0292341018366907,0.0292341018366907,0.0297046900719849,0.0292341018366907,0,0.0292341018366907,0,0.105099871478043,0.0297046900719849,0.0297046900719849
"HAS2",-0.0292341018366907,0.104871387091143,0.0272941014074927,-0.17523930105296,0.0297046900719849,0.104871387091143,0.0107793328881009,-0.0297046900719849,0.0297046900719849,0.0297046900719849,0.130694789081886,0.0297046900719849,0,0.0297046900719849,0,0.104871387091143,0.0306947890818859,0.0306947890818859
"HA",-0.0288288789641108,0.105099871478043,0.0278069219203133,-0.17611859761571,0.0292341018366907,0.105099871478043,0.00994155680280009,-0.0292341018366907,0.0292341018366907,0.0292341018366907,0.0297046900719849,0.0292341018366907,0,0.0292341018366907,0,0.105099871478043,0.0297046900719849,0.0297046900719849
"GRHL2",0.144589885449024,-0.216568624550384,-0.0307147904924164,0.201250459820558,-0.14501320033017,-0.216568624550384,-0.109963741268715,0.14501320033017,-0.14501320033017,-0.14501320033017,-0.145620312212217,-0.14501320033017,0,-0.14501320033017,0,-0.216568624550384,-0.145620312212217,-0.0456203122122166
"EXTGFB",0.286003050991377,0.102951642663881,0.199399924366641,-0.43772803271496,-0.284902481731415,0.102951642663881,-0.404678937110818,0.284902481731415,-0.284902481731415,-0.284902481731415,-0.283065747037537,-0.284902481731415,0,-0.284902481731415,0,0.102951642663881,-0.283065747037537,-0.283065747037537
"ESRP1",0.0292341018366907,-0.104871387091143,-0.0272941014074927,0.17523930105296,-0.0297046900719849,-0.104871387091143,-0.0107793328881009,0.0297046900719849,-0.0297046900719849,-0.0297046900719849,-0.0306947890818859,-0.0297046900719849,0,-0.0297046900719849,0,-0.104871387091143,0.0693052109181141,-0.0306947890818859
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"CD44s",0.0288288789641108,-0.105099871478043,-0.0278069219203133,0.17611859761571,-0.0292341018366907,-0.105099871478043,-0.00994155680280009,0.0292341018366907,-0.0292341018366907,-0.0292341018366907,-0.0297046900719849,-0.0292341018366907,0,-0.0292341018366907,0,-0.105099871478043,-0.0297046900719849,-0.0297046900719849
"CD24",0.0288288789641108,-0.105099871478043,-0.0278069219203133,0.17611859761571,-0.0292341018366907,-0.105099871478043,-0.00994155680280009,0.0292341018366907,-0.0292341018366907,-0.0292341018366907,-0.0297046900719849,-0.0292341018366907,0,-0.0292341018366907,0,-0.105099871478043,-0.0297046900719849,-0.0297046900719849
