"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.0733443910506204,-0.166309823395177,-0.159654824176645,-0.0843277080929386,-0.173028933637371,-0.166309823395177,-0.146584766573888,-0.173028933637371,-0.173028933637371,-0.173028933637371,0.173884404146151,0.173028933637371,0,-0.173028933637371,-0.16740429344126,0.166309823395177,0.173884404146151,-0.173884404146151
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0.442373053173688,-0.558955270693859,-0.062335251703155,-0.612042220835762,-0.432316127177483,-0.558955270693859,0.0756192785083434,-0.432316127177483,-0.432316127177483,-0.432316127177483,0.418030412891769,0.432316127177483,0,-0.432316127177483,-0.543570655309244,0.558955270693859,0.418030412891769,-0.418030412891769
"SNAIL1",-0.449136132714309,0.569725997657146,0.0696542652274191,0.519983546076025,0.442373053173688,0.569725997657146,-0.0735040341611516,0.442373053173688,0.442373053173688,0.442373053173688,-0.432316127177483,-0.442373053173688,0,0.442373053173688,0.558955270693859,-0.569725997657146,-0.432316127177483,0.432316127177483
"MIR340",-0.173028933637371,0.16740429344126,0.158591486220104,0.0842080908680582,0.173884404146151,0.16740429344126,0.146584766573888,0.173884404146151,0.173884404146151,0.173884404146151,-0.172237345322622,-0.173884404146151,0,0.173884404146151,0.165957225657559,-0.16740429344126,-0.172237345322622,0.172237345322622
"MIR34",-0.442373053173688,0.558955270693859,0.062335251703155,0.612042220835762,0.432316127177483,0.558955270693859,-0.0756192785083434,0.432316127177483,0.432316127177483,0.432316127177483,-0.418030412891769,-0.432316127177483,0,0.432316127177483,0.543570655309244,-0.558955270693859,-0.418030412891769,0.418030412891769
"MIR200",0.278047598179563,-0.388934608591292,0.011812257490708,-0.333092611606215,-0.274267529451041,-0.388934608591292,-0.0386205841692394,-0.274267529451041,-0.274267529451041,-0.274267529451041,0.266790125999931,0.274267529451041,0,-0.274267529451041,-0.380989693337055,0.388934608591292,0.266790125999931,-0.266790125999931
"MIR190",0.432316127177483,-0.543570655309244,0.0482804595494989,-0.599998919076628,-0.418030412891769,-0.543570655309244,0.0784875966308988,-0.418030412891769,-0.418030412891769,-0.418030412891769,0.397049486461251,0.418030412891769,0,-0.418030412891769,-0.520788046613592,0.543570655309244,0.397049486461251,-0.397049486461251
"MIR1199",-0.173028933637371,0.16740429344126,0.158591486220104,0.0842080908680582,0.173884404146151,0.16740429344126,0.146584766573888,0.173884404146151,0.173884404146151,0.173884404146151,-0.172237345322622,-0.173884404146151,0,0.173884404146151,0.165957225657559,-0.16740429344126,-0.172237345322622,0.172237345322622
"HAS2",0.173884404146151,-0.165957225657559,-0.159104306732924,-0.0857268758400806,-0.172237345322622,-0.165957225657559,-0.145899313413187,-0.172237345322622,-0.172237345322622,-0.172237345322622,0.0738875103391232,0.172237345322622,0,-0.172237345322622,-0.168263305322129,0.165957225657559,0.173887510339123,-0.173887510339123
"HA",-0.173028933637371,0.16740429344126,0.158591486220104,0.0842080908680582,0.173884404146151,0.16740429344126,0.146584766573888,0.173884404146151,0.173884404146151,0.173884404146151,-0.172237345322622,-0.173884404146151,0,0.173884404146151,0.165957225657559,-0.16740429344126,-0.172237345322622,0.172237345322622
"GRHL2",0.302366226073347,-0.297896011623386,-0.273170371126592,-0.108000722921717,-0.302529039489173,-0.297896011623386,-0.252397072210507,-0.302529039489173,-0.302529039489173,-0.302529039489173,0.301748467069398,0.302529039489173,0,-0.302529039489173,-0.297449084249084,0.297896011623386,0.301748467069398,-0.401748467069398
"EXTGFB",0.442373053173688,-0.558955270693859,-0.062335251703155,-0.612042220835762,-0.432316127177483,-0.558955270693859,0.0756192785083434,-0.432316127177483,-0.432316127177483,-0.432316127177483,0.418030412891769,0.432316127177483,0,-0.432316127177483,-0.543570655309244,0.558955270693859,0.418030412891769,-0.418030412891769
"ESRP1",0.173884404146151,-0.165957225657559,-0.159104306732924,-0.0857268758400806,-0.172237345322622,-0.165957225657559,-0.145899313413187,-0.172237345322622,-0.172237345322622,-0.172237345322622,0.173887510339123,0.172237345322622,0,-0.172237345322622,-0.168263305322129,0.165957225657559,0.0738875103391232,-0.173887510339123
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",-0.173028933637371,0.16740429344126,0.158591486220104,0.0842080908680582,0.173884404146151,0.16740429344126,0.146584766573888,0.173884404146151,0.173884404146151,0.173884404146151,-0.172237345322622,-0.173884404146151,0,0.173884404146151,0.165957225657559,-0.16740429344126,-0.172237345322622,0.172237345322622
"CD24",-0.173028933637371,0.16740429344126,0.158591486220104,0.0842080908680582,0.173884404146151,0.16740429344126,0.146584766573888,0.173884404146151,0.173884404146151,0.173884404146151,-0.172237345322622,-0.173884404146151,0,0.173884404146151,0.165957225657559,-0.16740429344126,-0.172237345322622,0.172237345322622
