"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.0984886234234225,-0.171530467678173,-0.159514794636365,-0.0273808957327792,-0.200032704446169,-0.171530467678173,-0.142124126312701,0.200032704446169,0.200032704446169,0.200032704446169,-0.196295649065709,0.200032704446169,0,-0.200032704446169,0,-0.171530467678173,-0.196295649065709,-0.196295649065709
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0.105479956869019,-0.00131777255600882,-0.140743195770214,-0.00835043321358305,-0.106428723472435,-0.00131777255600882,-0.106845109132636,0.106428723472435,0.106428723472435,0.106428723472435,-0.1074491316357,0.106428723472435,0,-0.106428723472435,0,-0.00131777255600882,-0.1074491316357,-0.1074491316357
"SNAIL1",-0.106798544703983,-6.80771887030715e-05,0.140106759811582,-0.0934199259164119,0.105479956869019,-6.80771887030715e-05,0.107015301206548,-0.105479956869019,-0.105479956869019,-0.105479956869019,0.106428723472435,-0.105479956869019,0,0.105479956869019,0,-6.80771887030715e-05,0.106428723472435,0.106428723472435
"MIR340",0.200032704446169,-0.167210191180477,-0.159191170040896,-0.0255268287471333,-0.196295649065709,-0.167210191180477,-0.141663296819614,0.196295649065709,0.196295649065709,0.196295649065709,-0.197001531418651,0.196295649065709,0,-0.196295649065709,0,-0.167210191180477,-0.197001531418651,-0.197001531418651
"MIR34",-0.105479956869019,0.00131777255600882,0.140743195770214,0.00835043321358305,0.106428723472435,0.00131777255600882,0.106845109132636,-0.106428723472435,-0.106428723472435,-0.106428723472435,0.1074491316357,-0.106428723472435,0,0.106428723472435,0,0.00131777255600882,0.1074491316357,0.1074491316357
"MIR200",-0.143616181335975,0.210938196995368,0.129390144276219,-0.0474492347323483,0.140710839255376,0.210938196995368,0.0261014023755102,-0.140710839255376,-0.140710839255376,-0.140710839255376,0.142765070972713,-0.140710839255376,0,0.140710839255376,0,0.210938196995368,0.142765070972713,0.142765070972713
"MIR190",-0.106428723472435,0.00223041923136736,0.0381954250695768,0.00618534525688481,0.1074491316357,0.00223041923136736,0.107236243422076,-0.1074491316357,-0.1074491316357,-0.1074491316357,0.102272019919079,-0.1074491316357,0,0.1074491316357,0,0.00223041923136736,0.102272019919079,0.102272019919079
"MIR1199",0.200032704446169,-0.167210191180477,-0.159191170040896,-0.0255268287471333,-0.196295649065709,-0.167210191180477,-0.141663296819614,0.196295649065709,0.196295649065709,0.196295649065709,-0.197001531418651,0.196295649065709,0,-0.196295649065709,0,-0.167210191180477,-0.197001531418651,-0.197001531418651
"HAS2",0.196295649065709,-0.169114227737979,-0.161755272604998,-0.0308825441747911,-0.197001531418651,-0.169114227737979,-0.140673197809713,0.197001531418651,0.197001531418651,0.197001531418651,-0.301952026468155,0.197001531418651,0,-0.197001531418651,0,-0.169114227737979,-0.201952026468155,-0.201952026468155
"HA",-0.200032704446169,0.167210191180477,0.159191170040896,0.0255268287471333,0.196295649065709,0.167210191180477,0.141663296819614,-0.196295649065709,-0.196295649065709,-0.196295649065709,0.197001531418651,-0.196295649065709,0,0.196295649065709,0,0.167210191180477,0.197001531418651,0.197001531418651
"GRHL2",-0.0343016709569625,0.0201054591994351,0.0230567785390138,0.0382643268439904,0.0314035921552692,0.0201054591994351,0.0207391229353537,-0.0314035921552692,-0.0314035921552692,-0.0314035921552692,0.0306230197354947,-0.0314035921552692,0,0.0314035921552692,0,0.0201054591994351,0.0306230197354947,-0.0693769802645053
"EXTGFB",0.105479956869019,-0.00131777255600882,-0.140743195770214,-0.00835043321358305,-0.106428723472435,-0.00131777255600882,-0.106845109132636,0.106428723472435,0.106428723472435,0.106428723472435,-0.1074491316357,0.106428723472435,0,-0.106428723472435,0,-0.00131777255600882,-0.1074491316357,-0.1074491316357
"ESRP1",-0.196295649065709,0.169114227737979,0.161755272604998,0.0308825441747911,0.197001531418651,0.169114227737979,0.140673197809713,-0.197001531418651,-0.197001531418651,-0.197001531418651,0.201952026468155,-0.197001531418651,0,0.197001531418651,0,0.169114227737979,0.301952026468155,0.201952026468155
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",-0.200032704446169,0.167210191180477,0.159191170040896,0.0255268287471333,0.196295649065709,0.167210191180477,0.141663296819614,-0.196295649065709,-0.196295649065709,-0.196295649065709,0.197001531418651,-0.196295649065709,0,0.196295649065709,0,0.167210191180477,0.197001531418651,0.197001531418651
"CD24",-0.200032704446169,0.167210191180477,0.159191170040896,0.0255268287471333,0.196295649065709,0.167210191180477,0.141663296819614,-0.196295649065709,-0.196295649065709,-0.196295649065709,0.197001531418651,-0.196295649065709,0,0.196295649065709,0,0.167210191180477,0.197001531418651,0.197001531418651
