"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0425042196858109,0.0701562997919702,0.0032863525854256,0.0802130138405103,-0.0546898696384461,0.081009204637886,-0.081009204637886,0.0546898696384461,0.0546898696384461,-0.0546898696384461,0.0583368754916654,0.0546898696384461,0,-0.0546898696384461,0.00833543859807308,0.081009204637886,0.0583368754916654,-0.0583368754916654
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TGFB",0.0230682691171456,0.0900116514031073,-0.0821328054861896,-0.0350148133922281,-0.0113415138989292,-0.0770718598878481,0.0770718598878481,0.0113415138989292,0.0113415138989292,-0.0113415138989292,0.0266476363479088,0.0113415138989292,0,-0.0113415138989292,-0.071416592672857,-0.0770718598878481,0.0266476363479088,-0.0266476363479088
"SNAIL1",-0.0138948677276659,-0.0880422859764114,0.0895313735052826,-0.0443478573209737,0.0230682691171456,0.0600769656500654,-0.0600769656500654,-0.0230682691171456,-0.0230682691171456,0.0230682691171456,-0.0113415138989292,-0.0230682691171456,0,0.0230682691171456,0.0835417556454776,0.0600769656500654,-0.0113415138989292,0.0113415138989292
"MIR340",-0.0546898696384461,-0.0695802629256108,-0.00102098041714081,-0.0739929181467304,0.0583368754916654,-0.0862511401217569,0.0862511401217569,-0.0583368754916654,-0.0583368754916654,0.0583368754916654,-0.0541015813740183,-0.0583368754916654,0,0.0583368754916654,-0.00460352694536934,-0.0862511401217569,-0.0541015813740183,0.0541015813740183
"MIR34",-0.0230682691171456,-0.0900116514031073,0.0821328054861896,0.0350148133922281,0.0113415138989292,0.0770718598878481,-0.0770718598878481,-0.0113415138989292,-0.0113415138989292,0.0113415138989292,-0.0266476363479088,-0.0113415138989292,0,0.0113415138989292,0.071416592672857,0.0770718598878481,-0.0266476363479088,0.0266476363479088
"MIR200",-0.0576856484525113,-0.175693599545491,-4.11376825187028e-05,0.0381415836544636,0.0649021432978722,0.00207200941587561,-0.00207200941587561,-0.0649021432978722,-0.0649021432978722,0.0649021432978722,-0.0561100315476667,-0.0649021432978722,0,0.0649021432978722,0.0962450926162764,0.00207200941587561,-0.0561100315476667,0.0561100315476667
"MIR190",-0.0113415138989292,-0.087664845666471,-0.0083130543864219,0.061401822864488,0.0266476363479088,0.0551683396792431,-0.0551683396792431,-0.0266476363479088,-0.0266476363479088,0.0266476363479088,-0.0073015873015873,-0.0266476363479088,0,0.0266476363479088,0.0870687665859005,0.0551683396792431,-0.0073015873015873,0.0073015873015873
"MIR1199",-0.0546898696384461,-0.0695802629256108,-0.00102098041714081,-0.0739929181467304,0.0583368754916654,-0.0862511401217569,0.0862511401217569,-0.0583368754916654,-0.0583368754916654,0.0583368754916654,-0.0541015813740183,-0.0583368754916654,0,0.0583368754916654,-0.00460352694536934,-0.0862511401217569,-0.0541015813740183,0.0541015813740183
"HAS2",0.0583368754916654,0.0705703619355118,0.00384149323765363,0.0820664593137968,-0.0541015813740183,0.0797774158262504,-0.0797774158262504,0.0541015813740183,0.0541015813740183,-0.0541015813740183,-0.0396277915632754,0.0541015813740183,0,-0.0541015813740183,0.00921568627450981,0.0797774158262504,0.0603722084367246,-0.0603722084367246
"HA",-0.0546898696384461,-0.0695802629256108,-0.00102098041714081,-0.0739929181467304,0.0583368754916654,-0.0862511401217569,0.0862511401217569,-0.0583368754916654,-0.0583368754916654,0.0583368754916654,-0.0541015813740183,-0.0583368754916654,0,0.0583368754916654,-0.00460352694536934,-0.0862511401217569,-0.0541015813740183,0.0541015813740183
"GRHL2",0.0146636877112765,0.015737598956203,-0.00195399836310834,-0.0602834448087265,-0.0108538537809606,-0.00208270912861342,0.00208270912861342,0.0108538537809606,0.0108538537809606,-0.0108538537809606,0.0156240185684714,0.0108538537809606,0,-0.0108538537809606,-0.00494367359548083,-0.00208270912861342,0.0156240185684714,-0.115624018568471
"EXTGFB",-0.0230682691171456,-0.0900116514031073,0.0821328054861896,0.0350148133922281,0.0113415138989292,0.0770718598878481,-0.0770718598878481,-0.0113415138989292,-0.0113415138989292,0.0113415138989292,-0.0266476363479088,-0.0113415138989292,0,0.0113415138989292,0.071416592672857,0.0770718598878481,-0.0266476363479088,0.0266476363479088
"ESRP1",0.0583368754916654,0.0705703619355118,0.00384149323765363,0.0820664593137968,-0.0541015813740183,0.0797774158262504,-0.0797774158262504,0.0541015813740183,0.0541015813740183,-0.0541015813740183,0.0603722084367246,0.0541015813740183,0,-0.0541015813740183,0.00921568627450981,0.0797774158262504,-0.0396277915632754,-0.0603722084367246
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"CD44s",-0.0546898696384461,-0.0695802629256108,-0.00102098041714081,-0.0739929181467304,0.0583368754916654,-0.0862511401217569,0.0862511401217569,-0.0583368754916654,-0.0583368754916654,0.0583368754916654,-0.0541015813740183,-0.0583368754916654,0,0.0583368754916654,-0.00460352694536934,-0.0862511401217569,-0.0541015813740183,0.0541015813740183
"CD24",-0.0546898696384461,-0.0695802629256108,-0.00102098041714081,-0.0739929181467304,0.0583368754916654,-0.0862511401217569,0.0862511401217569,-0.0583368754916654,-0.0583368754916654,0.0583368754916654,-0.0541015813740183,-0.0583368754916654,0,0.0583368754916654,-0.00460352694536934,-0.0862511401217569,-0.0541015813740183,0.0541015813740183
