"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0690639708978594,-0.0702576696730167,-0.111071463650867,-0.0126824170929321,0.0877904857808385,0.028521849617573,-0.0296491542168054,0.0296491542168054,0.028521849617573,-0.0660359655502979,-0.028521849617573,-0.028521849617573,0.0270026360340163,-0.028521849617573,0,-0.028521849617573,0.0064986195213294,-0.08447356910716,-0.0270026360340163,0.0270026360340163
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",-0.140540484853066,0.000847713476499011,-0.115620699092826,-0.0460249340489228,0.118028181822984,-0.141010213454318,0.131475446705045,-0.131475446705045,-0.141010213454318,-0.112157944881133,0.141010213454318,0.141010213454318,-0.14589620693966,0.141010213454318,0,0.141010213454318,-0.0677173465676739,0.0537122770099004,0.14589620693966,-0.14589620693966
"TGFB",0.0856605162570212,0.0745877296580988,0.135233698908036,0.112666209142071,-0.128009732875131,0.0879115093422058,-0.157649792476857,0.157649792476857,0.0879115093422058,0.0396186065429611,-0.0879115093422058,-0.0879115093422058,0.0925387586995323,-0.0879115093422058,0,-0.0879115093422058,-0.0275545329362956,0.127338599733224,-0.0925387586995323,0.0925387586995323
"SNAIL1",-0.0867112335736508,-0.0754612100723266,-0.133060776859715,-0.111057237908526,0.0303200694328098,-0.0856605162570212,0.155767757357541,-0.155767757357541,-0.0856605162570212,-0.0411229371917987,0.0856605162570212,0.0856605162570212,-0.0879115093422058,0.0856605162570212,0,0.0856605162570212,0.0274121166058897,-0.126905052117736,0.0879115093422058,-0.0879115093422058
"MIR340",-0.028521849617573,0.0707511809141061,0.114156536882403,0.0119344496132573,-0.0906234392162015,-0.0270026360340163,0.0272912671760451,-0.0272912671760451,-0.0270026360340163,0.0701182341698055,0.0270026360340163,0.0270026360340163,-0.0311657626270494,0.0270026360340163,0,0.0270026360340163,-0.00544346364602964,0.0840775898199227,0.0311657626270494,-0.0311657626270494
"MIR34",0.0856605162570212,0.0745877296580988,0.135233698908036,0.112666209142071,-0.128009732875131,0.0879115093422058,-0.157649792476857,0.157649792476857,0.0879115093422058,0.0396186065429611,-0.0879115093422058,-0.0879115093422058,0.0925387586995323,-0.0879115093422058,0,-0.0879115093422058,-0.0275545329362956,0.127338599733224,-0.0925387586995323,0.0925387586995323
"MIR200",0.0683137592117497,0.00686761542831757,0.0975920473935722,0.192268408814578,-0.071330801082254,0.0693153406561356,-0.167046628285805,0.167046628285805,0.0693153406561356,0.0479040374321075,-0.0693153406561356,-0.0693153406561356,0.0713912900232242,-0.0693153406561356,0,-0.0693153406561356,-0.00739486142324121,0.0200863813128921,-0.0713912900232242,0.0713912900232242
"MIR190",-0.0879115093422058,-0.0743520658717673,-0.142052880606232,-0.213472278369193,0.129309640024621,-0.0925387586995323,0.163070059562481,-0.163070059562481,-0.0925387586995323,-0.0434461472380777,0.0925387586995323,0.0925387586995323,-0.0915362524338681,0.0925387586995323,0,0.0925387586995323,0.0262083127084737,-0.127403718031466,0.0915362524338681,-0.0915362524338681
"MIR129",-0.141010213454318,0.00174084559845774,-0.0220537534861319,-0.0480254975879479,0.116751936454519,-0.14589620693966,0.136587858161774,-0.136587858161774,-0.14589620693966,-0.113230401067374,0.14589620693966,0.14589620693966,-0.149472958057395,0.14589620693966,0,0.14589620693966,-0.0684976340420066,0.0532259703807732,0.149472958057395,-0.149472958057395
"MIR1199",0.028521849617573,-0.0707511809141061,-0.114156536882403,-0.0119344496132573,0.0906234392162015,0.0270026360340163,-0.0272912671760451,0.0272912671760451,0.0270026360340163,-0.0701182341698055,-0.0270026360340163,-0.0270026360340163,0.0311657626270494,-0.0270026360340163,0,-0.0270026360340163,0.00544346364602964,-0.0840775898199227,-0.0311657626270494,0.0311657626270494
"HAS2",0.0270026360340163,-0.0721210439278047,-0.109316354234001,-0.00913251724610751,0.0943131270118496,0.0311657626270494,-0.0310847339832105,0.0310847339832105,0.0311657626270494,-0.0720360423889836,-0.0311657626270494,-0.0311657626270494,-0.0609461966604824,-0.0311657626270494,0,-0.0311657626270494,0.00551443596682453,-0.0832853362987959,-0.0390538033395176,0.0390538033395176
"HA",-0.028521849617573,0.0707511809141061,0.114156536882403,0.0119344496132573,-0.0906234392162015,-0.0270026360340163,0.0272912671760451,-0.0272912671760451,-0.0270026360340163,0.0701182341698055,0.0270026360340163,0.0270026360340163,-0.0311657626270494,0.0270026360340163,0,0.0270026360340163,-0.00544346364602964,0.0840775898199227,0.0311657626270494,-0.0311657626270494
"GRHL2",0.120569667296178,-0.165869902411163,-0.134280854499202,-0.0133894960597683,0.116505458973987,0.120525556136054,-0.113971181912937,0.113971181912937,0.120525556136054,-0.0904421230245395,-0.120525556136054,-0.120525556136054,0.125621097537328,-0.120525556136054,0,-0.120525556136054,0.00439947679618622,-0.176687651981387,-0.125621097537328,0.0256210975373279
"EXTGFB",0.0856605162570212,0.0745877296580988,0.135233698908036,0.112666209142071,-0.128009732875131,0.0879115093422058,-0.157649792476857,0.157649792476857,0.0879115093422058,0.0396186065429611,-0.0879115093422058,-0.0879115093422058,0.0925387586995323,-0.0879115093422058,0,-0.0879115093422058,-0.0275545329362956,0.127338599733224,-0.0925387586995323,0.0925387586995323
