"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.0156947813826934,0.0795184941877397,-0.115395075272001,0.0253853905519407,0.164128027249702,-0.113321347543435,-0.0795184941877397,0.164951498026435,0.113321347543435,-0.115395075272001,-0.113321347543435,-0.113321347543435,-0.116866179238401,-0.113321347543435,0,-0.113321347543435,0.0760325971146308,-0.069628432212745,0.116866179238401,0.116866179238401
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",-0.0359068376015548,0.0995481305909657,0.145062950027374,-0.082286934813708,-0.267850954586878,0.0390731563211094,-0.0995481305909657,-0.152868708831198,-0.0390731563211094,-0.0020601906172391,0.0390731563211094,0.0390731563211094,0.0342372755894632,0.0390731563211094,0,0.0390731563211094,0.206756331992912,-0.208493815561989,-0.0342372755894632,-0.0342372755894632
"TGFB",0.0696043738649323,0.183150170539006,0.0975820997857144,-0.133262923975269,-0.194313128278038,-0.0673533807797477,-0.183150170539006,-0.11685796264731,0.0673533807797477,0.0975820997857144,-0.0673533807797477,-0.0673533807797477,-0.0703525238817185,-0.0673533807797477,0,-0.0673533807797477,0.185825242211637,-0.186036491811565,0.0703525238817185,0.0703525238817185
"SNAIL1",-0.0681394314523237,-0.184275789629506,-0.0964424553547769,0.133799247719784,0.0947688001942582,0.0696043738649323,0.184275789629506,0.115228066204267,-0.0696043738649323,-0.0964424553547769,0.0696043738649323,0.0696043738649323,0.0673533807797477,0.0696043738649323,0,0.0696043738649323,-0.184780855788661,0.187322184740254,-0.0673533807797477,-0.0673533807797477
"MIR340",-0.113321347543435,-0.0812183662403809,0.117171329556825,-0.0249626263242984,-0.162988333338924,0.116866179238401,0.0812183662403809,-0.167601836173026,-0.116866179238401,0.117171329556825,0.116866179238401,0.116866179238401,0.111173740835682,0.116866179238401,0,0.116866179238401,-0.0730110143808178,0.0715169488134151,-0.111173740835682,-0.111173740835682
"MIR34",0.0696043738649323,0.183150170539006,0.0975820997857144,-0.133262923975269,-0.194313128278038,-0.0673533807797477,-0.183150170539006,-0.11685796264731,0.0673533807797477,0.0975820997857144,-0.0673533807797477,-0.0673533807797477,-0.0703525238817185,-0.0673533807797477,0,-0.0673533807797477,0.185825242211637,-0.186036491811565,0.0703525238817185,0.0703525238817185
"MIR200",0.125711020057787,0.215877184381765,0.0572748307358603,0.00730479093990415,-0.0669066414479006,-0.129032053268119,-0.215877184381765,0.040747160783801,0.129032053268119,0.0572748307358603,-0.129032053268119,-0.129032053268119,-0.123513065926347,-0.129032053268119,0,-0.129032053268119,0.215151387515592,-0.220470424112556,0.123513065926347,0.123513065926347
"MIR190",-0.0673533807797477,-0.18411901054948,-0.0955143479159388,0.033310339812159,0.194963081852783,0.0703525238817185,0.18411901054948,0.114160921537072,-0.0703525238817185,-0.0955143479159388,0.0703525238817185,0.0703525238817185,0.0650893659869817,0.0703525238817185,0,0.0703525238817185,-0.182545987810533,0.187143502881676,-0.0650893659869817,-0.0650893659869817
"MIR129",0.0390731563211094,-0.101611573769284,-0.242290983500177,0.0828222968875316,0.26885273858578,-0.0342372755894632,0.101611573769284,0.148988203749584,0.0342372755894632,0.00480672475273478,-0.0342372755894632,-0.0342372755894632,-0.0410927152317881,-0.0342372755894632,0,-0.0342372755894632,-0.203183436715705,0.210797373278908,0.0410927152317881,0.0410927152317881
"MIR1199",-0.113321347543435,-0.0812183662403809,0.117171329556825,-0.0249626263242984,-0.162988333338924,0.116866179238401,0.0812183662403809,-0.167601836173026,-0.116866179238401,0.117171329556825,0.116866179238401,0.116866179238401,0.111173740835682,0.116866179238401,0,0.116866179238401,-0.0730110143808178,0.0715169488134151,-0.111173740835682,-0.111173740835682
"HAS2",0.116866179238401,0.0783732661350068,-0.114340279328515,0.0260254282566656,0.164218229270806,-0.111173740835682,-0.0783732661350068,0.163386873053953,0.111173740835682,-0.114340279328515,-0.111173740835682,-0.111173740835682,-0.0185528756957328,-0.111173740835682,0,-0.111173740835682,0.0760628241749981,-0.0683479347289081,0.118552875695733,0.118552875695733
"HA",0.113321347543435,0.0812183662403809,-0.117171329556825,0.0249626263242984,0.162988333338924,-0.116866179238401,-0.0812183662403809,0.167601836173026,0.116866179238401,-0.117171329556825,-0.116866179238401,-0.116866179238401,-0.111173740835682,-0.116866179238401,0,-0.116866179238401,0.0730110143808178,-0.0715169488134151,0.111173740835682,0.111173740835682
"GRHL2",0.0152595485556035,-0.00203136172109813,-0.0898321948541286,0.0117741803645313,0.106593477407204,-0.01936188644709,0.00203136172109813,0.0423314774300688,0.01936188644709,-0.0898321948541286,-0.01936188644709,-0.01936188644709,-0.0132472367655614,-0.01936188644709,0,-0.01936188644709,-0.0076087966910024,0.00693518407102122,0.0132472367655614,-0.0867527632344386
"EXTGFB",0.0696043738649323,0.183150170539006,0.0975820997857144,-0.133262923975269,-0.194313128278038,-0.0673533807797477,-0.183150170539006,-0.11685796264731,0.0673533807797477,0.0975820997857144,-0.0673533807797477,-0.0673533807797477,-0.0703525238817185,-0.0673533807797477,0,-0.0673533807797477,0.185825242211637,-0.186036491811565,0.0703525238817185,0.0703525238817185
"ESRP1",0.116866179238401,0.0783732661350068,-0.114340279328515,0.0260254282566656,0.164218229270806,-0.111173740835682,-0.0783732661350068,0.163386873053953,0.111173740835682,-0.114340279328515,-0.111173740835682,-0.111173740835682,-0.118552875695733,-0.111173740835682,0,-0.111173740835682,0.0760628241749981,-0.0683479347289081,0.0185528756957328,0.118552875695733
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",-0.113321347543435,-0.0812183662403809,0.117171329556825,-0.0249626263242984,-0.162988333338924,0.116866179238401,0.0812183662403809,-0.167601836173026,-0.116866179238401,0.117171329556825,0.116866179238401,0.116866179238401,0.111173740835682,0.116866179238401,0,0.116866179238401,-0.0730110143808178,0.0715169488134151,-0.111173740835682,-0.111173740835682
"CD24",0.113321347543435,0.0812183662403809,-0.117171329556825,0.0249626263242984,0.162988333338924,-0.116866179238401,-0.0812183662403809,0.167601836173026,0.116866179238401,-0.117171329556825,-0.116866179238401,-0.116866179238401,-0.111173740835682,-0.116866179238401,0,-0.116866179238401,0.0730110143808178,-0.0715169488134151,0.111173740835682,0.111173740835682
