"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.000276480992789055,-0.0770233107060657,-0.0517829537934041,-0.105641795817752,-0.0425703907625715,-0.0935025174601416,-0.0816775577833453,-0.0770233107060657,0.0935025174601416,-0.0517829537934041,-0.0935025174601416,-0.0935025174601416,0.119329148380606,0.0935025174601416,0,-0.0935025174601416,0.0891483305946417,-0.0636119112549263,-0.119329148380606,-0.119329148380606
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TWIST1",0.212532607260795,0.0393125847147926,-0.0414005985359323,-0.0464388811840008,-0.326506861234598,-0.217908390141797,-0.259646744678776,0.0393125847147926,0.217908390141797,-0.300050489255853,-0.217908390141797,-0.217908390141797,0.214976794050592,0.217908390141797,0,-0.217908390141797,0.0573668750701551,-0.0580254408795187,-0.214976794050592,-0.214976794050592
"TGFB",0.138255122157853,0.134078094084478,-0.15326213861935,0.0804255093143667,-0.319217567282576,-0.136533774504476,-0.272639916900997,0.134078094084478,0.136533774504476,-0.15326213861935,-0.136533774504476,-0.136533774504476,0.130878247512189,0.136533774504476,0,-0.136533774504476,-0.159224509043875,0.170964536054764,-0.130878247512189,-0.130878247512189
"SNAIL1",-0.135133279361328,-0.133096554237562,0.153793972687121,-0.0759561447767428,0.221320053492505,0.138255122157853,0.273765535991497,-0.133096554237562,-0.138255122157853,0.153793972687121,0.138255122157853,0.138255122157853,-0.136533774504476,-0.138255122157853,0,0.138255122157853,0.156020141609742,-0.169947941646033,0.136533774504476,0.136533774504476
"MIR340",0.0935025174601416,-0.0977325046377052,-0.0448960731452271,-0.10372309663076,-0.0456964083464204,-0.119329148380606,-0.0926627524461126,-0.0977325046377052,0.119329148380606,-0.0448960731452271,-0.119329148380606,-0.119329148380606,0.117375027734897,0.119329148380606,0,-0.119329148380606,0.0860308245994378,-0.0815528189612924,-0.117375027734897,-0.117375027734897
"MIR34",-0.138255122157853,-0.134078094084478,0.15326213861935,-0.0804255093143667,0.319217567282576,0.136533774504476,0.272639916900997,-0.134078094084478,-0.136533774504476,0.15326213861935,0.136533774504476,0.136533774504476,-0.130878247512189,-0.136533774504476,0,0.136533774504476,0.159224509043875,-0.170964536054764,0.130878247512189,0.130878247512189
"MIR200",0.116088040290195,0.0292740579874871,-0.136620173612172,0.106586187288962,-0.228894769648448,-0.129003169441487,-0.245769110652384,0.0292740579874871,0.129003169441487,-0.136620173612172,-0.129003169441487,-0.129003169441487,0.129762663112373,0.129003169441487,0,-0.129003169441487,-0.0384596869884416,0.0466597978970251,-0.129762663112373,-0.129762663112373
"MIR190",-0.136533774504476,-0.137822529800634,0.154449996076455,-0.175352014767188,0.319031866261221,0.130878247512189,0.269471548218095,-0.137822529800634,-0.130878247512189,0.154449996076455,0.130878247512189,0.130878247512189,-0.135640152274093,-0.130878247512189,0,0.130878247512189,0.153943183534727,-0.173721210680334,0.135640152274093,0.135640152274093
"MIR129",-0.217908390141797,-0.0410064559805764,-0.0594885228029798,0.0386902195891854,0.322897694224855,0.214976794050592,0.257737289797347,-0.0410064559805764,-0.214976794050592,0.299134977877354,0.214976794050592,0.214976794050592,-0.205140728476821,-0.214976794050592,0,0.214976794050592,-0.0518227272262126,0.0562593799632146,0.205140728476821,0.205140728476821
"MIR1199",0.0935025174601416,-0.0977325046377052,-0.0448960731452271,-0.10372309663076,-0.0456964083464204,-0.119329148380606,-0.0926627524461126,-0.0977325046377052,0.119329148380606,-0.0448960731452271,-0.119329148380606,-0.119329148380606,0.117375027734897,0.119329148380606,0,-0.119329148380606,0.0860308245994378,-0.0815528189612924,-0.117375027734897,-0.117375027734897
"HAS2",-0.119329148380606,0.0958357712341225,0.0407864841041312,0.0628535314133691,0.0331136268894668,0.117375027734897,0.0921358820562285,0.0958357712341225,-0.117375027734897,0.0407864841041312,0.117375027734897,0.117375027734897,-0.170810142238714,-0.117375027734897,0,0.117375027734897,-0.0520350829386855,0.0774154950176305,0.0708101422387137,0.0708101422387137
"HA",0.0935025174601416,-0.0977325046377052,-0.0448960731452271,-0.10372309663076,-0.0456964083464204,-0.119329148380606,-0.0926627524461126,-0.0977325046377052,0.119329148380606,-0.0448960731452271,-0.119329148380606,-0.119329148380606,0.117375027734897,0.119329148380606,0,-0.119329148380606,0.0860308245994378,-0.0815528189612924,-0.117375027734897,-0.117375027734897
"GRHL2",0.0213588017685379,-0.0139557558726211,0.0499914731879544,-0.000118119302361092,0.0503732154673522,-0.00172933551357535,-0.0116764597241817,-0.0139557558726211,0.00172933551357535,0.0499914731879544,-0.00172933551357535,-0.00172933551357535,-0.00846174728897242,0.00172933551357535,0,-0.00172933551357535,0.0113458153035519,-0.0211494741312348,0.00846174728897242,-0.0915382527110276
"EXTGFB",0.138255122157853,0.134078094084478,-0.15326213861935,0.0804255093143667,-0.319217567282576,-0.136533774504476,-0.272639916900997,0.134078094084478,0.136533774504476,-0.15326213861935,-0.136533774504476,-0.136533774504476,0.130878247512189,0.136533774504476,0,-0.136533774504476,-0.159224509043875,0.170964536054764,-0.130878247512189,-0.130878247512189
"ESRP1",-0.119329148380606,0.0958357712341225,0.0407864841041312,0.0628535314133691,0.0331136268894668,0.117375027734897,0.0921358820562285,0.0958357712341225,-0.117375027734897,0.0407864841041312,0.117375027734897,0.117375027734897,-0.0708101422387137,-0.117375027734897,0,0.117375027734897,-0.0520350829386855,0.0774154950176305,0.170810142238714,0.0708101422387137
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",-0.0935025174601416,0.0977325046377052,0.0448960731452271,0.10372309663076,0.0456964083464204,0.119329148380606,0.0926627524461126,0.0977325046377052,-0.119329148380606,0.0448960731452271,0.119329148380606,0.119329148380606,-0.117375027734897,-0.119329148380606,0,0.119329148380606,-0.0860308245994378,0.0815528189612924,0.117375027734897,0.117375027734897
"CD24",-0.0935025174601416,0.0977325046377052,0.0448960731452271,0.10372309663076,0.0456964083464204,0.119329148380606,0.0926627524461126,0.0977325046377052,-0.119329148380606,0.0448960731452271,0.119329148380606,0.119329148380606,-0.117375027734897,-0.119329148380606,0,0.119329148380606,-0.0860308245994378,0.0815528189612924,0.117375027734897,0.117375027734897
