"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0513137012055142,-0.0819726394312264,0.0291229230884523,0.0465094171551875,-0.0248053324021366,-0.0611239070251062,-0.044801951910003,0.044801951910003,-0.0611239070251062,0.039135753454552,0.0611239070251062,-0.0611239070251062,0.0579365373498008,0.0611239070251062,0,-0.0611239070251062,0.0761860695037301,-0.0775645069041841,-0.0579365373498008,0.0579365373498008
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"TWIST1",-0.147925120609182,0.069549571626348,-0.0734939264891891,-0.0893802405723341,-0.00559627966211703,0.143871536753928,0.0652737277958707,-0.0652737277958707,0.143871536753928,0.157317862093245,-0.143871536753928,0.143871536753928,-0.137482160657712,-0.143871536753928,0,0.143871536753928,0.0309499284209591,-0.0154250500871062,0.137482160657712,-0.137482160657712
"TGFB",0.0942962491131649,-0.121083813758278,-0.0354777816738355,-0.0179383608968216,0.0376331647470077,-0.0905445939711905,0.0352940633112131,-0.0352940633112131,-0.0905445939711905,-0.0992041995597844,0.0905445939711905,-0.0905445939711905,0.09500046372269,0.0905445939711905,0,-0.0905445939711905,0.100352296623054,-0.102293981622381,-0.09500046372269,0.09500046372269
"SNAIL1",0.0966502600244601,-0.116788451308931,-0.0219691963524558,-0.0273809092472198,-0.0484968216627772,-0.0942962491131649,0.0264061749726269,-0.0264061749726269,-0.0942962491131649,-0.09526862745828,0.0942962491131649,-0.0942962491131649,0.0905445939711905,0.0942962491131649,0,-0.0942962491131649,0.109300789383557,-0.0951927706790409,-0.0905445939711905,0.0905445939711905
"MIR340",0.0611239070251062,-0.078700842684745,0.0297150078500602,0.026314295203968,-0.0157854691654059,-0.0579365373498008,-0.0441622151159982,0.0441622151159982,-0.0579365373498008,0.0393538899456708,0.0579365373498008,-0.0579365373498008,0.0328728160243973,0.0579365373498008,0,-0.0579365373498008,0.0655385874893417,-0.073848393593188,-0.0328728160243973,0.0328728160243973
"MIR34",0.0942962491131649,-0.121083813758278,-0.0354777816738355,-0.0179383608968216,0.0376331647470077,-0.0905445939711905,0.0352940633112131,-0.0352940633112131,-0.0905445939711905,-0.0992041995597844,0.0905445939711905,-0.0905445939711905,0.09500046372269,0.0905445939711905,0,-0.0905445939711905,0.100352296623054,-0.102293981622381,-0.09500046372269,0.09500046372269
"MIR200",-0.0422666985798465,-0.0376613016214138,-0.0475610879996237,-0.0329711012065582,0.0845077415328178,0.0385590900751901,0.147773421342317,-0.147773421342317,0.0385590900751901,-0.103278162537188,-0.0385590900751901,0.0385590900751901,-0.0203818748853166,-0.0385590900751901,0,0.0385590900751901,0.0477134364636767,-0.0292719142543485,0.0203818748853166,-0.0203818748853166
"MIR190",-0.0905445939711905,0.114040085033481,0.0146682788141787,-0.0795485997480338,-0.0546248082010467,0.09500046372269,-0.0228038826356436,0.0228038826356436,0.09500046372269,0.0922970284203211,-0.09500046372269,0.09500046372269,-0.103020513848003,-0.09500046372269,0,0.09500046372269,-0.120062341497062,0.0917665234066221,0.103020513848003,-0.103020513848003
"MIR129",0.143871536753928,-0.0608646316817838,-0.016934943803698,0.0924515282590064,0.0132949210783377,-0.137482160657712,-0.0661052645990737,0.0661052645990737,-0.137482160657712,-0.151746321418382,0.137482160657712,-0.137482160657712,0.14523178807947,0.137482160657712,0,-0.137482160657712,-0.0217507497761952,0.0238714283824735,-0.14523178807947,0.14523178807947
"MIR1199",-0.0611239070251062,0.078700842684745,-0.0297150078500602,-0.026314295203968,0.0157854691654059,0.0579365373498008,0.0441622151159982,-0.0441622151159982,0.0579365373498008,-0.0393538899456708,-0.0579365373498008,0.0579365373498008,-0.0328728160243973,-0.0579365373498008,0,0.0579365373498008,-0.0655385874893417,0.073848393593188,0.0328728160243973,-0.0328728160243973
"HAS2",-0.0579365373498008,0.064791464391805,-0.0237789347906995,-0.035106565735369,0.0191913348229271,0.0328728160243973,0.026986240405777,-0.026986240405777,0.0328728160243973,-0.0441940725940726,-0.0328728160243973,0.0328728160243973,-0.137198515769944,-0.0328728160243973,0,0.0328728160243973,-0.058228438447468,0.0659258583819204,0.0371985157699443,-0.0371985157699443
"HA",0.0611239070251062,-0.078700842684745,0.0297150078500602,0.026314295203968,-0.0157854691654059,-0.0579365373498008,-0.0441622151159982,0.0441622151159982,-0.0579365373498008,0.0393538899456708,0.0579365373498008,-0.0579365373498008,0.0328728160243973,0.0579365373498008,0,-0.0579365373498008,0.0655385874893417,-0.073848393593188,-0.0328728160243973,0.0328728160243973
"GRHL2",-0.121382168038464,0.127984702907886,-0.0446607702635584,-0.108646371803184,0.0409967300610285,0.112515824853638,0.130295449286385,-0.130295449286385,0.112515824853638,-0.0588101211379083,-0.112515824853638,0.112515824853638,-0.0948088184842112,-0.112515824853638,0,0.112515824853638,-0.116960382048666,0.125834338035443,0.0948088184842112,0.00519118151578884
"EXTGFB",0.0942962491131649,-0.121083813758278,-0.0354777816738355,-0.0179383608968216,0.0376331647470077,-0.0905445939711905,0.0352940633112131,-0.0352940633112131,-0.0905445939711905,-0.0992041995597844,0.0905445939711905,-0.0905445939711905,0.09500046372269,0.0905445939711905,0,-0.0905445939711905,0.100352296623054,-0.102293981622381,-0.09500046372269,0.09500046372269
"ESRP1",-0.0579365373498008,0.064791464391805,-0.0237789347906995,-0.035106565735369,0.0191913348229271,0.0328728160243973,0.026986240405777,-0.026986240405777,0.0328728160243973,-0.0441940725940726,-0.0328728160243973,0.0328728160243973,-0.0371985157699443,-0.0328728160243973,0,0.0328728160243973,-0.058228438447468,0.0659258583819204,0.137198515769944,-0.0371985157699443
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",-0.0611239070251062,0.078700842684745,-0.0297150078500602,-0.026314295203968,0.0157854691654059,0.0579365373498008,0.0441622151159982,-0.0441622151159982,0.0579365373498008,-0.0393538899456708,-0.0579365373498008,0.0579365373498008,-0.0328728160243973,-0.0579365373498008,0,0.0579365373498008,-0.0655385874893417,0.073848393593188,0.0328728160243973,-0.0328728160243973
"CD24",-0.0611239070251062,0.078700842684745,-0.0297150078500602,-0.026314295203968,0.0157854691654059,0.0579365373498008,0.0441622151159982,-0.0441622151159982,0.0579365373498008,-0.0393538899456708,-0.0579365373498008,0.0579365373498008,-0.0328728160243973,-0.0579365373498008,0,0.0579365373498008,-0.0655385874893417,0.073848393593188,0.0328728160243973,-0.0328728160243973
