"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0990191427749085,0.0537995146346511,0.0430655806528161,0.00586933329494618,0.0185285731223258,0.00267606444140536,0.0152975654519816,-0.0152975654519816,-0.00267606444140536,-0.0430655806528161,-0.00267606444140536,0.00267606444140536,-0.00550597209705028,-0.00267606444140536,0,0.00267606444140536,0.0458831973183981,-0.0457960666585127,-0.00550597209705028,0.00550597209705028
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.0176878563480879,0.0104199558864844,-0.00656282572231215,0.0139662514694642,-0.0132632802865526,-0.0168527832791944,0.00569422479615871,-0.00569422479615871,0.0168527832791944,-0.0109549130801312,0.0168527832791944,-0.0168527832791944,0.0193333645871372,0.0168527832791944,0,-0.0168527832791944,-0.0888439567593254,0.0874229839333082,0.0193333645871372,-0.0193333645871372
"TGFB",0.0617706705055839,0.0850689600486228,-0.107703822147849,-0.0258440088793496,-0.00539784187606333,-0.0603141455681114,-0.0256700063873515,0.0256700063873515,0.0603141455681114,0.107703822147849,0.0603141455681114,-0.0603141455681114,0.0642558765021303,0.0603141455681114,0,-0.0603141455681114,0.107903040212096,-0.123151936602977,0.0642558765021303,-0.0642558765021303
"SNAIL1",-0.0612857240517548,-0.0843575687834269,0.105986757871903,0.0305734091718898,-0.0913165237806638,0.0617706705055839,0.023175634482804,-0.023175634482804,-0.0617706705055839,-0.105986757871903,-0.0617706705055839,0.0617706705055839,-0.0603141455681114,-0.0617706705055839,0,0.0617706705055839,-0.10776062388169,0.123047287178549,-0.0603141455681114,0.0603141455681114
"MIR340",-0.00267606444140536,0.049760033735364,0.0468362257135827,0.00635713817299496,0.0140023601623779,0.00550597209705028,0.0158641894695287,-0.0158641894695287,-0.00550597209705028,-0.0468362257135827,-0.00550597209705028,0.00550597209705028,-0.00440146912338843,-0.00550597209705028,0,0.00550597209705028,0.0468903915630024,-0.0425063925799261,-0.00440146912338843,0.00440146912338843
"MIR34",-0.0617706705055839,-0.0850689600486228,0.107703822147849,0.0258440088793496,0.00539784187606333,0.0603141455681114,0.0256700063873515,-0.0256700063873515,-0.0603141455681114,-0.107703822147849,-0.0603141455681114,0.0603141455681114,-0.0642558765021303,-0.0603141455681114,0,0.0603141455681114,-0.107903040212096,0.123151936602977,-0.0642558765021303,0.0642558765021303
"MIR200",-0.0363578920754657,-0.158627068558037,0.0933321890035393,-0.0550044137994887,0.0469624193742904,0.0363051772626033,0.0287697716914296,-0.0287697716914296,-0.0363051772626033,-0.0933321890035393,-0.0363051772626033,0.0363051772626033,-0.0359507468828565,-0.0363051772626033,0,0.0363051772626033,-0.168560049298619,0.174649086100368,-0.0359507468828565,0.0359507468828565
"MIR190",0.0603141455681114,0.0846761870714036,-0.10484416530667,0.0694618232685879,-0.00952968960122582,-0.0642558765021303,-0.0204592182229105,0.0204592182229105,0.0642558765021303,0.10484416530667,0.0642558765021303,-0.0642558765021303,0.0617496108379699,0.0642558765021303,0,-0.0642558765021303,0.110008666722279,-0.123738001287153,0.0617496108379699,-0.0617496108379699
"MIR129",-0.0168527832791944,-0.00921884717074682,-0.0963660445705749,-0.00576675865458681,0.0189034614310565,0.0193333645871372,-0.00994430179030716,0.00994430179030716,-0.0193333645871372,0.0139107069592837,-0.0193333645871372,0.0193333645871372,-0.0124779249448124,-0.0193333645871372,0,0.0193333645871372,0.0890903633301673,-0.087602149533513,-0.0124779249448124,0.0124779249448124
"MIR1199",0.00267606444140536,-0.049760033735364,-0.0468362257135827,-0.00635713817299496,-0.0140023601623779,-0.00550597209705028,-0.0158641894695287,0.0158641894695287,0.00550597209705028,0.0468362257135827,0.00550597209705028,-0.00550597209705028,0.00440146912338843,0.00550597209705028,0,-0.00550597209705028,-0.0468903915630024,0.0425063925799261,0.00440146912338843,-0.00440146912338843
"HAS2",-0.00550597209705028,0.0510245226710858,0.0463796047090165,0.0217194570135747,0.0199626250630401,0.00440146912338843,0.0159695635475055,-0.0159695635475055,-0.00440146912338843,-0.0463796047090165,-0.00440146912338843,0.00440146912338843,-0.0873531230674088,-0.00440146912338843,0,0.00440146912338843,0.0542005406048761,-0.0432986461010528,0.0126468769325912,-0.0126468769325912
"HA",0.00267606444140536,-0.049760033735364,-0.0468362257135827,-0.00635713817299496,-0.0140023601623779,-0.00550597209705028,-0.0158641894695287,0.0158641894695287,0.00550597209705028,0.0468362257135827,0.00550597209705028,-0.00550597209705028,0.00440146912338843,0.00550597209705028,0,-0.00550597209705028,-0.0468903915630024,0.0425063925799261,0.00440146912338843,-0.00440146912338843
"GRHL2",-0.108945336684069,-0.129209847738272,-0.0647812049151459,-0.125461509621487,-0.0398251722983422,0.107136779119005,-0.132822450779455,0.132822450779455,-0.107136779119005,0.0647812049151459,-0.107136779119005,0.107136779119005,-0.112232320520279,-0.107136779119005,0,0.107136779119005,-0.130073314475928,0.125813664413484,-0.112232320520279,0.0122323205202786
"EXTGFB",0.0617706705055839,0.0850689600486228,-0.107703822147849,-0.0258440088793496,-0.00539784187606333,-0.0603141455681114,-0.0256700063873515,0.0256700063873515,0.0603141455681114,0.107703822147849,0.0603141455681114,-0.0603141455681114,0.0642558765021303,0.0603141455681114,0,-0.0603141455681114,0.107903040212096,-0.123151936602977,0.0642558765021303,-0.0642558765021303
"ESRP1",-0.00550597209705028,0.0510245226710858,0.0463796047090165,0.0217194570135747,0.0199626250630401,0.00440146912338843,0.0159695635475055,-0.0159695635475055,-0.00440146912338843,-0.0463796047090165,-0.00440146912338843,0.00440146912338843,0.0126468769325912,-0.00440146912338843,0,0.00440146912338843,0.0542005406048761,-0.0432986461010528,-0.0873531230674088,-0.0126468769325912
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.00267606444140536,-0.049760033735364,-0.0468362257135827,-0.00635713817299496,-0.0140023601623779,-0.00550597209705028,-0.0158641894695287,0.0158641894695287,0.00550597209705028,0.0468362257135827,0.00550597209705028,-0.00550597209705028,0.00440146912338843,0.00550597209705028,0,-0.00550597209705028,-0.0468903915630024,0.0425063925799261,0.00440146912338843,-0.00440146912338843
"CD24",-0.00267606444140536,0.049760033735364,0.0468362257135827,0.00635713817299496,0.0140023601623779,0.00550597209705028,0.0158641894695287,-0.0158641894695287,-0.00550597209705028,-0.0468362257135827,-0.00550597209705028,0.00550597209705028,-0.00440146912338843,-0.00550597209705028,0,0.00550597209705028,0.0468903915630024,-0.0425063925799261,-0.00440146912338843,0.00440146912338843
