"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.0665313722901534,-0.190476135875654,-0.187039120791127,-0.135049351500202,0.1473792117789,-0.166704541282717,-0.190476135875654,0.112594606895896,-0.166704541282717,0.187039120791127,0.166704541282717,0.166704541282717,0.166496021771249,0.166704541282717,0,-0.166704541282717,-0.163496275857372,0.137571522744668,0.166496021771249,-0.166496021771249
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.0294339165047711,-0.0353358197195804,-0.030812784352656,-0.0157369500653265,0.0423135696710337,-0.030477757840888,-0.0353358197195804,0.00709980523454419,-0.030477757840888,0.0121775950781823,0.030477757840888,0.030477757840888,0.0284983040699032,0.030477757840888,0,-0.030477757840888,0.0599083009786893,-0.0868350532989032,0.0284983040699032,-0.0284983040699032
"TGFB",0.100469753710456,-0.00261313210897991,0.0931771883750837,-0.134964183032609,0.00750695350523111,-0.0993074762350993,-0.00261313210897991,0.100043689984783,-0.0993074762350993,-0.0931771883750837,0.0993074762350993,0.0993074762350993,0.101364031505022,0.0993074762350993,0,-0.0993074762350993,-0.0229445297361373,0.0676538796242346,0.101364031505022,-0.101364031505022
"SNAIL1",-0.0998635706431697,0.00370273138858369,-0.0927365258617878,0.133842778839532,-0.107035293100722,0.100469753710456,0.00370273138858369,-0.100376873235571,0.100469753710456,0.0927365258617878,-0.100469753710456,-0.100469753710456,-0.0993074762350993,-0.100469753710456,0,0.100469753710456,0.0219713514783637,-0.06783327863754,-0.0993074762350993,0.0993074762350993
"MIR340",-0.166704541282717,0.190165406575709,0.186696334876512,0.134951790524592,-0.147672275927386,0.166496021771249,0.190165406575709,-0.112649441478239,0.166496021771249,-0.186696334876512,-0.166496021771249,-0.166496021771249,-0.166580983538454,-0.166496021771249,0,0.166496021771249,0.163400352595981,-0.13760198268984,-0.166580983538454,0.166580983538454
"MIR34",0.100469753710456,-0.00261313210897991,0.0931771883750837,-0.134964183032609,0.00750695350523111,-0.0993074762350993,-0.00261313210897991,0.100043689984783,-0.0993074762350993,-0.0931771883750837,0.0993074762350993,0.0993074762350993,0.101364031505022,0.0993074762350993,0,-0.0993074762350993,-0.0229445297361373,0.0676538796242346,0.101364031505022,-0.101364031505022
"MIR200",-0.1663511969115,0.087231247359916,-0.023127339704745,0.133627404021852,-0.026911438082922,0.167071632687287,0.087231247359916,-0.211145425897685,0.167071632687287,0.023127339704745,-0.167071632687287,-0.167071632687287,-0.165502012434122,-0.167071632687287,0,0.167071632687287,0.145723627017444,-0.210975553846897,-0.165502012434122,0.165502012434122
"MIR190",0.0993074762350993,-0.00457699699507575,0.0926052570068479,-0.0328304703725806,0.00653202314311412,-0.101364031505022,-0.00457699699507575,0.10059357215289,-0.101364031505022,-0.0926052570068479,0.101364031505022,0.101364031505022,0.0973540064423655,0.101364031505022,0,-0.101364031505022,-0.0209079401607144,0.0678058223201321,0.0973540064423655,-0.0973540064423655
"MIR129",-0.030477757840888,0.0334879601569072,-0.0699194332205658,0.0176811597018439,-0.0431232307112423,0.0284983040699032,0.0334879601569072,-0.00651464970636433,0.0284983040699032,-0.0114190285074264,-0.0284983040699032,-0.0284983040699032,-0.032075055187638,-0.0284983040699032,0,0.0284983040699032,-0.058224522744603,0.0871677894135692,-0.032075055187638,0.032075055187638
"MIR1199",0.166704541282717,-0.190165406575709,-0.186696334876512,-0.134951790524592,0.147672275927386,-0.166496021771249,-0.190165406575709,0.112649441478239,-0.166496021771249,0.186696334876512,0.166496021771249,0.166496021771249,0.166580983538454,0.166496021771249,0,-0.166496021771249,-0.163400352595981,0.13760198268984,0.166580983538454,-0.166580983538454
"HAS2",-0.166496021771249,0.190481528809639,0.186605010675599,0.13504840888208,-0.147199239030508,0.166580983538454,0.190481528809639,-0.112438693322286,0.166580983538454,-0.186605010675599,-0.166580983538454,-0.166580983538454,-0.0663265306122449,-0.166580983538454,0,0.166580983538454,0.163045490992007,-0.13716184184477,-0.166326530612245,0.166326530612245
"HA",-0.166704541282717,0.190165406575709,0.186696334876512,0.134951790524592,-0.147672275927386,0.166496021771249,0.190165406575709,-0.112649441478239,0.166496021771249,-0.186696334876512,-0.166496021771249,-0.166496021771249,-0.166580983538454,-0.166496021771249,0,0.166496021771249,0.163400352595981,-0.13760198268984,-0.166580983538454,0.166580983538454
"GRHL2",0.294059139464768,-0.313300648025802,-0.208610776049858,-0.253805402694767,0.172502415475981,-0.293926805984398,-0.313300648025802,0.224971773454657,-0.293926805984398,0.208610776049858,0.293926805984398,0.293926805984398,0.293926805984398,0.293926805984398,0,-0.293926805984398,-0.279076786940968,0.246237591993784,0.293926805984398,-0.393926805984398
"EXTGFB",0.100469753710456,-0.00261313210897991,0.0931771883750837,-0.134964183032609,0.00750695350523111,-0.0993074762350993,-0.00261313210897991,0.100043689984783,-0.0993074762350993,-0.0931771883750837,0.0993074762350993,0.0993074762350993,0.101364031505022,0.0993074762350993,0,-0.0993074762350993,-0.0229445297361373,0.0676538796242346,0.101364031505022,-0.101364031505022
"ESRP1",-0.166496021771249,0.190481528809639,0.186605010675599,0.13504840888208,-0.147199239030508,0.166580983538454,0.190481528809639,-0.112438693322286,0.166580983538454,-0.186605010675599,-0.166580983538454,-0.166580983538454,-0.166326530612245,-0.166580983538454,0,0.166580983538454,0.163045490992007,-0.13716184184477,-0.266326530612245,0.166326530612245
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.166704541282717,-0.190165406575709,-0.186696334876512,-0.134951790524592,0.147672275927386,-0.166496021771249,-0.190165406575709,0.112649441478239,-0.166496021771249,0.186696334876512,0.166496021771249,0.166496021771249,0.166580983538454,0.166496021771249,0,-0.166496021771249,-0.163400352595981,0.13760198268984,0.166580983538454,-0.166580983538454
"CD24",-0.166704541282717,0.190165406575709,0.186696334876512,0.134951790524592,-0.147672275927386,0.166496021771249,0.190165406575709,-0.112649441478239,0.166496021771249,-0.186696334876512,-0.166496021771249,-0.166496021771249,-0.166580983538454,-0.166496021771249,0,0.166496021771249,0.163400352595981,-0.13760198268984,-0.166580983538454,0.166580983538454
