"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0493285396198323,-0.0675281562296079,0.0613846040803769,-0.00137760759802967,-0.067500439907758,-0.0516187966336056,-0.0675281562296079,-0.0763241463824897,-0.0516187966336056,0.0613846040803769,-0.0516187966336056,0.0516187966336056,-0.0504570450697093,0.0516187966336056,0,-0.0516187966336056,0.00432387886506691,0.0775480968512978,0.0504570450697093,-0.0504570450697093
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.000627025714524809,0.00582952484495388,0.036457661027397,-0.00197749445408707,-0.0123109735734154,8.62658651550796e-05,0.00582952484495388,-0.00105775455262519,8.62658651550796e-05,-0.0767568753429189,8.62658651550796e-05,-8.62658651550796e-05,-0.00129183486147985,-8.62658651550796e-05,0,8.62658651550796e-05,0.131673078007663,0.0887237101061299,0.00129183486147985,-0.00129183486147985
"TGFB",0.0721766857264784,0.0248978876588789,0.0375098597515944,-0.0733597877563438,-0.0192367030769975,-0.0709261340124869,0.0248978876588789,-0.0954839179451081,-0.0709261340124869,0.0375098597515944,-0.0709261340124869,0.0709261340124869,-0.0732397586911502,0.0709261340124869,0,-0.0709261340124869,0.0106769712317674,-0.0354585142605765,0.0732397586911502,-0.0732397586911502
"SNAIL1",-0.0714593690968562,-0.024096446866443,-0.0367956825748736,0.0735710668072133,-0.0808512336085889,0.0721766857264784,-0.024096446866443,0.096213319115752,0.0721766857264784,-0.0367956825748736,0.0721766857264784,-0.0721766857264784,0.0709261340124869,-0.0721766857264784,0,0.0721766857264784,-0.0103209304057527,0.0344718196873966,-0.0709261340124869,0.0709261340124869
"MIR340",0.0516187966336056,-0.0662669608357128,0.0637217807709347,-0.000694680768761374,-0.0668491862444561,-0.0504570450697093,-0.0662669608357128,-0.0761596426354599,-0.0504570450697093,0.0637217807709347,-0.0504570450697093,0.0504570450697093,-0.0524111657154187,0.0504570450697093,0,-0.0504570450697093,0.00489941843341224,0.0758118799764882,0.0524111657154187,-0.0524111657154187
"MIR34",-0.0721766857264784,-0.0248978876588789,-0.0375098597515944,0.0733597877563438,0.0192367030769975,0.0709261340124869,-0.0248978876588789,0.0954839179451081,0.0709261340124869,-0.0375098597515944,0.0709261340124869,-0.0709261340124869,0.0732397586911502,-0.0709261340124869,0,0.0709261340124869,-0.0106769712317674,0.0354585142605765,-0.0732397586911502,0.0732397586911502
"MIR200",-0.0665856778302834,0.161714538322741,0.0363014717308713,0.00722044319993817,-0.0266443546663477,0.0649515186315486,0.161714538322741,-0.00780171415333884,0.0649515186315486,0.0363014717308713,0.0649515186315486,-0.0649515186315486,0.0679388604037005,-0.0649515186315486,0,0.0649515186315486,-0.00102796685591519,-0.166143428040409,-0.0679388604037005,0.0679388604037005
"MIR190",-0.0709261340124869,-0.0231435016939666,-0.0356180867643529,-0.0262134697116506,0.0193295535876753,0.0732397586911502,-0.0231435016939666,0.0965574974161739,0.0732397586911502,-0.0356180867643529,0.0732397586911502,-0.0732397586911502,0.0687284804956614,-0.0732397586911502,0,0.0732397586911502,-0.00995208341678637,0.0333530226174248,-0.0687284804956614,0.0687284804956614
"MIR129",8.62658651550796e-05,-0.0050595833605067,-0.136091552240786,0.0020620253078487,0.0119953429984188,0.00129183486147985,-0.0050595833605067,0.0019816843339618,0.00129183486147985,0.0770969224263613,0.00129183486147985,-0.00129183486147985,-0.00139072847682119,-0.00129183486147985,0,0.00129183486147985,-0.131344535913207,-0.0895939430214102,0.00139072847682119,-0.00139072847682119
"MIR1199",-0.0516187966336056,0.0662669608357128,-0.0637217807709347,0.000694680768761374,0.0668491862444561,0.0504570450697093,0.0662669608357128,0.0761596426354599,0.0504570450697093,-0.0637217807709347,0.0504570450697093,-0.0504570450697093,0.0524111657154187,-0.0504570450697093,0,0.0504570450697093,-0.00489941843341224,-0.0758118799764882,-0.0524111657154187,0.0524111657154187
"HAS2",-0.0504570450697093,0.0685851905512028,-0.0596121917298388,0.00156424598615268,0.06826829693509,0.0524111657154187,0.0685851905512028,0.0762650167134367,0.0524111657154187,-0.0596121917298388,0.0524111657154187,-0.0524111657154187,-0.0508967223252938,-0.0524111657154187,0,0.0524111657154187,-0.00383483362148889,-0.0788048377229671,-0.0491032776747062,0.0491032776747062
"HA",0.0516187966336056,-0.0662669608357128,0.0637217807709347,-0.000694680768761374,-0.0668491862444561,-0.0504570450697093,-0.0662669608357128,-0.0761596426354599,-0.0504570450697093,0.0637217807709347,-0.0504570450697093,0.0504570450697093,-0.0524111657154187,0.0504570450697093,0,-0.0504570450697093,0.00489941843341224,0.0758118799764882,0.0524111657154187,-0.0524111657154187
"GRHL2",-0.167000190575937,0.160488924008836,-0.0806089973097256,0.00899337397026379,0.0915766419422879,0.166647301294949,0.160488924008836,0.194528232024209,0.166647301294949,-0.0806089973097256,0.166647301294949,-0.166647301294949,0.167284243970108,-0.166647301294949,0,0.166647301294949,-0.00279247842272142,-0.167109006943985,-0.167284243970108,0.0672842439701078
"EXTGFB",-0.0721766857264784,-0.0248978876588789,-0.0375098597515944,0.0733597877563438,0.0192367030769975,0.0709261340124869,-0.0248978876588789,0.0954839179451081,0.0709261340124869,-0.0375098597515944,0.0709261340124869,-0.0709261340124869,0.0732397586911502,-0.0709261340124869,0,0.0709261340124869,-0.0106769712317674,0.0354585142605765,-0.0732397586911502,0.0732397586911502
"ESRP1",0.0504570450697093,-0.0685851905512028,0.0596121917298388,-0.00156424598615268,-0.06826829693509,-0.0524111657154187,-0.0685851905512028,-0.0762650167134367,-0.0524111657154187,0.0596121917298388,-0.0524111657154187,0.0524111657154187,-0.0491032776747062,0.0524111657154187,0,-0.0524111657154187,0.00383483362148889,0.0788048377229671,-0.0508967223252938,-0.0491032776747062
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"CD44s",-0.0516187966336056,0.0662669608357128,-0.0637217807709347,0.000694680768761374,0.0668491862444561,0.0504570450697093,0.0662669608357128,0.0761596426354599,0.0504570450697093,-0.0637217807709347,0.0504570450697093,-0.0504570450697093,0.0524111657154187,-0.0504570450697093,0,0.0504570450697093,-0.00489941843341224,-0.0758118799764882,-0.0524111657154187,0.0524111657154187
