"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0414049755649584,0.078463022054522,-0.0633975555149481,-0.0043837690135144,0.0863969281126333,-0.0446090816826732,0.078463022054522,-0.0892242125847167,-0.0446090816826732,0.0633975555149481,-0.0446090816826732,0.0446090816826732,0.0617374701247346,0.0446090816826732,0,-0.0446090816826732,0.0933251120108695,-0.0883411361558524,0.0617374701247346,0.0617374701247346
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",-0.012459109298016,-0.0138412569138997,0.055108305506485,0.00261024471905079,-0.028867949285363,0.0329879889083152,-0.0138412569138997,0.0390997307726787,0.0329879889083152,0.0520855860224329,0.0329879889083152,-0.0329879889083152,-0.00815711945203857,-0.0329879889083152,0,0.0329879889083152,0.105396913972094,-0.0582729851659043,-0.00815711945203857,-0.00815711945203857
"TGFB",-0.0401731812874671,-0.0690482475227669,-0.0427530102718848,-0.0683489254340821,0.00407756977209384,0.0200319425056516,-0.0690482475227669,-0.0493364616098898,0.0200319425056516,0.0427530102718848,0.0200319425056516,-0.0200319425056516,-0.0446249159418127,-0.0200319425056516,0,0.0200319425056516,-0.0304142018843418,-0.0566719587477431,-0.0446249159418127,-0.0446249159418127
"SNAIL1",-0.0236951049084006,-0.0755588283422176,-0.0257191248441383,-0.0727857855023415,-0.0836192884899575,0.0401731812874671,-0.0755588283422176,-0.0311914818710334,0.0401731812874671,0.0257191248441383,0.0401731812874671,-0.0401731812874671,-0.0200319425056516,-0.0401731812874671,0,0.0401731812874671,-0.0143923647136796,-0.0380593111173051,-0.0200319425056516,-0.0200319425056516
"MIR340",-0.0446090816826732,-0.0840744276476494,0.07776340157291,0.000708972265546919,-0.0759768694998036,0.0617374701247346,-0.0840744276476494,0.104632730223174,0.0617374701247346,-0.07776340157291,0.0617374701247346,-0.0617374701247346,-0.0409218371595689,-0.0617374701247346,0,0.0617374701247346,-0.0796560472626681,0.104119387755,-0.0409218371595689,-0.0409218371595689
"MIR34",-0.0401731812874671,-0.0690482475227669,-0.0427530102718848,-0.0683489254340821,0.00407756977209384,0.0200319425056516,-0.0690482475227669,-0.0493364616098898,0.0200319425056516,0.0427530102718848,0.0200319425056516,-0.0200319425056516,-0.0446249159418127,-0.0200319425056516,0,0.0200319425056516,-0.0304142018843418,-0.0566719587477431,-0.0446249159418127,-0.0446249159418127
"MIR200",-0.0622038624628012,-0.184174458962174,-0.0225764828436368,0.00693392603789312,0.021156836117908,0.0823936357891059,-0.184174458962174,0.0268198569639399,0.0823936357891059,0.0225764828436368,0.0823936357891059,-0.0823936357891059,-0.0578366737637894,-0.0823936357891059,0,0.0823936357891059,-0.0907371316032035,0.0276463674056983,-0.0578366737637894,-0.0578366737637894
"MIR190",0.0200319425056516,0.0769298919322982,0.021855517970961,-0.026103421649844,-0.0190729272465599,-0.0446249159418127,0.0769298919322982,0.0271578808295808,-0.0446249159418127,-0.021855517970961,-0.0446249159418127,0.0446249159418127,0.0145497279718879,0.0446249159418127,0,-0.0446249159418127,0.0109112678146145,0.033902260462525,0.0145497279718879,0.0145497279718879
"MIR129",-0.0329879889083152,-0.00580306781627115,0.133821694627824,0.00821745801857178,-0.0441417245015013,0.00815711945203857,-0.00580306781627115,0.016617439426821,0.00815711945203857,0.0733516074715566,0.00815711945203857,-0.00815711945203857,-0.0391556291390728,-0.00815711945203857,0,0.00815711945203857,0.0853147784484804,-0.0813597525065749,-0.0391556291390728,-0.0391556291390728
"MIR1199",-0.0446090816826732,-0.0840744276476494,0.07776340157291,0.000708972265546919,-0.0759768694998036,0.0617374701247346,-0.0840744276476494,0.104632730223174,0.0617374701247346,-0.07776340157291,0.0617374701247346,-0.0617374701247346,-0.0409218371595689,-0.0617374701247346,0,0.0617374701247346,-0.0796560472626681,0.104119387755,-0.0409218371595689,-0.0409218371595689
"HAS2",-0.0617374701247346,-0.0771197385011794,0.0601378307966543,0.00525003506747929,-0.0886542583361328,0.0409218371595689,-0.0771197385011794,0.0857707702653237,0.0409218371595689,-0.0601378307966543,0.0409218371595689,-0.0409218371595689,0.03286951144094,-0.0409218371595689,0,0.0409218371595689,-0.0966184319326468,0.084841218740915,-0.06713048855906,-0.06713048855906
"HA",-0.0446090816826732,-0.0840744276476494,0.07776340157291,0.000708972265546919,-0.0759768694998036,0.0617374701247346,-0.0840744276476494,0.104632730223174,0.0617374701247346,-0.07776340157291,0.0617374701247346,-0.0617374701247346,-0.0409218371595689,-0.0617374701247346,0,0.0617374701247346,-0.0796560472626681,0.104119387755,-0.0409218371595689,-0.0409218371595689
"GRHL2",-0.219697018272525,-0.202852749787696,0.0909341379858321,0.01080677765641,-0.10270878104857,0.226975359692904,-0.202852749787696,0.247388567272697,0.226975359692904,-0.0909341379858321,0.226975359692904,-0.226975359692904,-0.217930773705643,-0.226975359692904,0,0.226975359692904,-0.216903322658954,0.242699855704673,-0.217930773705643,-0.117930773705643
"EXTGFB",-0.0401731812874671,-0.0690482475227669,-0.0427530102718848,-0.0683489254340821,0.00407756977209384,0.0200319425056516,-0.0690482475227669,-0.0493364616098898,0.0200319425056516,0.0427530102718848,0.0200319425056516,-0.0200319425056516,-0.0446249159418127,-0.0200319425056516,0,0.0200319425056516,-0.0304142018843418,-0.0566719587477431,-0.0446249159418127,-0.0446249159418127
"ESRP1",0.0617374701247346,0.0771197385011794,-0.0601378307966543,-0.00525003506747929,0.0886542583361328,-0.0409218371595689,0.0771197385011794,-0.0857707702653237,-0.0409218371595689,0.0601378307966543,-0.0409218371595689,0.0409218371595689,0.06713048855906,0.0409218371595689,0,-0.0409218371595689,0.0966184319326468,-0.084841218740915,-0.03286951144094,0.06713048855906
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",-0.0446090816826732,-0.0840744276476494,0.07776340157291,0.000708972265546919,-0.0759768694998036,0.0617374701247346,-0.0840744276476494,0.104632730223174,0.0617374701247346,-0.07776340157291,0.0617374701247346,-0.0617374701247346,-0.0409218371595689,-0.0617374701247346,0,0.0617374701247346,-0.0796560472626681,0.104119387755,-0.0409218371595689,-0.0409218371595689
"CD24",-0.0446090816826732,-0.0840744276476494,0.07776340157291,0.000708972265546919,-0.0759768694998036,0.0617374701247346,-0.0840744276476494,0.104632730223174,0.0617374701247346,-0.07776340157291,0.0617374701247346,-0.0617374701247346,-0.0409218371595689,-0.0617374701247346,0,0.0617374701247346,-0.0796560472626681,0.104119387755,-0.0409218371595689,-0.0409218371595689
