"","ZEB1","VIM","TWIST1","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR129","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",-0.0604624682765428,0.0782636398956849,-0.116784778217042,-0.039596468443147,0.101916930995907,0.0479209482458164,-0.0782636398956849,-0.0312347333002935,-0.0479209482458164,-0.0701914449868623,-0.0479209482458164,-0.0479209482458164,-0.0508700099080148,-0.0479209482458164,0,-0.0479209482458164,0.0703938860167831,-0.0602213568297385,0.0508700099080148,-0.0508700099080148
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TWIST1",0.144977648888763,0.0711244299545916,-0.0141057077104942,-0.0808066204602524,0.00577188878267352,0.144403536153898,-0.0711244299545916,-0.06140823770005,-0.144403536153898,-0.0257898890911675,-0.144403536153898,-0.144403536153898,-0.137613258028115,-0.144403536153898,0,-0.144403536153898,0.136455674736468,-0.120302589074024,0.137613258028115,-0.137613258028115
"TGFB",0.0660717220520938,-0.0479859634380181,0.102950293833031,-0.127410233160983,-0.0489706638142385,0.0634970567585819,0.0479859634380181,-0.110989317185989,-0.0634970567585819,0.0326965564478225,-0.0634970567585819,-0.0634970567585819,-0.0650394732110241,-0.0634970567585819,0,-0.0634970567585819,-0.0355837343102957,0.0351290681390254,0.0650394732110241,-0.0650394732110241
"SNAIL1",-0.064808840661914,0.043762640610463,-0.101415572666035,0.128791673108976,-0.0460968875487801,-0.0660717220520938,-0.043762640610463,0.109917727811833,0.0660717220520938,-0.0274238015473514,0.0660717220520938,0.0660717220520938,0.0634970567585819,0.0660717220520938,0,0.0660717220520938,0.0405920419295693,-0.0312271395996324,-0.0634970567585819,0.0634970567585819
"MIR340",-0.0479209482458164,-0.0805484141599876,0.119869851448578,0.0240192326707892,-0.0990514148773786,-0.0508700099080148,0.0805484141599876,0.0325690414706462,0.0508700099080148,0.0695370355135061,0.0508700099080148,0.0508700099080148,0.0324333064245823,0.0508700099080148,0,0.0508700099080148,-0.062815948366903,0.0614092946914504,-0.0324333064245823,0.0324333064245823
"MIR34",0.0660717220520938,-0.0479859634380181,0.102950293833031,-0.127410233160983,-0.0489706638142385,0.0634970567585819,0.0479859634380181,-0.110989317185989,-0.0634970567585819,0.0326965564478225,-0.0634970567585819,-0.0634970567585819,-0.0650394732110241,-0.0634970567585819,0,-0.0634970567585819,-0.0355837343102957,0.0351290681390254,0.0650394732110241,-0.0650394732110241
"MIR200",0.0577242710781806,-0.0124970406566408,0.0609305870789079,-0.0516844028332915,-0.029368752156754,0.0600964376569892,0.0124970406566408,-0.156663858150889,-0.0600964376569892,0.0298171579754341,-0.0600964376569892,-0.0600964376569892,-0.0489065642392677,-0.0600964376569892,0,-0.0600964376569892,-0.0157549981113251,0.00486265701613938,0.0489065642392677,-0.0489065642392677
"MIR190",0.0634970567585819,-0.0429322844644648,0.100618573639454,-0.0310612526014763,-0.0557951763490574,0.0650394732110241,0.0429322844644648,-0.107820948503088,-0.0650394732110241,0.0242055753655523,-0.0650394732110241,-0.0650394732110241,-0.064538220078192,-0.0650394732110241,0,-0.0650394732110241,-0.0423838723841652,0.0301583713732342,0.064538220078192,-0.064538220078192
"MIR129",0.144403536153898,0.0697693329419646,0.0833315307832297,-0.0825817683892465,0.00323312111422286,0.137613258028115,-0.0697693329419646,-0.0544171690212696,-0.137613258028115,-0.0324077284843143,-0.137613258028115,-0.137613258028115,-0.136868101545254,-0.137613258028115,0,-0.137613258028115,0.132595305126612,-0.120072233302332,0.136868101545254,-0.136868101545254
"MIR1199",0.0479209482458164,0.0805484141599876,-0.119869851448578,-0.0240192326707892,0.0990514148773786,0.0508700099080148,-0.0805484141599876,-0.0325690414706462,-0.0508700099080148,-0.0695370355135061,-0.0508700099080148,-0.0508700099080148,-0.0324333064245823,-0.0508700099080148,0,-0.0508700099080148,0.062815948366903,-0.0614092946914504,0.0324333064245823,-0.0324333064245823
"HAS2",-0.0508700099080148,-0.0714862434539813,0.124162088891501,0.0216037737335912,-0.100281310809261,-0.0324333064245823,0.0714862434539813,0.0187650372556831,0.0324333064245823,0.0762037021801728,0.0324333064245823,0.0324333064245823,0.128107606679035,0.0324333064245823,0,0.0324333064245823,-0.0599060832143126,0.0550712665224363,-0.0281076066790353,0.0281076066790353
"HA",-0.0479209482458164,-0.0805484141599876,0.119869851448578,0.0240192326707892,-0.0990514148773786,-0.0508700099080148,0.0805484141599876,0.0325690414706462,0.0508700099080148,0.0695370355135061,0.0508700099080148,0.0508700099080148,0.0324333064245823,0.0508700099080148,0,0.0508700099080148,-0.062815948366903,0.0614092946914504,-0.0324333064245823,0.0324333064245823
"GRHL2",-0.0254766637647971,-0.0129682322111746,-0.0911758713843736,0.0398773706738183,0.0736674407223614,-0.0185071004652824,0.0129682322111746,0.0358768505816949,0.0185071004652824,-0.0620147531828738,0.0185071004652824,0.0185071004652824,0.0312459539684671,0.0185071004652824,0,0.0185071004652824,-0.023530144495723,0.0238235429509062,-0.0312459539684671,0.131245953968467
